N	3gram	Medvedev_F_2	KulturaY
1	и т п	9	24
2	и т д	5	14
3	в том что	2	10
4	с точки зрения	7	8
5	для того чтобы	3	8
6	с другой стороны	3	7
7	в самом деле	5	7
8	во всяком случае	5	5
9	в этом смысле	2	5
10	в зависимости от	3	4
11	не может быть	10	4
12	в этом отношении	7	3
13	в связи с	10	3
14	в то же	5	3
15	то же время	5	3
16	в конце концов	2	3
17	в отличие от	2	2
18	и пр но	3	2
19	в первый период	5	2
20	но все же	2	2
21	вместе с тем	4	2
22	в том случае	2	2
23	мы говорим о	2	2
24	на самом деле	3	2
25	того или иного	4	2
