N	2gram	Tiupa_Anal_3	Psycholo
1	и в	18	38
2	то что	2	35
3	в том	9	25
4	в самом	5	25
5	самом деле	2	21
6	что в	9	20
7	может быть	9	19
8	что она	2	16
9	точки зрения	3	16
10	в ней	2	15
11	то есть	10	15
12	том что	12	14
13	как бы	10	14
14	в этой	6	13
15	в этом	14	13
16	было бы	3	12
17	не только	22	12
18	таким образом	4	12
19	не в	6	12
20	что он	4	11
21	в сущности	5	10
22	то же	3	10
23	и не	12	10
24	и все	2	10
25	о которых	2	9
26	с точки	2	9
27	все же	4	8
28	с тем	2	8
29	перед нами	4	8
30	с этим	3	8
31	в одном	4	8
32	как и	14	8
33	и как	4	8
34	как раз	7	8
35	с другой	7	7
36	в ее	3	7
37	а не	9	7
38	мы можем	2	7
39	не может	2	7
40	а в	10	7
41	между тем	5	7
42	и здесь	2	6
43	к тому	6	6
44	один из	2	6
45	указывает на	3	6
46	он не	6	6
47	с одной	2	6
48	как это	3	6
49	и его	13	6
50	и на	4	6
51	о том	6	6
52	там где	2	6
53	в своем	4	5
54	одной стороны	2	5
55	несмотря на	2	5
56	совершенно не	2	5
57	иначе говоря	2	5
58	вместе с	2	5
59	но и	13	5
60	другой стороны	5	5
61	в той	2	5
62	мы не	3	5
63	в его	7	5
64	могли бы	2	5
65	так сказать	2	5
66	никогда не	5	4
67	в тех	2	4
68	который не	2	4
69	что они	3	4
70	в свою	5	4
71	по своему	2	4
72	при этом	11	4
73	когда он	2	4
74	и для	2	4
75	во всех	2	4
76	не мог	2	4
77	в нем	2	4
78	что и	5	4
79	в целом	3	4
80	как в	3	4
81	все эти	2	4
82	и даже	8	4
83	сказать что	2	4
84	только в	2	4
85	одна из	2	4
86	в себе	2	4
87	были бы	3	3
88	в них	2	3
89	из этих	3	3
90	к этому	3	3
91	и к	4	3
92	того же	5	3
93	все это	3	3
94	что не	3	3
95	по его	3	3
96	тем что	2	3
97	состоит в	4	3
98	далеко не	4	3
99	в то	3	3
100	могла бы	2	3
101	его в	3	3
102	здесь не	3	3
103	едва ли	3	3
104	что по	4	3
105	но в	2	3
106	в общем	2	2
107	в данном	4	2
108	но они	2	2
109	русской поэзии	2	2
110	отнюдь не	4	2
111	все они	2	2
112	в глаза	2	2
113	столь же	4	2
114	который как	2	2
115	во всяком	2	2
116	и ее	2	2
117	но сам	2	2
118	же в	2	2
119	уже не	5	2
120	свою очередь	4	2
121	очевидно что	2	2
122	не могла	2	2
123	для него	6	2
124	со всеми	2	2
125	со своей	8	2
126	в первой	8	2
127	например в	2	2
128	по преимуществу	2	2
129	и той	2	2
130	всяком случае	2	2
131	с ее	3	2
132	дело не	3	2
133	данном случае	3	2
134	нам не	2	2
135	со стороны	9	2
136	говорит о	2	2
137	внимание на	4	2
138	отношения к	2	2
139	еще и	3	2
140	одной и	2	2
141	и вот	2	2
142	для всех	2	2
143	не более	2	2
144	и по	2	2
145	той же	5	2
146	в качестве	12	2
147	в конце	5	2
148	как к	2	2
149	представляет собой	5	2
150	но как	3	2
151	этого слова	2	2
152	в русской	7	2
153	однако и	3	2
154	на примере	2	2
155	когда мы	2	2
156	ничего не	3	2
