N	2gram	Vygotskiy__3	Komedia
1	и в	38	22
2	том что	14	12
3	в том	25	11
4	но и	5	11
5	не только	12	10
6	из них	6	10
7	в то	3	10
8	как и	8	9
9	и т	14	9
10	может быть	19	9
11	в одном	8	8
12	таким образом	12	8
13	должны были	2	8
14	и не	10	8
15	и его	6	8
16	о том	6	8
17	едва ли	3	7
18	в этой	13	7
19	что в	20	6
20	в конце	2	6
21	одного из	2	6
22	что он	11	6
23	к тому	6	6
24	ни в	3	6
25	и по	2	6
26	то же	10	6
27	не в	12	6
28	а в	7	6
29	в которой	5	6
30	с другой	7	5
31	о которых	9	5
32	при этом	4	5
33	в его	5	5
34	один из	6	5
35	в истории	2	5
36	как в	4	5
37	все это	3	5
38	другой стороны	5	5
39	то время	2	5
40	и даже	4	5
41	потому что	14	5
42	т п	5	5
43	между тем	7	5
44	к этому	3	4
45	ясно что	6	4
46	несмотря на	5	4
47	как мы	7	4
48	же в	2	4
49	в другом	5	4
50	что они	4	4
51	в качестве	2	4
52	в котором	6	4
53	в нем	4	4
54	что и	4	4
55	т д	4	4
56	тем что	3	4
57	и вот	2	4
58	время как	4	4
59	действующих лиц	5	4
60	точки зрения	16	4
61	так как	6	4
62	но в	3	4
63	мы можем	7	4
64	место в	3	3
65	казалось бы	5	3
66	главным образом	3	3
67	все более	2	3
68	и одновременно	2	3
69	в них	3	3
70	на всю	2	3
71	идет о	4	3
72	на то	16	3
73	в тех	4	3
74	у нас	2	3
75	и как	8	3
76	по своему	4	3
77	здесь в	2	3
78	тот же	3	3
79	одной стороны	5	3
80	и о	3	3
81	у него	4	3
82	он не	6	3
83	речь идет	4	3
84	все же	8	3
85	в целом	4	3
86	так же	2	3
87	того как	3	3
88	с одной	6	3
89	в течение	4	3
90	здесь мы	4	3
91	не мог	4	3
92	мы не	5	3
93	как раз	8	3
94	и на	6	3
95	в этом	13	3
96	в виде	2	3
97	и ее	2	3
98	только в	4	3
99	и все	10	3
100	его в	3	3
101	как это	6	3
102	ничего не	2	3
103	и здесь	6	2
104	еще и	2	2
105	для всех	2	2
106	столь же	2	2
107	нельзя не	2	2
108	и во	2	2
109	первой половине	3	2
110	вовсе не	8	2
111	указывает на	6	2
112	в свою	4	2
113	мы найдем	2	2
114	он был	3	2
115	раз в	4	2
116	мы видели	6	2
117	из всех	3	2
118	такой же	2	2
119	из всего	2	2
120	аналогии с	2	2
121	одна из	4	2
122	на этом	5	2
123	совсем не	3	2
124	того же	3	2
125	до конца	2	2
126	до сих	6	2
127	было бы	12	2
128	со своей	2	2
129	на те	2	2
130	в самом	25	2
131	большей частью	2	2
132	самого конца	2	2
133	всяком случае	2	2
134	и тем	3	2
135	с ее	2	2
136	то что	35	2
137	не к	3	2
138	в первой	2	2
139	наряду с	3	2
140	вместе с	5	2
141	ее в	4	2
142	со стороны	2	2
143	всего этого	2	2
144	только что	2	2
145	то и	3	2
146	для этого	2	2
147	в сущности	10	2
148	не может	7	2
149	которых мы	6	2
150	до самого	2	2
151	что у	7	2
152	из которых	4	2
153	в силу	2	2
154	сам автор	3	2
155	или в	5	2
156	где он	3	2
157	но это	3	2
158	во всяком	2	2
159	к ней	2	2
160	но он	2	2
161	в своих	4	2
162	в себе	4	2
163	как будто	4	2
164	же самое	10	2
165	из своей	2	2
166	что по	3	2
167	ли это	2	2
168	наш поэт	2	2
169	сих пор	5	2
