N	2gram	Losev_Vesc_1	Problema
1	то что	27	38
2	и не	29	37
3	вовсе не	10	37
4	и в	21	35
5	не есть	49	33
6	сказать что	17	24
7	не только	36	24
8	том что	8	19
9	даже и	4	18
10	о том	6	18
11	может быть	16	18
12	у нас	7	18
13	что такое	12	18
14	в этом	4	17
15	но и	18	16
16	что мы	14	14
17	только в	14	14
18	не менее	3	13
19	и что	15	13
20	потому что	16	13
21	во всяком	3	13
22	не может	17	13
23	тем не	3	12
24	в том	8	12
25	того что	8	12
26	также и	6	12
27	хотя бы	6	12
28	что в	9	11
29	прежде всего	9	11
30	так что	5	11
31	не просто	19	11
32	и даже	6	11
33	никак не	3	11
34	не будет	12	11
35	всяком случае	2	10
36	и с	8	10
37	говорить о	6	10
38	еще не	8	10
39	да и	3	10
40	а не	19	10
41	в данном	5	10
42	и то	10	10
43	ничего не	3	10
44	если мы	8	9
45	для нас	2	9
46	в этой	3	9
47	для себя	5	9
48	что же	8	9
49	только на	3	9
50	уже не	9	8
51	было бы	14	8
52	в виду	2	8
53	есть только	7	8
54	ясно что	8	8
55	по себе	13	8
56	как раз	9	8
57	все же	4	8
58	при помощи	2	8
59	тут же	2	8
60	в конце	2	7
61	те или	4	7
62	есть нечто	6	7
63	все эти	3	7
64	в его	2	7
65	конце концов	2	7
66	так и	3	7
67	бы и	5	7
68	так как	7	7
69	мы не	6	7
70	можно ли	7	6
71	с другой	6	6
72	другими словами	5	6
73	что все	2	6
74	можно сказать	6	6
75	а только	3	6
76	но это	10	6
77	так или	4	6
78	и т	19	6
79	т д	19	6
80	в то	3	6
81	когда мы	6	6
82	на то	4	6
83	по крайней	4	6
84	есть не	14	6
85	относится к	5	6
86	крайней мере	4	6
87	и для	9	6
88	или иначе	4	6
89	мы можем	4	6
90	но в	5	6
91	и без	3	5
92	есть то	9	5
93	же это	4	5
94	кроме того	4	5
95	в самом	9	5
96	той или	2	5
97	отнюдь не	5	5
98	данном случае	2	5
99	с этим	3	5
100	с одной	3	5
101	и все	5	5
102	как и	8	5
103	есть именно	6	5
104	но уже	3	5
105	тоже есть	3	5
106	то же	6	5
107	как мы	4	5
108	одной стороны	3	5
109	что не	5	5
110	другой стороны	2	5
111	можно было	2	5
112	или другой	2	5
113	с другими	8	5
114	в себе	14	5
115	еще и	8	5
116	и это	14	5
117	для меня	2	5
118	сама по	3	4
119	предполагает что	10	4
120	и есть	26	4
121	в своем	6	4
122	в отношении	4	4
123	что на	2	4
124	как же	3	4
125	без всякого	4	4
126	и как	8	4
127	есть прежде	2	4
128	это значит	24	4
129	между собою	6	4
130	и следовательно	7	4
131	как бы	12	4
132	не вполне	2	4
133	и тут	3	4
134	и тем	3	4
135	что она	15	4
136	все это	5	4
137	и только	3	4
138	мы говорим	5	4
139	таким образом	8	4
140	но только	3	4
141	а в	4	4
142	вообще не	2	4
143	в результате	3	4
144	их в	3	4
145	но если	8	4
146	и здесь	4	4
147	тем что	2	4
148	если бы	5	4
149	или другие	4	4
150	все еще	3	4
151	стороны и	2	4
152	данную вещь	5	4
153	но не	5	4
154	тот же	3	4
155	но именно	2	4
156	и о	3	4
157	же такое	3	4
158	если не	3	4
159	самом деле	4	4
160	то и	4	4
161	слова и	5	4
162	значит что	24	4
163	как только	4	3
164	но даже	3	3
165	тому что	2	3
166	в каком-то	2	3
167	может ли	2	3
168	и от	3	3
169	к тому	3	3
170	с самим	4	3
171	что они	6	3
172	пусть даже	3	3
173	есть ни	3	3
174	и если	2	3
175	мы еще	2	3
176	хотя и	4	3
177	мы уже	3	3
178	только один	2	3
179	один из	3	3
180	то это	3	3
181	только то	2	3
182	и их	7	3
183	для этого	4	3
184	или что	3	3
185	то ни	4	3
186	только и	2	3
187	иное как	7	3
188	в основе	3	3
