N	2gram	Bakhtin_Fr_1	Myshleni
1	в том	16	33
2	том что	6	27
3	точки зрения	7	26
4	то что	3	20
5	в этом	15	19
6	с точки	3	18
7	того что	2	17
8	и в	65	15
9	не только	10	15
10	речи и	2	15
11	что в	3	14
12	что он	3	12
13	в самом	4	11
14	в процессе	2	11
15	в целом	2	10
16	но и	10	10
17	в своем	8	9
18	может быть	6	9
19	не является	3	9
20	не может	3	9
21	что мы	2	9
22	о том	2	9
23	в сущности	16	9
24	связи с	4	9
25	так и	10	8
26	никогда не	6	8
27	не в	4	8
28	к тому	2	7
29	одной стороны	2	7
30	с одной	2	7
31	и не	22	7
32	потому что	5	7
33	как бы	22	7
34	он не	2	7
35	и т.п	17	7
36	в частности	5	6
37	в отношении	6	6
38	как мы	6	6
39	в этой	4	6
40	мы уже	12	6
41	в виду	3	6
42	с другой	3	6
43	сказать что	6	6
44	но в	14	6
45	вовсе не	18	6
46	и к	4	6
47	как и	5	6
48	по своей	3	6
49	самом деле	3	6
50	на этот	2	6
51	это не	3	5
52	и др	24	5
53	и их	3	5
54	и даже	8	5
55	друг друга	3	5
56	приводит к	2	5
57	во всей	3	5
58	этот вопрос	2	5
59	связана с	5	4
60	прежде всего	11	4
61	из этих	2	4
62	для нас	4	4
63	несмотря на	2	4
64	все это	9	4
65	в них	5	4
66	их в	2	4
67	и с	3	4
68	так как	6	4
69	с его	5	4
70	все же	6	4
71	мы видим	2	4
72	в своей	5	4
73	даже в	3	4
74	как в	5	4
75	как раз	3	4
76	и его	10	4
77	только в	7	4
78	том числе	10	3
79	мы будем	3	3
80	но на	3	3
81	во время	4	3
82	числе и	7	3
83	для него	5	3
84	и человека	2	3
85	при этом	6	3
86	в общем	4	3
87	из них	4	3
88	и до	4	3
89	этом отношении	3	3
90	все эти	10	3
91	но эта	2	3
92	в самой	3	3
93	и по	2	3
94	в основе	8	3
95	с ним	3	3
96	и все	5	3
97	здесь и	4	3
98	и особенно	2	3
99	уже говорили	7	3
100	но не	2	3
101	в заключение	2	3
102	из тех	2	3
103	на самом	6	3
104	или в	2	3
105	в отличие	4	3
106	и это	2	3
107	отличие от	5	3
108	ничего не	3	3
109	в противоположность	2	2
110	не могут	3	2
111	своей книге	2	2
112	в этих	2	2
113	понятно что	2	2
114	на все	2	2
115	отрыве от	3	2
116	или иной	5	2
117	можно сказать	2	2
118	протяжении всего	2	2
119	но все	3	2
120	и само	2	2
121	той или	5	2
122	на этой	3	2
123	могут быть	2	2
124	в некоторых	2	2
125	от того	2	2
126	в их	4	2
127	и других	3	2
128	в других	3	2
129	но для	3	2
130	в более	3	2
131	в применении	3	2
132	к себе	2	2
133	во всем	2	2
134	мира и	4	2
135	в одном	5	2
136	в книге	2	2
137	этих двух	2	2
138	связь с	5	2
139	бы ни	2	2
140	из всех	2	2
141	с их	5	2
142	наряду с	2	2
143	за пределы	8	2
144	в его	9	2
145	нет и	2	2
146	во всех	9	2
147	и самый	2	2
148	и для	2	2
149	или к	2	2
150	но с	2	2
151	в себя	3	2
152	и эта	3	2
153	в себе	3	2
154	на протяжении	5	2
155	и вообще	3	2
156	его к	2	2
