N	2gram	Tiupa_Lite_3	KulturaY
1	и в	16	23
2	точки зрения	7	23
3	в том	12	22
4	не только	14	17
5	было бы	2	16
6	в этом	14	16
7	с точки	3	16
8	в области	3	14
9	может быть	12	14
10	самом деле	3	14
11	что в	2	13
12	в самом	3	13
13	не менее	2	12
14	для того	2	12
15	потому что	3	12
16	вопрос о	2	11
17	том что	8	11
18	а не	12	11
19	того что	9	11
20	в его	6	11
21	того чтобы	2	11
22	у нас	2	10
23	и не	22	10
24	прежде всего	3	9
25	еще не	6	9
26	если бы	2	8
27	лишь в	5	8
28	уже не	3	8
29	как на	3	8
30	с другой	6	7
31	или иной	2	7
32	должно быть	4	7
33	в данном	4	7
34	как это	3	7
35	по себе	2	6
36	что и	2	6
37	что он	5	6
38	при этом	15	6
39	и тем	3	6
40	так и	9	6
41	не может	8	6
42	то же	9	6
43	связи с	2	6
44	только в	7	6
45	о том	6	6
46	в рамках	4	5
47	я не	2	5
48	как и	5	5
49	не в	10	5
50	совершенно не	3	5
51	хотя и	4	5
52	как бы	8	5
53	все же	2	5
54	как мы	2	5
55	а в	5	5
56	тем что	2	5
57	той или	2	5
58	в поэзии	5	5
59	далеко не	2	5
60	в первом	2	5
61	один из	2	4
62	а также	4	4
63	в целом	5	4
64	того же	2	4
65	одной стороны	4	4
66	не случайно	3	4
67	в своей	7	4
68	том чтобы	2	4
69	в ее	5	4
70	то что	12	4
71	данном случае	4	4
72	как в	5	4
73	как раз	2	4
74	с одной	4	4
75	тем самым	7	4
76	что не	2	4
77	в слове	3	4
78	между тем	3	4
79	ответственность за	2	4
80	а лишь	2	3
81	отнюдь не	3	3
82	как о	2	3
83	это не	5	3
84	именно в	5	3
85	xix века	2	3
86	к тому	6	3
87	и к	3	3
88	с этой	2	3
89	по существу	4	3
90	то в	3	3
91	но не	4	3
92	то это	2	3
93	отношение к	2	3
94	время в	2	3
95	но и	14	3
96	а именно	5	3
97	по отношению	4	3
98	другой стороны	2	3
99	тому же	5	3
100	и вот	2	3
101	и с	2	3
102	бы и	3	3
103	той же	3	3
104	в то	9	3
105	я в	7	3
106	и только	2	3
107	установка на	2	3
108	там где	3	3
109	как ты	2	3
110	я и	10	3
111	том числе	3	2
112	только для	3	2
113	о чем	3	2
114	в частности	11	2
115	все они	2	2
116	не означает	2	2
117	не как	2	2
118	в одном	4	2
119	как например	2	2
120	можно сказать	2	2
121	состоит в	6	2
122	и как	3	2
123	и при	2	2
124	и если	4	2
125	в качестве	5	2
126	нас к	2	2
127	однако в	4	2
128	его в	2	2
129	говоря уже	4	2
130	не с	2	2
131	отношению к	4	2
132	своего рода	10	2
133	когда он	2	2
134	вместе с	5	2
135	не говоря	4	2
136	уже о	3	2
137	внимание на	2	2
138	в отличие	5	2
139	быть не	2	2
140	и об	2	2
141	из того	2	2
142	так же	2	2
143	на себя	2	2
144	не знает	2	2
145	он в	2	2
146	эти слова	2	2
147	еще раз	2	2
148	тому как	3	2
149	еще и	2	2
150	для которого	3	2
151	здесь не	2	2
152	здесь как	2	2
153	отличие от	5	2
154	но в	3	2
155	если это	2	2
156	еще на	2	2
157	для меня	2	2
