N	2gram	Bakhtin_Fr_7	Myshleni
1	с помощью	6	42
2	в процессе	2	27
3	и в	41	25
4	в том	11	23
5	том что	4	20
6	что в	9	17
7	так же	5	17
8	таким образом	19	17
9	как и	14	15
10	то что	8	15
11	в его	12	15
12	в этом	15	14
13	вместе с	5	14
14	может быть	4	13
15	так как	3	12
16	в качестве	9	12
17	по своему	2	11
18	перед нами	2	10
19	как бы	7	10
20	и не	7	10
21	того что	2	10
22	было бы	4	10
23	что и	5	10
24	только в	6	10
25	как в	5	9
26	мы не	2	9
27	ни в	6	9
28	тем что	3	8
29	как мы	11	8
30	уже в	5	7
31	все эти	13	7
32	в области	2	7
33	с самого	2	6
34	не в	9	6
35	и у	5	6
36	мы видели	5	6
37	не может	3	6
38	в связи	2	6
39	и на	4	6
40	потому что	5	6
41	от этого	3	6
42	что он	3	6
43	в отношении	3	6
44	того же	3	6
45	со всеми	2	6
46	не только	5	6
47	благодаря этому	2	6
48	точки зрения	5	6
49	все это	10	6
50	можно было	3	6
51	так и	10	5
52	именно в	2	5
53	что это	4	5
54	и как	2	5
55	но это	3	5
56	для него	6	5
57	при этом	3	5
58	уже говорили	4	5
59	на этой	4	5
60	и по	3	5
61	с ее	3	5
62	слов и	4	5
63	мы уже	12	5
64	и к	5	5
65	о том	6	5
66	из которых	2	5
67	в этой	13	5
68	и т.д	2	5
69	никогда не	2	4
70	в своем	9	4
71	прежде всего	11	4
72	к тому	2	4
73	не мог	2	4
74	в ряде	3	4
75	из них	3	4
76	но и	9	4
77	а в	5	4
78	в то	10	4
79	с ним	2	4
80	мы имеем	2	4
81	с этим	2	4
82	и все	14	4
83	еще не	2	4
84	он не	4	4
85	той же	3	4
86	во всяком	2	4
87	и это	5	4
88	в себя	2	3
89	в свою	3	3
90	связаны с	2	3
91	на этом	5	3
92	и их	3	3
93	на том	2	3
94	по отношению	2	3
95	с ними	3	3
96	в которых	2	3
97	этом отношении	2	3
98	в результате	2	3
99	их в	2	3
100	его в	3	3
101	как он	2	3
102	по этому	3	3
103	к этому	5	3
104	его к	3	3
105	мы видим	6	3
106	не есть	2	3
107	или менее	2	3
108	того как	5	3
109	место в	4	2
110	то же	13	2
111	все время	2	2
112	в этих	2	2
113	все они	6	2
114	и благодаря	3	2
115	и от	8	2
116	одного из	2	2
117	вперед по	3	2
118	ни было	2	2
119	но все	4	2
120	в построении	2	2
121	свою очередь	3	2
122	в реальном	2	2
123	хотя и	4	2
124	в нем	7	2
125	в свете	3	2
126	имеет дело	2	2
127	и других	2	2
128	должно быть	4	2
129	и здесь	4	2
130	бы в	2	2
131	в плане	5	2
132	с его	2	2
133	к жизни	4	2
134	находит свое	2	2
135	но по	2	2
136	в них	7	2
137	и во	2	2
138	в одном	3	2
139	связанные с	3	2
140	в следующем	2	2
141	таким же	3	2
142	же в	2	2
143	одна из	4	2
144	о котором	2	2
145	все что	4	2
146	очень часто	3	2
147	есть и	3	2
148	тот же	2	2
149	и может	2	2
150	мы в	2	2
151	и потому	3	2
152	а также	2	2
153	оно не	2	2
154	отношению к	2	2
155	в мире	3	2
156	в своей	3	2
157	находится в	2	2
158	связанное с	2	2
159	в течение	2	2
160	уже не	2	2
161	тем самым	3	2
162	и эта	3	2
163	и для	5	2
164	и его	9	2
165	или в	2	2
166	и то	2	2
167	связан с	2	2
168	в себе	11	2
169	в чем	2	2
