N	2gram	Vygotskiy__5	Stilisti
1	и в	30	42
2	как бы	19	27
3	не только	16	27
4	прежде всего	4	22
5	хотя бы	3	17
6	но и	6	15
7	то же	7	15
8	и не	6	14
9	может быть	11	12
10	не может	9	12
11	точки зрения	7	11
12	как и	6	11
13	мы уже	6	11
14	и как	7	10
15	что мы	11	10
16	мы должны	3	10
17	как мы	5	10
18	в этом	14	10
19	при этом	8	9
20	в то	2	9
21	то что	37	9
22	для того	20	9
23	мы не	3	9
24	все же	7	8
25	в ней	4	8
26	таким образом	20	8
27	с тем	8	8
28	в себе	5	8
29	и это	8	8
30	никогда не	9	7
31	зависимости от	7	7
32	и тем	6	7
33	и на	3	7
34	потому что	23	7
35	так как	9	7
36	с его	2	7
37	в зависимости	6	7
38	слов и	2	7
39	было бы	5	7
40	а не	8	7
41	того чтобы	20	7
42	и его	6	7
43	мы можем	7	7
44	только в	5	7
45	в которой	3	7
46	ничего не	2	7
47	или иной	2	6
48	не в	8	6
49	в этой	5	6
50	в свою	3	6
51	на его	3	6
52	в форме	2	6
53	в конце	4	6
54	когда мы	6	6
55	и так	2	6
56	в нем	7	6
57	во всех	2	6
58	так и	3	6
59	уже в	6	5
60	в нашем	2	5
61	тому что	8	5
62	и той	2	5
63	и следовательно	2	5
64	не является	2	5
65	с помощью	2	5
66	а в	4	5
67	и с	2	5
68	и наконец	3	5
69	же самое	5	5
70	как это	7	5
71	одно и	3	5
72	мы никогда	2	5
73	в его	4	5
74	вместе с	12	5
75	в той	3	5
76	с точки	2	5
77	той же	3	5
78	самого начала	3	4
79	все время	20	4
80	что это	8	4
81	мы называем	2	4
82	в каждом	2	4
83	что именно	5	4
84	можно сказать	2	4
85	к тому	8	4
86	с самого	3	4
87	но все	2	4
88	в качестве	2	4
89	в самом	14	4
90	той или	2	4
91	один из	5	4
92	в словах	2	4
93	все это	2	4
94	того что	8	4
95	так же	13	4
96	о том	10	4
97	бы в	5	4
98	но в	5	4
99	не существует	3	4
100	если бы	11	4
101	не что	2	4
102	и к	4	4
103	у нас	4	4
104	мы видим	8	4
105	мы увидим	9	4
106	а с	5	4
107	если мы	16	4
108	самом деле	8	4
109	тем же	3	4
110	можно было	3	4
111	и то	9	4
112	то есть	13	4
113	вопроса о	2	4
114	как только	4	3
115	что у	3	3
116	перед нами	2	3
117	это не	3	3
118	содержание и	4	3
119	этом случае	2	3
120	для нас	3	3
121	и эта	2	3
122	что всякое	4	3
123	в котором	2	3
124	не имеем	2	3
125	представить себе	2	3
126	и уже	3	3
127	в целом	5	3
128	из них	2	3
129	жизни и	6	3
130	от того	4	3
131	заключает в	4	3
132	что оно	6	3
133	и вот	2	3
134	и даже	2	3
135	сказать что	9	3
136	и здесь	6	3
137	в виду	4	3
138	бы мы	3	3
139	и все	4	3
140	в одном	2	3
141	об этом	3	3
142	в ее	3	3
143	том что	21	3
144	еще не	5	3
145	что и	3	3
146	отношения к	2	3
147	только на	4	3
148	связь между	2	3
149	на самом	2	3
150	между ними	2	3
151	и для	6	3
152	конце концов	2	3
153	связи с	2	3
154	не знает	2	3
155	ответ на	5	3
156	и поэтому	3	3
157	выражение лица	2	2
158	в душе	2	2
159	в частности	4	2
160	иное как	2	2
161	человека в	3	2
162	вопрос о	3	2
163	нам придется	2	2
164	в том	27	2
165	нас не	2	2
166	времени и	3	2
167	очевидно что	2	2
168	находит свое	2	2
169	для него	3	2
170	до конца	2	2
171	несмотря на	5	2
172	эти три	2	2
173	в него	4	2
174	из двух	3	2
175	себе и	2	2
176	но мы	2	2
177	не с	2	2
178	в этих	3	2
179	целый ряд	3	2
180	в нас	13	2
181	как например	2	2
182	в отношении	2	2
183	этом отношении	3	2
184	все эти	2	2
185	происходит как	2	2
186	должно быть	2	2
187	в которых	2	2
188	в своих	5	2
189	даже и	2	2
190	что иное	2	2
191	все то	2	2
192	что эти	2	2
193	и ни	2	2
194	мы имеем	8	2
195	в основе	7	2
196	между собой	2	2
197	с этим	2	2
198	к этому	3	2
199	своего героя	2	2
200	ясно что	6	2
201	что он	17	2
202	есть не	4	2
203	на первый	2	2
204	материал для	2	2
205	видим что	3	2
206	и при	2	2
207	но не	7	2
208	ни один	2	2
209	тот же	3	2
210	мы говорили	4	2
211	и когда	9	2
212	и потому	5	2
213	гораздо более	2	2
214	не есть	4	2
215	в своей	4	2
216	сих пор	5	2
217	как в	3	2
218	ли не	2	2
219	одной и	2	2
220	мы найдем	4	2
221	из которых	4	2
222	и он	2	2
223	немедленно же	2	2
224	или в	6	2
225	этот вопрос	4	2
226	тем что	6	2
227	это же	2	2
228	в каком	3	2
