N	4gram	Bakhtin_Pr_2	Problemy
1	в то же время	5	10
2	но в то же	3	4
3	в той или иной	3	4
4	одно и то же	2	3
5	мы уже говорили что	2	3
6	сам виллель выжидал да	2	2
7	и сам знаю что	3	2
8	удастся держись а удастся	2	2
9	не удастся держись а	2	2
10	выжидал да что тут	2	2
11	голосов в пределах одного	2	2
12	и сам виллель выжидал	2	2
13	пределах одного разложившегося сознания	2	2
14	с тобой яков петрович	2	2
15	в пределах одного разложившегося	2	2
16	ты идешь совершить подвиг	2	2
17	идешь совершить подвиг добродетели	2	2
18	виллель выжидал да что	2	2
19	да что тут виллель	2	2
20	другого в слове другого	2	2
21	держись а удастся крепись	2	2
22	одна и та же	2	2
