N	2gram	Propp_Isto_3	Problemy
1	и в	22	35
2	и не	12	27
3	что он	9	24
4	в его	3	21
5	но в	10	19
6	не может	4	18
7	как и	3	18
8	о себе	3	17
9	в нем	9	16
10	то же	6	15
11	и все	3	15
12	но и	12	14
13	может быть	11	14
14	и его	4	14
15	в этом	17	14
16	к нему	5	13
17	он не	5	13
18	прежде всего	3	12
19	и с	4	12
20	и к	3	12
21	в другом	2	12
22	в пределах	4	11
23	в то	2	11
24	а я	2	10
25	не в	4	10
26	не только	14	10
27	то что	7	10
28	на самом	2	9
29	я не	3	8
30	так и	2	8
31	потому что	3	8
32	мы уже	6	8
33	все же	5	8
34	как мы	8	8
35	и для	2	8
36	так же	3	7
37	а в	6	7
38	точки зрения	2	7
39	вовсе не	2	7
40	еще не	10	7
41	себе и	2	7
42	отношению к	2	7
43	в виде	2	7
44	там где	7	7
45	таким образом	10	7
46	что в	15	6
47	к тому	3	6
48	но это	3	6
49	что они	8	6
50	и что	2	6
51	у меня	5	6
52	отношение к	4	6
53	что у	3	6
54	и на	4	6
55	в одном	2	6
56	от него	2	6
57	но не	7	6
58	по отношению	2	6
59	только в	4	6
60	я теперь	2	5
61	в том	9	5
62	да и	2	5
63	так что	5	5
64	и даже	2	5
65	с ними	3	5
66	во время	6	5
67	он и	3	5
68	даже в	2	5
69	как в	2	5
70	и то	2	5
71	и это	2	5
72	все время	2	4
73	никогда не	3	4
74	друг другу	2	4
75	с другой	7	4
76	но все	2	4
77	на его	3	4
78	всяком случае	2	4
79	и вот	2	4
80	между тем	2	4
81	и так	2	4
82	но он	4	4
83	его в	3	4
84	так как	7	4
85	у него	3	4
86	в них	6	4
87	только на	2	4
88	а не	6	4
89	что не	2	4
90	и у	3	4
91	во всяком	2	4
92	тем что	4	4
93	как будто	2	4
94	что ты	4	4
95	в чем	3	4
96	же не	2	4
97	а он	5	3
98	и от	3	3
99	и говорит	9	3
100	такой же	2	3
101	тому же	2	3
102	свое лицо	2	3
103	в него	2	3
104	в целом	3	3
105	из них	7	3
106	другой стороны	7	3
107	его и	4	3
108	в одной	3	3
109	все эти	4	3
110	не мог	2	3
111	того что	5	3
112	это не	6	3
113	сказать что	3	3
114	мы должны	7	3
115	с миром	2	3
116	в котором	2	3
117	с тем	2	3
118	него и	2	3
119	с этим	8	3
120	том что	8	3
121	было бы	3	3
122	что и	9	3
123	уже не	7	3
124	ничего не	6	3
125	не менее	5	2
126	из братьев	4	2
127	в сторону	2	2
128	в этих	11	2
129	с тобой	2	2
130	он все	3	2
131	вопрос о	2	2
132	уже с	3	2
133	что на	4	2
134	мы знаем	2	2
135	ни в	2	2
136	в дальнейшем	4	2
137	на этом	4	2
138	всю жизнь	2	2
139	при этом	2	2
140	например в	2	2
141	хотя и	2	2
142	время как	2	2
143	на нее	3	2
144	мы видели	13	2
145	он ничего	2	2
146	в своем	2	2
147	есть только	2	2
148	в которых	2	2
149	их в	3	2
150	в ней	2	2
151	к ней	4	2
152	о том	3	2
153	большинстве случаев	2	2
154	в этот	2	2
155	всех этих	2	2
156	в жизни	2	2
157	с собой	2	2
158	не знаю	8	2
159	но конечно	2	2
160	а затем	3	2
161	очень часто	3	2
162	если я	3	2
163	ли это	2	2
164	мы увидим	3	2
165	друг друга	6	2
166	вместе с	9	2
167	быть и	3	2
168	так в	6	2
169	все равно	3	2
170	здесь есть	2	2
171	и он	2	2
172	и как	3	2
173	той же	2	2
174	или в	11	2
175	связан с	2	2
176	мы можем	6	2
177	вступает в	3	2
178	за ним	3	2
