N	2gram	Vinokur_Ku_2	Myslijsy
1	потому что	25	49
2	для нас	4	31
3	и в	23	24
4	может быть	15	23
5	то что	9	20
6	и не	16	19
7	а не	10	18
8	в том	19	18
9	что в	10	16
10	по себе	10	15
11	не только	20	15
12	того же	3	14
13	при этом	2	13
14	было бы	15	13
15	не в	8	13
16	но не	6	12
17	не может	9	12
18	то же	6	12
19	если бы	12	11
20	что мы	6	11
21	что и	3	11
22	вместе с	5	11
23	только в	5	11
24	таким образом	5	11
25	как в	3	10
26	так как	15	10
27	точно так	3	9
28	вовсе не	9	9
29	в нем	4	9
30	как бы	4	9
31	но и	7	9
32	то и	3	9
33	а только	3	8
34	а в	3	8
35	том что	11	8
36	и на	6	8
37	в этом	18	8
38	могут быть	4	8
39	не могут	5	7
40	прежде всего	8	7
41	во всяком	5	7
42	всяком случае	5	7
43	или же	2	7
44	как и	2	7
45	того что	3	7
46	тем что	3	7
47	с этим	3	7
48	того как	2	7
49	что если	2	6
50	связи с	3	6
51	с другой	8	6
52	свою очередь	2	6
53	в свою	2	6
54	только как	2	6
55	по поводу	2	6
56	тем не	6	6
57	и т	39	6
58	не было	4	6
59	не имеет	4	6
60	между тем	6	6
61	в то	4	6
62	этого слова	5	6
63	слова в	6	5
64	уже в	3	5
65	не менее	7	5
66	по крайней	6	5
67	крайней мере	6	5
68	же в	3	5
69	что они	2	5
70	тот же	5	5
71	что не	6	5
72	на то	4	5
73	так и	4	5
74	в них	4	5
75	от того	4	5
76	для того	9	5
77	только для	2	5
78	все же	7	5
79	главным образом	3	4
80	никогда не	2	4
81	образом в	2	4
82	что он	5	4
83	уже не	8	4
84	одно время	2	4
85	еще не	5	4
86	и если	2	4
87	должны быть	2	4
88	в самом	12	4
89	между прочим	2	4
90	указания на	2	4
91	так в	3	4
92	с одной	2	4
93	что оно	3	4
94	и что	8	4
95	тем самым	2	4
96	для самого	2	4
97	себе не	2	4
98	там где	5	4
99	с тем	2	4
100	но в	11	4
101	что это	7	3
102	смысле этого	2	3
103	но даже	2	3
104	это не	6	3
105	оно не	2	3
106	не как	2	3
107	и от	2	3
108	и все	2	3
109	что само	2	3
110	на все	2	3
111	хотя и	4	3
112	что на	4	3
113	о которых	3	3
114	очевидно что	2	3
115	но это	3	3
116	мы в	2	3
117	есть явление	2	3
118	в самой	2	3
119	в ней	3	3
120	и тем	5	3
121	слова и	5	3
122	как не	3	3
123	со стороны	4	3
124	что она	3	3
125	языка и	8	3
126	в языке	10	3
127	т п	24	3
128	мы говорим	2	3
129	т д	14	3
130	которых мы	2	3
131	быть не	2	3
132	те же	3	3
133	если мы	4	3
134	и у	2	3
135	тем же	2	3
136	и для	2	3
137	от слова	3	3
138	той же	2	3
139	что для	2	3
140	рядом с	2	3
141	с ними	2	3
142	вряд ли	4	3
143	и то	5	3
144	в каком	4	3
145	и вообще	2	3
146	могла бы	2	3
147	то не	2	3
148	этого не	3	2
149	всех этих	3	2
150	они имеют	2	2
151	этом смысле	5	2
152	и есть	2	2
153	в нашем	7	2
154	связанные с	2	2
155	и его	3	2
156	что у	2	2
157	превращается в	2	2
158	хотя бы	9	2
159	что слово	3	2
160	и это	3	2
161	что все	5	2
162	состоит в	2	2
163	к этому	4	2
164	вопрос о	9	2
165	не должно	2	2
166	после того	2	2
167	мы знаем	4	2
168	только потому	8	2
169	у нас	12	2
170	но все	4	2
171	с первого	2	2
172	все эти	12	2
173	есть в	3	2
174	так же	4	2
175	у него	3	2
176	же время	3	2
177	но что	2	2
178	случаи когда	3	2
179	в нашей	4	2
180	и следовательно	2	2
181	в его	5	2
182	это определение	2	2
183	и потому	2	2
184	не все	3	2
185	один из	5	2
186	нам не	2	2
187	все это	5	2
188	для обозначения	2	2
189	другой стороны	7	2
190	вообще и	2	2
191	в связи	4	2
192	например что	2	2
193	что за	2	2
194	на самом	2	2
195	но только	4	2
196	если и	3	2
197	самом деле	9	2
198	того чтобы	11	2
199	что такое	3	2
200	и по	3	2
201	должно быть	4	2
202	отношения к	2	2
203	как это	5	2
204	также что	2	2
205	или в	4	2
206	и здесь	5	2
207	сказать что	4	2
208	быть только	2	2
209	не на	2	2
210	само по	5	2
211	даже и	2	2
212	не то	2	2
213	на такие	2	2
214	в другом	2	2
215	о котором	2	2
216	мы должны	2	2
217	могли бы	2	2
218	на этом	3	2
219	указание на	3	2
220	в разговоре	4	2
221	а это	2	2
