N	3gram	Vygotskiy__5	Marksizm
1	с точки зрения	9	20
2	не может быть	3	13
3	в самом деле	2	9
4	и не может	2	9
5	до сих пор	3	8
6	и того же	3	5
7	одного и того	3	5
8	в отличие от	2	5
9	с другой стороны	2	5
10	с самого начала	5	4
11	то же самое	4	3
12	на этот вопрос	4	3
13	и тот же	3	3
14	можно сказать что	5	3
15	в этом отношении	5	3
16	в высшей степени	2	3
17	один и тот	3	3
18	в том что	11	3
19	в этом случае	3	3
20	но все же	2	3
21	для того чтобы	14	3
22	так же как	7	2
23	в свою очередь	3	2
24	но при этом	2	2
25	от того что	2	2
26	можно было бы	3	2
27	далеко за пределы	4	2
28	сама по себе	4	2
29	ничего общего с	2	2
30	по отношению к	12	2
31	вопрос о том	3	2
