N	3gram	Potebnia_M_3	Psycholo
1	в том что	16	17
2	для того чтобы	3	13
3	не может быть	3	8
4	и т п	2	8
5	в этом отношении	2	5
6	до сих пор	3	5
7	только в том	3	4
8	и в самом	2	4
9	сам по себе	5	4
10	и той же	2	4
11	одной и той	2	4
12	тем не менее	3	4
13	в то время	4	3
14	само по себе	3	3
15	в том чтобы	2	3
16	том что он	2	3
17	что и в	3	3
18	только потому что	2	2
19	в свою очередь	3	2
20	то же время	5	2
21	заключает в себе	5	2
22	к тому что	2	2
23	как и в	2	2
24	и в том	2	2
25	подобно тому как	2	2
26	в то же	5	2
27	в сознании и	2	2
28	и т д	3	2
29	что он не	3	2
30	не в том	5	2
31	с другой стороны	4	2
32	то же что	4	2
