N	2gram	Losev_Prob_4	Myshleni
1	то что	15	26
2	что он	8	25
3	в этом	9	25
4	потому что	15	21
5	таким образом	8	19
6	в том	20	18
7	не может	5	18
8	точки зрения	14	18
9	того чтобы	2	17
10	что в	3	16
11	и в	20	16
12	так как	5	16
13	не только	24	16
14	так же	5	15
15	том что	12	15
16	для того	3	14
17	научные понятия	2	13
18	сказать что	7	13
19	между собой	2	13
20	и не	28	12
21	и что	2	12
22	в области	3	12
23	в его	3	11
24	но не	5	10
25	было бы	14	10
26	как мы	3	10
27	а не	7	10
28	только в	23	10
29	в отношении	4	9
30	может быть	9	9
31	с точки	11	9
32	о том	5	8
33	как это	3	8
34	в известном	2	8
35	если бы	8	8
36	как и	6	8
37	мы должны	3	8
38	он не	2	8
39	то же	7	8
40	тем самым	4	8
41	и есть	4	7
42	в нем	5	7
43	того же	2	7
44	так и	10	7
45	по себе	11	7
46	если мы	5	7
47	в какой	4	6
48	не в	13	6
49	в этой	4	6
50	но если	6	6
51	но и	14	6
52	и на	3	6
53	но в	8	6
54	к тому	3	6
55	в той	8	6
56	мы можем	3	6
57	в другом	3	6
58	в своем	3	5
59	на все	2	5
60	что они	2	5
61	для него	3	5
62	как бы	4	5
63	не является	10	5
64	хотя бы	7	5
65	еще более	2	5
66	заключается в	2	5
67	в то	4	5
68	с ним	4	5
69	научного понятия	2	5
70	можно сказать	5	5
71	тот же	2	5
72	как в	5	5
73	только что	2	5
74	говорит что	2	5
75	можно было	4	5
76	это значит	10	5
77	тем что	3	5
78	в которой	2	5
79	значит что	8	5
80	в самых	3	4
81	казалось бы	3	4
82	в меру	2	4
83	все эти	16	4
84	с другой	7	4
85	это не	7	4
86	то время	2	4
87	сама по	2	4
88	а только	6	4
89	так что	6	4
90	это есть	3	4
91	по одному	2	4
92	в пределах	2	4
93	при этом	6	4
94	в самом	2	4
95	уже по	2	4
96	именно в	7	4
97	и другое	3	4
98	не имеет	4	4
99	и по	2	4
100	время как	2	4
101	что мы	3	4
102	же самое	6	4
103	в результате	8	4
104	тем более	4	4
105	вообще не	3	4
106	в качестве	10	4
107	еще не	7	4
108	за пределы	2	4
109	как показывает	2	4
110	не есть	12	4
111	вместе с	5	4
112	и то	2	4
113	не то	2	4
114	мы его	2	4
115	не менее	10	3
116	в частности	2	3
117	прежде всего	11	3
118	в смысле	5	3
119	и как	3	3
120	но это	6	3
121	самом деле	3	3
122	но как	3	3
123	к нему	3	3
124	как они	2	3
125	и является	3	3
126	и тем	7	3
127	еще и	3	3
128	а в	4	3
129	и с	7	3
130	приходит к	2	3
131	к его	3	3
132	говорить о	2	3
133	в этих	5	3
134	функции в	2	3
135	мы не	7	3
136	одному этому	2	3
137	и более	3	3
138	с тем	4	3
139	только не	4	3
140	с этим	4	3
141	в одном	4	3
142	все же	2	3
143	это и	4	3
144	то в	2	3
145	по своему	6	3
146	и может	2	3
147	одной из	4	3
148	никак не	4	3
149	что и	3	3
150	говорит о	2	3
151	из которых	3	3
152	и его	10	3
153	связи с	3	3
154	ничего общего	5	3
155	в чем	2	3
156	только для	3	2
157	до того	2	2
158	столь же	2	2
159	и от	6	2
160	но все	3	2
161	находятся в	2	2
162	является не	2	2
163	на его	2	2
164	в ней	7	2
165	в виду	6	2
166	совершенно не	3	2
167	в котором	2	2
168	только один	2	2
169	в своей	4	2
170	из них	3	2
171	что она	4	2
172	все это	9	2
173	другой стороны	6	2
174	то и	5	2
175	в совершенно	2	2
176	но только	2	2
177	совершенно ясно	2	2
178	и даже	9	2
179	понятия и	3	2
180	все равно	3	2
181	в истории	3	2
182	но этот	2	2
183	это будет	2	2
184	том как	2	2
185	но они	2	2
186	сознания и	3	2
187	для его	2	2
188	в зависимости	3	2
189	в них	5	2
190	в жизни	3	2
191	если он	2	2
192	вовсе не	21	2
193	его в	2	2
194	стороны и	2	2
195	есть не	6	2
196	то это	3	2
197	и к	3	2
198	нам кажется	2	2
199	же в	4	2
200	у нас	14	2
201	зависимости от	3	2
202	во всем	2	2
203	учение о	3	2
204	указывает на	4	2
205	со всеми	2	2
206	этот путь	2	2
207	жизни и	5	2
208	никто не	2	2
209	в корне	2	2
210	общего с	2	2
211	показывает исследование	2	2
212	является для	3	2
213	и потому	7	2
214	только к	3	2
215	во всех	4	2
216	только на	2	2
217	тому же	2	2
218	научное понятие	2	2
219	понять как	2	2
220	во всяком	8	2
221	ни на	3	2
222	как будто	11	2
223	из этого	3	2
224	учения о	2	2
