N	2gram	Trubetskoy_1	Formalny
1	и не	8	30
2	и в	26	27
3	может быть	10	25
4	не может	4	24
5	так и	6	21
6	таким образом	22	18
7	в этом	15	18
8	а не	5	17
9	точки зрения	13	16
10	в нем	4	15
11	в процессе	2	15
12	то же	4	15
13	с точки	6	14
14	не в	2	12
15	если бы	3	12
16	и от	4	11
17	в самом	4	11
18	но и	9	10
19	не могут	2	10
20	лишь в	5	9
21	так как	9	9
22	не только	10	9
23	так же	5	9
24	что в	9	8
25	при этом	3	8
26	как бы	12	8
27	и все	2	8
28	то что	7	8
29	только в	4	8
30	не менее	3	7
31	в том	11	7
32	же время	2	7
33	все это	6	7
34	потому что	7	7
35	в то	4	7
36	между тем	2	7
37	с тем	18	7
38	в его	5	7
39	с другой	8	6
40	всяком случае	6	6
41	все эти	6	6
42	но в	7	6
43	что он	4	6
44	еще не	2	6
45	все же	6	6
46	хотя бы	3	6
47	и для	5	6
48	во всяком	6	6
49	вместе с	15	6
50	никогда не	5	5
51	что именно	2	5
52	ни было	2	5
53	того чтобы	5	5
54	в результате	3	5
55	но не	8	5
56	и потому	6	5
57	связи с	9	5
58	уже в	2	4
59	то ни	2	4
60	прежде всего	2	4
61	в смысле	4	4
62	к тому	6	4
63	и как	3	4
64	для того	5	4
65	и является	2	4
66	мы видели	2	4
67	бы то	2	4
68	жизни и	2	4
69	в связи	3	4
70	и те	3	4
71	о том	6	4
72	мы можем	2	4
73	тогда когда	2	4
74	том что	7	4
75	конечно не	2	4
76	из этого	2	4
77	же как	3	3
78	что это	3	3
79	в этих	4	3
80	в конце	6	3
81	те же	2	3
82	можно сказать	3	3
83	того что	3	3
84	одним из	2	3
85	в виду	2	3
86	в эпоху	7	3
87	этом отношении	2	3
88	и что	4	3
89	в которых	4	3
90	и на	2	3
91	сказать что	2	3
92	и с	10	3
93	к его	2	3
94	в них	2	3
95	ясно что	3	3
96	того же	6	3
97	же самое	2	3
98	во всех	2	3
99	отношению к	3	3
100	уже не	3	3
101	всех других	2	3
102	в себе	6	3
103	как от	2	3
104	или иное	2	2
105	для этого	2	2
106	в отношении	6	2
107	и мир	2	2
108	главным образом	8	2
109	на все	2	2
110	или иной	2	2
111	исторического развития	2	2
112	его от	2	2
113	в этой	4	2
114	как о	3	2
115	в общем	8	2
116	но если	2	2
117	в котором	4	2
118	учение о	4	2
119	из них	7	2
120	отличается от	2	2
121	в своем	3	2
122	и только	4	2
123	можно только	2	2
124	в самой	2	2
125	у них	3	2
126	и даже	3	2
127	из этих	10	2
128	к одной	2	2
129	в россии	2	2
130	конце концов	3	2
131	к которому	2	2
132	и действительно	2	2
133	по учению	3	2
134	с его	2	2
135	только не	2	2
136	перестает быть	2	2
137	превращается в	2	2
138	не как	2	2
139	и иной	2	2
140	но при	2	2
141	к этому	3	2
142	из своих	2	2
143	так чтобы	2	2
144	и тогда	4	2
145	связано с	2	2
146	мы должны	6	2
147	одной из	5	2
148	и из	2	2
149	бы например	2	2
150	не могло	2	2
151	что и	6	2
152	тем не	3	2
153	так называемые	3	2
154	и сами	2	2
155	то или	2	2
156	в таком	3	2
157	и это	2	2
158	в области	9	2
159	в эту	2	2
