N	2gram	Nazirov_Tv_2	FransuaR
1	и в	20	56
2	то есть	5	24
3	в романе	15	21
4	в его	10	18
5	таким образом	10	17
6	все эти	4	15
7	в этом	8	14
8	в том	8	13
9	так и	6	13
10	и его	9	12
11	в то	10	12
12	как бы	11	11
13	то же	7	11
14	же время	7	10
15	еще не	5	10
16	только в	2	9
17	в самом	3	9
18	но и	8	9
19	и не	9	9
20	том что	4	8
21	не только	13	8
22	и др	3	8
23	в нем	3	8
24	сих пор	3	8
25	все это	6	8
26	и даже	5	8
27	до сих	3	8
28	и с	8	8
29	в частности	2	7
30	у него	6	7
31	и на	5	7
32	прежде всего	8	6
33	вовсе не	2	6
34	в ее	2	6
35	мы видим	4	6
36	в этой	5	6
37	потому что	7	6
38	на его	4	6
39	но в	4	6
40	но не	5	5
41	никогда не	11	5
42	как и	6	5
43	одним из	3	5
44	он не	3	5
45	один из	3	5
46	своего рода	3	5
47	в процессе	2	5
48	что в	7	5
49	не было	2	5
50	в творчестве	5	5
51	роль в	2	5
52	такой же	2	5
53	так сказать	2	5
54	в духе	4	4
55	и ее	2	4
56	в себе	3	4
57	например в	5	4
58	и потому	4	4
59	в ту	2	4
60	при этом	8	4
61	и других	2	4
62	в свете	3	4
63	в основе	2	4
64	в своих	3	4
65	их в	2	4
66	о том	5	4
67	так как	3	4
68	одна из	3	4
69	в которой	2	4
70	казалось бы	3	3
71	в образе	3	3
72	в литературе	2	3
73	так что	2	3
74	более того	2	3
75	в первой	2	3
76	может быть	8	3
77	первой части	4	3
78	одной из	3	3
79	то что	3	3
80	связь с	2	3
81	в их	3	3
82	в году	16	3
83	уже не	3	3
84	и наконец	2	3
85	не в	4	3
86	рядом с	2	3
87	между тем	3	3
88	характер в	2	3
89	к которому	2	3
90	весь роман	2	2
91	себя на	2	2
92	если бы	4	2
93	в виде	2	2
94	с другой	2	2
95	это не	7	2
96	уже в	2	2
97	в одном	2	2
98	человека и	3	2
99	к этому	3	2
100	что он	6	2
101	так например	3	2
102	однако эти	2	2
103	и еще	2	2
104	но это	5	2
105	между людьми	2	2
106	для него	3	2
107	и сам	5	2
108	из них	2	2
109	а в	4	2
110	по преимуществу	2	2
111	хотя и	4	2
112	что на	2	2
113	в котором	3	2
114	точка зрения	2	2
115	все же	5	2
116	действующих лиц	2	2
117	в своей	6	2
118	в мире	5	2
119	когда он	4	2
120	вместе с	3	2
121	самом деле	2	2
122	что она	4	2
123	другой стороны	2	2
124	так же	5	2
125	не может	7	2
126	а не	6	2
127	его в	3	2
128	мы не	4	2
129	с этой	3	2
130	в которых	3	2
131	начиная с	2	2
132	что они	4	2
133	с ним	3	2
134	не могли	2	2
135	во многом	2	2
