N	2gram	Bakhtin_Pr_2	Tvorches
1	у достоевского	14	28
2	и в	45	21
3	как бы	15	17
4	романах достоевского	6	15
5	в то	5	15
6	в его	22	13
7	из подполья	4	13
8	то же	5	13
9	в романах	8	13
10	что в	6	12
11	как и	14	12
12	же время	3	12
13	достоевского в	4	12
14	то есть	50	12
15	с его	8	11
16	том что	7	11
17	в романе	3	10
18	все это	5	10
19	как в	4	8
20	он не	9	8
21	то что	5	8
22	у него	6	7
23	в том	8	7
24	тем самым	2	7
25	при этом	2	7
26	не только	16	7
27	и не	42	7
28	и на	7	7
29	но в	6	7
30	он сам	6	6
31	что он	7	6
32	жизни в	2	6
33	достоевского не	8	6
34	в преступлении	2	6
35	не менее	2	6
36	для него	9	6
37	в котором	7	6
38	человека в	5	6
39	по природе	3	6
40	а в	3	6
41	и его	8	6
42	в этом	20	6
43	о том	3	6
44	вовсе не	7	5
45	а не	10	5
46	но это	2	5
47	может быть	18	5
48	все же	4	5
49	преступление и	2	5
50	его романов	2	5
51	таким образом	11	5
52	хотя бы	5	5
53	в своих	4	5
54	потому что	8	5
55	только в	9	5
56	в русской	2	5
57	в человеке	10	4
58	в своем	5	4
59	человека и	2	4
60	прежде всего	11	4
61	в мире	3	4
62	и как	2	4
63	достоевский не	3	4
64	в целом	5	4
65	достоевского это	2	4
66	и наказание	2	4
67	одной из	2	4
68	творчества достоевского	2	4
69	достоевским в	2	4
70	одним из	3	4
71	один из	2	4
72	и наказании	2	4
73	преступлении и	2	4
74	в своей	6	4
75	русской литературе	2	4
76	мысли и	3	4
77	не может	24	4
78	это не	3	4
79	в момент	3	4
80	и от	3	4
81	герои достоевского	2	4
82	для достоевского	4	4
83	уже в	4	3
84	и другие	4	3
85	никогда не	17	3
86	мире достоевского	6	3
87	что все	3	3
88	своих героев	2	3
89	в каждом	4	3
90	представление о	2	3
91	я не	6	3
92	с ним	8	3
93	не был	2	3
94	сливается с	4	3
95	с ее	3	3
96	достоевский в	5	3
97	в дальнейшем	2	3
98	но не	6	3
99	на его	5	3
100	в самом	13	3
101	авторской позиции	5	3
102	даже в	6	3
103	в нем	20	3
104	жизни и	15	3
105	самого достоевского	2	3
106	не по	3	3
107	но и	15	3
108	ее в	2	3
109	достоевского и	2	3
110	в их	4	3
111	уже не	6	3
112	и других	3	3
113	это как	2	3
114	он говорит	2	3
115	того что	3	3
116	и даже	3	3
117	не так	2	3
118	и по	2	3
119	вот почему	3	3
120	так же	5	3
121	в которой	2	3
122	своей личности	2	3
123	связан с	2	3
124	и с	7	3
125	хотя и	2	3
126	человеческих отношений	2	3
127	на протяжении	3	3
128	в рассказе	3	3
129	далеко не	4	3
130	героев достоевского	4	3
131	так как	5	3
132	я и	3	3
133	по достоевскому	3	2
134	в основе	2	2
135	перед нами	4	2
136	а как	4	2
137	а что	2	2
138	в этих	4	2
139	и мир	5	2
140	по крайней	2	2
141	в жизни	3	2
142	личности в	3	2
143	к этому	4	2
144	в литературе	6	2
145	можно сказать	2	2
146	что и	5	2
147	и среди	2	2
148	крайней мере	2	2
149	об этом	3	2
150	так что	2	2
151	не в	8	2
152	героев в	3	2
153	одна из	3	2
154	до конца	7	2
155	тот же	2	2
156	из них	9	2
157	в одной	5	2
158	в ней	7	2
159	здесь нет	2	2
160	его романах	4	2
161	протяжении всего	2	2
162	так и	3	2
163	как к	2	2
164	для автора	4	2
165	что для	2	2
166	именно в	3	2
167	человека как	2	2
168	что она	4	2
169	но только	2	2
170	самом деле	4	2
171	что не	5	2
172	и у	2	2
173	и он	3	2
174	только что	2	2
175	или в	2	2
176	ведет к	2	2
177	людей и	2	2
178	сказать что	5	2
179	могут быть	4	2
180	сам достоевский	2	2
181	в себе	5	2
182	не знает	4	2
183	героя и	7	2
184	переходит в	2	2
185	человека с	2	2
186	так сказать	7	2
187	в чем	2	2
188	нет ни	3	2
189	в виду	2	2
