N	2gram	Bakhtin_Pr_1	Narrotol
1	не только	9	26
2	а не	5	17
3	но и	9	15
4	в том	8	14
5	при этом	5	14
6	и не	42	14
7	том что	3	13
8	и в	38	13
9	в этом	15	13
10	в частности	2	11
11	только в	13	11
12	может быть	26	10
13	в данном	4	10
14	так и	5	9
15	а в	6	9
16	то есть	46	9
17	то что	8	8
18	в себе	4	8
19	не может	27	8
20	не в	7	8
21	к себе	2	7
22	никогда не	5	6
23	в своем	5	6
24	прежде всего	13	6
25	можно сказать	2	6
26	и к	3	6
27	того что	2	6
28	в его	43	6
29	данном случае	4	6
30	все же	6	6
31	как бы	22	6
32	ничего не	6	6
33	но в	4	6
34	место в	8	5
35	точки зрения	8	5
36	тем не	3	5
37	что он	2	5
38	одной стороны	3	5
39	хотя и	3	5
40	он не	3	5
41	в котором	2	5
42	я не	2	5
43	и тем	3	5
44	в нем	15	5
45	отношению к	19	5
46	на него	3	5
47	как в	4	5
48	в форме	4	5
49	по отношению	21	5
50	в отличие	5	5
51	таким образом	10	5
52	с одной	3	5
53	тем самым	4	5
54	с другой	7	5
55	отличие от	5	5
56	в то	4	5
57	далеко не	5	5
58	о том	4	5
59	что это	2	4
60	не менее	4	4
61	если бы	3	4
62	отнюдь не	19	4
63	как и	7	4
64	все что	3	4
65	что в	7	4
66	не является	3	4
67	не к	6	4
68	в своей	7	4
69	в ее	4	4
70	то же	5	4
71	в какой	2	4
72	в мире	3	4
73	и у	2	4
74	в другом	2	4
75	и все	3	4
76	как это	2	4
77	с ним	5	4
78	в себя	2	4
79	а как	3	3
80	с его	2	3
81	человек в	2	3
82	конечном счете	4	3
83	мы имеем	2	3
84	это не	5	3
85	или иного	2	3
86	или иной	2	3
87	да и	3	3
88	а к	2	3
89	в слове	3	3
90	одна из	2	3
91	о котором	2	3
92	но не	12	3
93	же время	3	3
94	того или	2	3
95	к его	2	3
96	той или	2	3
97	в конечном	4	3
98	характера и	2	3
99	в целом	3	3
100	как к	2	3
101	все эти	5	3
102	самом деле	6	3
103	того чтобы	2	3
104	и даже	3	3
105	и для	11	3
106	и его	16	3
107	в таком	3	3
108	с ними	4	3
109	этом отношении	2	3
110	не следует	2	3
111	сказать что	4	3
112	между тем	7	3
113	едва ли	3	3
114	дело с	6	2
115	в нашем	4	2
116	хотя бы	4	2
117	столь же	2	2
118	на фоне	3	2
119	вовсе не	2	2
120	вследствие этого	3	2
121	и здесь	2	2
122	в свою	2	2
123	на то	2	2
124	к своему	2	2
125	в строгом	2	2
126	только по	4	2
127	и т	14	2
128	в начале	2	2
129	и более	2	2
130	к миру	3	2
131	должна быть	4	2
132	имеем дело	3	2
133	еще не	7	2
134	было бы	8	2
135	со всеми	3	2
136	по поводу	2	2
137	и он	2	2
138	в самом	7	2
139	несмотря на	3	2
140	имеет место	5	2
141	все то	3	2
142	не вполне	2	2
143	в него	2	2
144	оно не	3	2
145	не все	2	2
146	но зато	2	2
147	что и	2	2
148	он может	2	2
149	себя в	2	2
150	в современной	2	2
151	в культуре	2	2
152	бытия в	3	2
153	в других	4	2
154	у нас	2	2
155	на самом	4	2
156	они не	3	2
157	и что	2	2
158	с точки	6	2
159	не имеет	9	2
160	можно было	4	2
161	в чем	2	2
162	но это	3	2
163	в ней	4	2
164	в виде	2	2
165	в своих	2	2
166	т п	13	2
167	говорить о	3	2
168	в равной	2	2
169	здесь не	4	2
170	в области	11	2
171	к которому	4	2
172	том как	2	2
