N	2gram	Bakhtin_Fr_5	Problema
1	то есть	25	46
2	в его	13	43
3	и не	15	42
4	и в	45	38
5	не может	5	27
6	может быть	2	26
7	как бы	12	22
8	и с	10	17
9	и его	13	16
10	в нем	10	15
11	в этом	14	15
12	независимо от	2	13
13	прежде всего	10	13
14	только в	4	13
15	но не	4	12
16	ни в	3	11
17	во всех	13	11
18	и для	3	11
19	к нему	2	10
20	в их	4	10
21	таким образом	8	10
22	в поэзии	3	9
23	но и	10	9
24	не имеет	3	9
25	его в	5	9
26	не только	14	9
27	в том	10	8
28	и как	5	8
29	и др	8	8
30	точки зрения	4	8
31	было бы	2	8
32	то что	2	8
33	что в	12	7
34	вообще не	3	7
35	с помощью	3	7
36	не в	7	7
37	в самом	4	7
38	между тем	2	7
39	как и	10	7
40	в своей	3	7
41	как мы	8	7
42	в пределах	2	6
43	и наконец	2	6
44	а в	4	6
45	человеческой культуры	2	6
46	произведение в	2	6
47	все же	2	6
48	самом деле	5	6
49	с точки	2	6
50	мы можем	2	6
51	там где	3	6
52	ничего не	4	6
53	то же	11	5
54	все они	4	5
55	в своем	11	5
56	это не	3	5
57	при этом	2	5
58	все эти	5	5
59	рядом с	2	5
60	в основе	4	5
61	с ним	5	5
62	в них	6	5
63	со словом	2	5
64	конечно не	2	5
65	и о	4	5
66	в большинстве	2	5
67	так и	6	5
68	и прежде	3	5
69	в отличие	2	5
70	большинстве случаев	2	5
71	а не	4	5
72	отличие от	2	5
73	не менее	3	4
74	на самом	5	4
75	в ней	8	4
76	известной степени	4	4
77	данном случае	2	4
78	и только	2	4
79	от всех	5	4
80	конечно и	2	4
81	сказать что	4	4
82	в то	11	4
83	о том	4	4
84	но в	14	4
85	но они	3	4
86	перестает быть	2	4
87	относится к	2	4
88	как в	3	4
89	в романе	11	4
90	хотя бы	2	4
91	можно было	4	4
92	в данном	2	4
93	здесь не	6	4
94	с миром	8	4
95	себя и	2	3
96	и от	4	3
97	слова но	2	3
98	его как	4	3
99	в известной	2	3
100	но это	5	3
101	же время	9	3
102	кроме того	4	3
103	из важнейших	2	3
104	несмотря на	2	3
105	например в	5	3
106	хотя и	5	3
107	в целом	2	3
108	все это	7	3
109	за его	2	3
110	и даже	4	3
111	и на	5	3
112	также и	7	3
113	и все	7	3
114	на фоне	2	3
115	и к	5	3
116	том что	7	3
117	говорить о	2	3
118	со всеми	5	3
119	одной из	5	3
120	не будем	2	3
121	он не	6	3
122	нет и	2	3
123	на него	2	3
124	связь с	3	3
125	менее всего	3	3
126	слова и	2	3
127	и это	4	3
128	на этом	5	2
129	не могут	2	2
130	том как	2	2
131	и другие	3	2
132	и есть	2	2
133	характерно для	3	2
134	чтобы его	2	2
135	что все	2	2
136	в каждом	2	2
137	здесь же	3	2
138	можно сказать	2	2
139	связаны с	4	2
140	в значительной	2	2
141	по поводу	4	2
142	что это	2	2
143	и у	5	2
144	дело идет	3	2
145	здесь нет	3	2
146	не нуждается	2	2
147	но она	3	2
148	в связи	5	2
149	в особенности	2	2
150	не было	3	2
151	этом отношении	5	2
152	чем не	2	2
153	форм и	5	2
154	в самой	8	2
155	лишь в	2	2
156	и что	2	2
157	того что	3	2
158	его не	4	2
159	языка но	2	2
160	и здесь	4	2
161	нуждается в	3	2
162	в начале	2	2
163	в истории	2	2
164	же самое	2	2
165	как это	4	2
166	оно было	2	2
167	с его	7	2
168	он должен	2	2
169	и во	4	2
170	к этому	2	2
171	вовсе не	8	2
172	что он	6	2
173	по существу	3	2
174	этот момент	3	2
175	связи с	6	2
176	единство и	3	2
177	здесь в	4	2
178	том же	2	2
179	должен быть	2	2
180	что и	7	2
181	здесь все	3	2
182	в себя	5	2
183	можно говорить	2	2
184	того чтобы	6	2
185	для того	6	2
186	и он	3	2
187	на мир	7	2
188	в другом	3	2
189	и вообще	2	2
190	др в	2	2
191	дело в	3	2
192	что эта	2	2
193	в чем	2	2
