N	2gram	Losev_Prob_5	formyVre
1	и в	30	50
2	то есть	21	33
3	в этом	17	25
4	в нем	6	24
5	и его	6	16
6	прежде всего	6	15
7	и не	12	14
8	как мы	2	14
9	вовсе не	8	13
10	как раз	5	13
11	в его	12	13
12	по существу	2	12
13	так и	7	12
14	человека и	4	11
15	может быть	7	11
16	таким образом	13	11
17	то же	2	11
18	и как	6	10
19	но в	9	10
20	в конце	8	9
21	в том	12	9
22	все эти	2	9
23	в других	3	9
24	в то	4	9
25	не только	18	9
26	ничего не	2	9
27	в самом	5	8
28	и их	5	8
29	но и	13	8
30	и на	6	8
31	жизни в	4	8
32	как и	7	8
33	того же	4	8
34	жизни и	2	8
35	ни в	4	8
36	это время	2	7
37	для себя	5	7
38	все же	9	6
39	в частности	4	6
40	это не	2	6
41	в дальнейшем	7	6
42	не может	5	6
43	так же	5	6
44	в результате	7	6
45	так как	6	6
46	у него	11	6
47	и все	9	6
48	связи с	7	6
49	то что	18	6
50	в ее	3	6
51	как в	2	6
52	человеческой жизни	2	6
53	что в	5	5
54	и другие	3	5
55	не в	7	5
56	и до	2	5
57	до нас	7	5
58	в связи	7	5
59	только и	3	5
60	время как	3	5
61	точки зрения	10	5
62	но все	4	5
63	отнюдь не	4	5
64	но не	7	5
65	еще не	3	5
66	наряду с	2	5
67	он не	3	5
68	отношению к	2	5
69	и речи	2	5
70	того чтобы	2	5
71	для того	3	5
72	и у	5	5
73	том числе	2	4
74	в своем	11	4
75	мы и	2	4
76	кроме того	2	4
77	в котором	2	4
78	потому что	13	4
79	и с	5	4
80	в ней	3	4
81	в них	2	4
82	то время	3	4
83	конечно не	2	4
84	раз в	2	4
85	жизнь и	3	4
86	том что	17	4
87	и для	6	4
88	и то	5	4
89	только в	9	4
90	здесь не	7	4
91	не могут	2	3
92	в отношении	3	3
93	к тому	2	3
94	да и	2	3
95	с тем	5	3
96	при этом	4	3
97	в новое	3	3
98	хотя и	8	3
99	в виду	3	3
100	мира в	3	3
101	один из	2	3
102	со всеми	2	3
103	по отношению	2	3
104	с одной	3	3
105	именно в	3	3
106	они не	2	3
107	а в	6	3
108	сказать что	9	3
109	в начале	3	3
110	его в	6	3
111	в одном	3	3
112	поэтому и	2	3
113	для них	3	3
114	к этому	2	3
115	значение и	2	3
116	же в	3	3
117	в качестве	4	3
118	что и	6	3
119	вместе с	7	3
120	сих пор	2	3
121	еще более	3	3
122	а не	5	3
123	что не	2	3
124	мы не	2	3
125	в таком	2	3
126	или в	4	3
127	нас в	4	3
128	во всяком	2	3
129	быть только	3	3
130	в себе	4	3
131	у гесиода	2	3
132	до сих	2	3
133	уже в	2	2
134	совсем не	3	2
135	мы будем	2	2
136	никогда не	7	2
137	с другой	6	2
138	и нет	2	2
139	была бы	2	2
140	свои страдания	2	2
141	жизнь в	3	2
142	для нас	10	2
143	есть в	2	2
144	в глаза	2	2
145	смысле слова	3	2
146	в свою	2	2
147	одной стороны	3	2
148	но для	2	2
149	есть только	3	2
150	не к	2	2
151	отношение к	2	2
152	здесь конечно	2	2
153	еще и	4	2
154	мы находим	7	2
155	с помощью	2	2
156	в самой	3	2
157	всякого рода	2	2
158	во втором	2	2
159	того что	3	2
160	и даже	14	2
161	не входит	2	2
162	также и	12	2
163	но он	5	2
164	и является	2	2
165	с ним	3	2
166	человек и	2	2
167	раз и	2	2
168	тогда когда	4	2
169	ясно что	4	2
170	по себе	2	2
171	и к	4	2
172	об этом	4	2
173	не столь	3	2
174	в трагедии	4	2
175	в чем	2	2
176	равно как	2	2
177	здесь в	2	2
178	было бы	4	2
179	в это	2	2
180	этот образ	2	2
181	а также	3	2
182	в своей	22	2
183	как бы	6	2
184	ее в	2	2
185	оказывается что	4	2
186	борьбе с	2	2
187	разного рода	4	2
188	уже не	6	2
189	в значительной	2	2
190	с точки	8	2
191	хотя бы	2	2
192	в которой	5	2
193	в человека	3	2
194	в данном	2	2
195	от этого	3	2
196	тем что	2	2
197	и вообще	9	2
198	его на	2	2
199	далеко не	4	2
200	дело в	2	2
201	здесь как	2	2
