N	2gram	Vinokur_Ku_3	Istorich
1	т е	32	29
2	что он	6	24
3	и т	54	19
4	не только	17	18
5	т д	8	18
6	может быть	14	17
7	и в	23	15
8	мы имеем	2	15
9	но и	3	14
10	так как	9	14
11	так же	2	13
12	что в	13	12
13	а в	5	12
14	то что	4	12
15	в этих	2	11
16	и не	10	11
17	в этом	16	11
18	что они	2	10
19	его в	2	10
20	то же	6	10
21	с тем	6	9
22	еще не	9	9
23	все же	5	9
24	и здесь	2	9
25	потому что	12	9
26	связи с	6	8
27	один из	4	8
28	он не	3	8
29	очень много	2	8
30	том что	11	7
31	и пр	3	7
32	вместе с	2	7
33	сих пор	8	7
34	таким образом	9	7
35	не в	5	7
36	ничего не	6	7
37	до сих	8	6
38	что это	3	6
39	в его	11	6
40	как бы	5	6
41	то это	3	6
42	что и	6	6
43	и что	7	6
44	в том	22	6
45	только в	6	6
46	но в	2	6
47	здесь можно	5	5
48	и есть	5	5
49	прежде всего	9	5
50	в одном	2	5
51	этом случае	4	5
52	к тому	3	5
53	но все	2	5
54	как в	4	5
55	она не	3	5
56	было бы	16	5
57	в котором	2	5
58	на него	3	5
59	так и	6	5
60	что она	5	5
61	не может	6	5
62	в связи	5	5
63	а не	11	5
64	можно было	11	5
65	с одной	4	4
66	вопрос о	11	4
67	для нас	4	4
68	но это	5	4
69	при этом	6	4
70	в область	2	4
71	в ней	3	4
72	что эти	2	4
73	не будем	5	4
74	дело не	2	4
75	того как	7	4
76	только после	3	4
77	они не	3	4
78	и с	3	4
79	тем что	5	4
80	мы должны	3	4
81	все эти	7	4
82	в качестве	2	3
83	из этих	5	3
84	как это	7	3
85	одной стороны	4	3
86	мог бы	2	3
87	между прочим	8	3
88	но если	3	3
89	о том	6	3
90	отношению к	2	3
91	когда он	2	3
92	а именно	3	3
93	в их	6	3
94	все это	2	3
95	по отношению	3	3
96	так в	2	3
97	после того	6	3
98	того что	11	3
99	увидим что	2	3
100	мы не	3	3
101	тому как	2	3
102	он в	2	3
103	эти слова	2	3
104	что мы	2	3
105	как он	2	3
106	если это	2	3
107	же мы	4	2
108	на вопрос	3	2
109	уже в	3	2
110	я не	5	2
111	не было	4	2
112	и более	3	2
113	могут быть	6	2
114	смысле этого	2	2
115	дано в	2	2
116	с другой	7	2
117	это не	3	2
118	не столько	4	2
119	на самом	3	2
120	главным образом	2	2
121	не знает	2	2
122	в тех	2	2
123	ни в	3	2
124	именно в	3	2
125	по существу	3	2
126	как и	5	2
127	мы видели	3	2
128	в силу	6	2
129	такой же	2	2
130	но не	3	2
131	а то	2	2
132	кроме того	2	2
133	в нашей	4	2
134	того чтобы	11	2
135	и если	2	2
136	в сущности	4	2
137	чтобы понять	2	2
138	а также	4	2
139	был бы	3	2
140	не все	2	2
141	хотя бы	9	2
142	и именно	3	2
143	в некоторых	2	2
144	в свете	2	2
145	и только	3	2
146	он имеет	2	2
147	другой стороны	3	2
148	той же	3	2
149	а с	3	2
150	не просто	2	2
151	это так	2	2
152	когда мы	3	2
153	совершенно ясно	2	2
154	самом деле	14	2
155	то не	2	2
156	тем самым	4	2
157	к рассмотрению	2	2
158	дает нам	2	2
159	с другими	2	2
160	в русском	2	2
161	бы составить	2	2
162	в которых	3	2
163	сказать что	7	2
164	также что	2	2
165	то мы	3	2
166	состоит в	2	2
167	слова в	4	2
168	бы привести	2	2
169	в таких	2	2
170	здесь не	2	2
171	так сказать	2	2
172	в особенности	2	2
173	тому же	3	2
174	в виду	8	2
