N	2gram	Losev_Prob_3	Vladivir
1	и в	44	30
2	то что	23	20
3	в этом	17	20
4	в том	21	18
5	и не	35	18
6	и с	9	14
7	что он	9	13
8	в конце	5	13
9	том что	12	12
10	что в	8	12
11	не только	14	12
12	в его	9	11
13	а в	5	11
14	как мы	8	11
15	сказать что	16	11
16	а также	4	10
17	и вообще	8	10
18	и даже	14	10
19	не было	5	10
20	не в	13	9
21	для него	3	9
22	кроме того	3	9
23	было бы	8	9
24	все же	6	9
25	потому что	25	9
26	не может	7	9
27	в то	9	9
28	связи с	8	8
29	в своем	5	8
30	вместе с	2	8
31	но и	10	8
32	что же	8	8
33	в связи	7	8
34	но в	12	8
35	не менее	10	7
36	никогда не	6	7
37	точки зрения	5	7
38	и все	3	7
39	ни в	8	7
40	может быть	28	7
41	между прочим	2	7
42	для нас	16	7
43	а не	18	7
44	как это	2	7
45	то есть	34	7
46	еще и	7	6
47	хотя и	5	6
48	прежде всего	3	6
49	и к	6	6
50	об этом	3	6
51	тем не	10	6
52	у нас	10	6
53	то время	4	6
54	только в	19	6
55	всяком случае	6	6
56	во всяком	9	6
57	в себе	8	6
58	жизни и	6	6
59	а именно	8	6
60	всякого рода	4	6
61	и его	5	6
62	также и	16	6
63	о чем	2	6
64	и то	14	5
65	же касается	4	5
66	по себе	25	5
67	о его	2	5
68	как и	10	5
69	так что	12	5
70	то в	3	5
71	при этом	4	5
72	того же	2	5
73	но что	2	5
74	в своей	5	5
75	как бы	9	5
76	в котором	2	5
77	для себя	2	5
78	другими словами	6	5
79	так и	10	5
80	все это	5	5
81	с этим	2	5
82	необходимо сказать	3	5
83	и что	7	5
84	того что	8	5
85	в результате	2	5
86	все эти	7	5
87	так как	9	5
88	с ним	7	5
89	из этого	3	5
90	разного рода	2	4
91	содержит в	3	4
92	совсем не	2	4
93	именно в	2	4
94	с этой	3	4
95	вовсе не	37	4
96	его в	3	4
97	можно сказать	6	4
98	в этой	3	4
99	в целом	6	4
100	и если	6	4
101	что это	3	4
102	не очень	2	4
103	и о	5	4
104	в ней	5	4
105	он не	8	4
106	в нем	9	4
107	то это	10	4
108	не есть	35	4
109	крайней мере	5	4
110	в этих	2	4
111	то же	13	4
112	на этот	4	4
113	так же	5	4
114	по поводу	2	4
115	но это	8	4
116	в начале	2	4
117	мы должны	7	4
118	о том	6	4
119	здесь не	8	4
120	с которыми	2	4
121	мы читаем	2	4
122	в которой	2	4
123	по крайней	5	4
124	это было	2	4
125	уже в	3	3
126	всех этих	2	3
127	мы будем	2	3
128	в отношении	2	3
129	хотя бы	3	3
130	едва ли	5	3
131	точно так	3	3
132	это в	2	3
133	быть в	2	3
134	что и	9	3
135	да и	5	3
136	по существу	2	3
137	и как	3	3
138	тем более	3	3
139	но не	3	3
140	никак нельзя	2	3
141	нас выше	2	3
142	он и	2	3
143	в данном	9	3
144	и для	2	3
145	никак не	9	3
146	и особенно	2	3
147	с точки	2	3
148	во всех	2	3
149	как в	5	3
150	в отличие	2	3
151	отношения к	3	3
152	таким образом	9	3
153	само собой	2	3
154	только и	8	3
155	никакого отношения	4	3
156	а это	3	3
157	и больше	3	3
158	уже не	7	3
159	и вполне	5	3
160	отличие от	3	3
161	в таком	5	3
162	не столько	2	3
163	в виде	6	3
164	даже и	16	3
165	но вот	3	3
166	и это	9	3
167	дело в	4	3
168	нет ничего	6	3
169	мы сейчас	2	3
170	конце концов	3	3
171	когда мы	15	3
172	не то	2	3
173	этот раз	3	3
174	с которой	2	2
175	он сам	4	2
176	нисколько не	2	2
177	с тем	5	2
178	i и	2	2
179	первый план	2	2
180	и есть	5	2
181	очень много	3	2
182	однако в	2	2
183	это не	9	2
184	и от	9	2
185	если не	3	2
186	раз и	4	2
187	имеет никакого	3	2
188	мы видели	2	2
189	не был	2	2
190	здесь в	3	2
191	в настоящее	2	2
192	вот это	2	2
193	к тому	3	2
194	на первый	4	2
195	на котором	2	2
196	и можно	2	2
197	же в	3	2
198	без всякого	3	2
199	друг друга	2	2
200	только тогда	2	2
201	это тоже	2	2
202	а к	2	2
203	петра i	3	2
204	в стихотворении	2	2
205	по своему	2	2
206	а то	3	2
207	есть и	2	2
208	и может	2	2
209	само по	3	2
210	настоящее время	2	2
211	у с	2	2
212	она не	3	2
213	и сам	5	2
214	мы уже	4	2
215	такого рода	6	2
216	в самом	3	2
217	нам представляется	2	2
218	в частности	2	2
219	есть просто	2	2
220	ни с	4	2
221	некоторого рода	10	2
222	же и	4	2
223	на то	3	2
224	и потому	7	2
225	в виду	10	2
226	время как	4	2
227	будто бы	3	2
228	гораздо более	5	2
229	не имеет	9	2
230	но уже	3	2
231	себя в	2	2
232	с ней	5	2
233	и до	2	2
234	ровно ничего	2	2
235	данном случае	7	2
236	в их	2	2
237	есть нечто	8	2
238	собственно говоря	5	2
239	иной раз	3	2
240	и притом	4	2
241	от нас	2	2
242	но все	3	2
243	мы находим	7	2
244	в той	3	2
245	заключается в	4	2
246	а мы	2	2
247	и очень	3	2
248	в чем	4	2
249	и по	2	2
250	в сравнении	2	2
251	его не	2	2
252	что для	3	2
253	можно было	4	2
254	нас в	4	2
255	это значит	4	2
256	и при	2	2
257	еще на	2	2
258	сам по	6	2
259	и во	2	2
260	тут же	4	2
261	как будто	3	2
262	или по	4	2
263	это за	3	2
264	или как	3	2
265	сколько угодно	4	2
266	ничего не	3	2
267	мы не	7	2
