N	2gram	Bakhtin_Pr_1	Myslijsy
1	то есть	24	34
2	потому что	12	33
3	то что	18	29
4	может быть	21	26
5	таким образом	11	24
6	в том	11	23
7	и в	23	23
8	в этом	25	23
9	и не	34	18
10	что в	8	17
11	при этом	3	15
12	только в	8	15
13	для нас	3	14
14	как и	8	14
15	в себе	5	14
16	то же	10	14
17	того что	2	14
18	так как	7	14
19	если бы	10	13
20	том что	9	12
21	не было	3	12
22	а не	20	12
23	по себе	7	11
24	но и	11	11
25	не в	6	11
26	не может	11	11
27	и потому	3	10
28	по отношению	11	10
29	не только	13	10
30	тем что	3	10
31	между тем	5	9
32	в своем	8	8
33	было бы	6	8
34	отношению к	11	8
35	мы не	2	8
36	сказать что	5	8
37	о том	2	8
38	но в	4	8
39	это не	10	7
40	в нем	20	7
41	что и	5	7
42	вовсе не	8	7
43	как в	6	7
44	мысли и	2	7
45	этого слова	2	7
46	и к	4	6
47	для того	2	6
48	вместе с	2	6
49	человеческого духа	2	6
50	заметить что	2	6
51	в которой	4	6
52	так и	10	6
53	уже в	5	5
54	по крайней	2	5
55	само по	2	5
56	для него	15	5
57	таким же	2	5
58	в его	24	5
59	как бы	28	5
60	к нему	3	5
61	крайней мере	2	5
62	бы и	4	5
63	все это	7	5
64	а в	7	5
65	с ним	6	5
66	не из	2	5
67	во всяком	4	5
68	говорить о	2	5
69	есть в	3	5
70	так сказать	3	5
71	на вопрос	2	4
72	и все	3	4
73	что все	3	4
74	что он	10	4
75	есть не	2	4
76	как же	3	4
77	есть то	3	4
78	до сих	2	4
79	на котором	2	4
80	можно сказать	2	4
81	со своим	3	4
82	в одном	9	4
83	и о	3	4
84	от того	2	4
85	в котором	2	4
86	и тем	2	4
87	между ними	2	4
88	сих пор	2	4
89	да и	2	4
90	то и	2	4
91	слово в	2	4
92	в истории	2	4
93	в той	6	4
94	того чтобы	4	4
95	хотя бы	2	4
96	так же	6	4
97	с другими	7	4
98	точки зрения	21	4
99	в данном	2	4
100	в сознании	2	4
101	в то	10	4
102	могли бы	3	4
103	если же	2	4
104	его в	4	4
105	и с	4	4
106	для создания	3	3
107	и есть	5	3
108	никогда не	5	3
109	в этих	2	3
110	в них	3	3
111	из одного	4	3
112	в смысле	2	3
113	как человек	2	3
114	именно в	6	3
115	но это	5	3
116	же время	7	3
117	кроме того	3	3
118	еще не	5	3
119	мы уже	2	3
120	например в	3	3
121	на его	2	3
122	в самом	8	3
123	всяком случае	3	3
124	на себе	2	3
125	в каждом	8	3
126	и их	2	3
127	в процессе	4	3
128	со стороны	2	3
129	той же	6	3
130	все эти	8	3
131	все равно	2	3
132	и других	5	3
133	на самом	4	3
134	уже не	8	3
135	лишь в	3	3
136	самом деле	5	3
137	и по	2	3
138	и на	10	3
139	этот вопрос	2	3
140	в которых	2	3
141	их в	2	3
142	в искусстве	2	3
143	мы его	2	3
144	с точки	15	3
145	в первом	2	3
146	там где	6	3
147	тому как	3	2
148	я не	3	2
149	не могут	6	2
150	самого начала	3	2
151	в другой	3	2
152	и как	8	2
153	тому что	2	2
154	все что	3	2
155	сами по	3	2
156	с другой	2	2
157	оно не	2	2
158	то он	3	2
159	не как	12	2
160	же что	2	2
161	из этих	2	2
162	точно так	2	2
163	а как	6	2
164	вопрос о	4	2
165	для понимания	3	2
166	что может	2	2
167	все в	6	2
168	и здесь	3	2
169	в самой	7	2
170	чем в	2	2
171	в большинстве	2	2
172	отношения между	2	2
173	она не	5	2
174	тот же	2	2
175	в сущности	5	2
176	за ним	2	2
177	он не	4	2
178	не значит	2	2
179	человека из	4	2
180	даже в	2	2
181	один из	2	2
182	нам кажется	4	2
183	и это	5	2
184	в мире	7	2
185	данном случае	2	2
186	что она	2	2
187	и вполне	2	2
188	мы видим	3	2
189	и для	3	2
190	человека в	5	2
191	но эта	4	2
192	как мы	5	2
193	здесь мы	2	2
194	именно на	2	2
195	из которых	2	2
196	и у	4	2
197	на этот	2	2
198	и даже	3	2
199	и притом	2	2
200	для самого	2	2
201	друг друга	3	2
202	и его	13	2
203	можно было	3	2
204	в своих	2	2
205	тем как	4	2
206	подобно тому	3	2
207	он все	2	2
208	бы в	3	2
209	мы должны	2	2
210	его к	4	2
211	из тех	2	2
212	одном из	2	2
213	большинстве случаев	2	2
214	мысли в	2	2
215	в области	3	2
