N	2gram	Vinokur_Ku_1	Komedia
1	и в	24	26
2	в г	3	17
3	и не	12	14
4	к тому	5	12
5	так и	7	12
6	и его	5	12
7	в том	30	11
8	может быть	13	11
9	но и	6	10
10	в этом	14	10
11	что в	17	9
12	том что	21	9
13	если бы	9	9
14	вместе с	7	9
15	ясно что	3	8
16	было бы	15	8
17	и на	4	7
18	из них	4	7
19	не только	10	7
20	что и	4	7
21	ли не	3	7
22	на себя	3	7
23	в своем	3	6
24	то что	9	6
25	еще не	5	6
26	в нем	4	6
27	того чтобы	17	6
28	потому что	23	6
29	и здесь	3	6
30	в то	2	6
31	о том	9	6
32	таким образом	12	6
33	с его	4	5
34	с тем	5	5
35	в которой	6	5
36	что он	6	5
37	в качестве	7	5
38	один из	4	5
39	ни в	2	5
40	в истории	3	5
41	с этим	4	5
42	для того	16	5
43	так что	4	5
44	и с	5	5
45	уже в	3	4
46	не менее	7	4
47	в частности	4	4
48	в этих	4	4
49	тому что	3	4
50	в них	7	4
51	прежде всего	9	4
52	из этих	4	4
53	же в	4	4
54	меньше всего	2	4
55	как и	2	4
56	в целом	4	4
57	с их	3	4
58	хотя и	3	4
59	в его	12	4
60	все же	12	4
61	в самом	10	4
62	и для	2	4
63	можно было	6	4
64	точки зрения	14	4
65	только в	11	4
66	что это	5	4
67	так как	9	4
68	на этот	2	4
69	как это	3	4
70	между тем	5	4
71	это слово	3	4
72	это было	2	4
73	о чем	2	3
74	так или	2	3
75	с этой	2	3
76	в каждом	2	3
77	так называемой	2	3
78	вопрос о	2	3
79	в тех	4	3
80	но если	2	3
81	что его	2	3
82	отношению к	9	3
83	но все	2	3
84	связи с	7	3
85	но не	5	3
86	того же	4	3
87	же время	2	3
88	первую очередь	2	3
89	для нас	2	3
90	например в	5	3
91	в первую	4	3
92	в ней	6	3
93	в котором	3	3
94	речь идет	2	3
95	не имеет	2	3
96	в своей	2	3
97	в их	3	3
98	все это	6	3
99	по отношению	8	3
100	в связи	3	3
101	того как	4	3
102	той же	3	3
103	то же	8	3
104	не было	3	3
105	как в	4	3
106	в самой	4	3
107	а в	5	3
108	или в	2	3
109	или иначе	2	3
110	тем что	8	3
111	не может	7	3
112	что касается	2	3
113	в этой	3	3
114	но в	2	3
115	что их	2	2
116	если в	2	2
117	и есть	2	2
118	не всегда	2	2
119	в какой	6	2
120	с другой	7	2
121	это не	7	2
122	в одном	3	2
123	представление о	3	2
124	в духе	3	2
125	этом смысле	3	2
126	вовсе не	10	2
127	то это	3	2
128	идет о	2	2
129	не в	11	2
130	до сих	4	2
131	в силу	10	2
132	тот же	2	2
133	а на	2	2
134	только потому	6	2
135	когда в	2	2
136	своего времени	2	2
137	в это	2	2
138	и если	3	2
139	одним из	2	2
140	он не	2	2
141	как бы	7	2
142	всяком случае	5	2
143	даже в	3	2
144	не является	2	2
145	хотя бы	10	2
146	и т	33	2
147	не говоря	2	2
148	сих пор	4	2
149	со стороны	4	2
150	что она	3	2
151	целый ряд	5	2
152	т п	18	2
153	если не	3	2
154	в той	5	2
155	и что	5	2
156	бы и	2	2
157	рядом с	5	2
158	роль в	4	2
159	с ними	4	2
160	во всяком	5	2
161	от этого	2	2
162	одно из	2	2
163	чуть ли	2	2
164	и еще	2	2
165	и вовсе	5	2
166	и все	2	2
167	в первом	3	2
168	бы в	7	2
169	мы имеем	6	2
170	в виду	5	2
