N	2gram	Potebnia_M_3	Literetu
1	а не	15	20
2	и в	30	19
3	может быть	28	17
4	то же	23	12
5	и не	15	11
6	в том	32	10
7	как и	10	10
8	но и	19	10
9	же время	5	9
10	не может	6	9
11	тогда как	2	9
12	в этом	10	9
13	в то	10	9
14	с другой	7	8
15	не только	21	8
16	и даже	2	8
17	том что	18	7
18	то что	18	7
19	так и	11	7
20	с одной	7	7
21	слова и	5	7
22	не менее	5	6
23	в себе	16	6
24	одной стороны	3	6
25	при этом	3	6
26	и на	3	6
27	столь же	4	5
28	но не	7	5
29	он не	4	5
30	вместе с	12	5
31	так в	2	5
32	того что	18	5
33	то есть	34	5
34	что в	17	4
35	прежде всего	3	4
36	не в	15	4
37	но тем	2	4
38	для него	9	4
39	в ней	8	4
40	в его	4	4
41	даже в	2	4
42	один из	4	4
43	жизни и	2	4
44	так что	7	4
45	другой стороны	4	4
46	мы не	9	4
47	по отношению	5	4
48	тем что	7	4
49	точки зрения	2	4
50	в искусстве	3	4
51	в области	2	4
52	я и	3	4
53	перестает быть	4	3
54	быть может	3	3
55	что он	6	3
56	в нем	9	3
57	и как	5	3
58	но это	6	3
59	в начале	3	3
60	в этой	2	3
61	том чтобы	2	3
62	отношению к	5	3
63	со стороны	3	3
64	в их	2	3
65	то и	6	3
66	на свою	2	3
67	этом отношении	2	3
68	так как	13	3
69	тем самым	7	3
70	тем же	4	3
71	как на	5	3
72	а в	12	3
73	и его	4	3
74	и то	8	3
75	не столько	2	3
76	и с	2	3
77	в разговоре	2	3
78	уже в	5	2
79	не было	4	2
80	с тем	7	2
81	у него	2	2
82	себя и	4	2
83	в них	5	2
84	в какой	2	2
85	с этой	2	2
86	по крайней	5	2
87	в одном	2	2
88	в каждом	3	2
89	вовсе не	7	2
90	из того	2	2
91	крайней мере	5	2
92	слово не	5	2
93	для нас	20	2
94	в ее	2	2
95	тем не	3	2
96	очевидно что	5	2
97	все что	4	2
98	одно и	5	2
99	и без	7	2
100	еще не	5	2
101	было бы	9	2
102	со своей	2	2
103	одной из	2	2
104	как бы	3	2
105	в свое	2	2
106	себе не	4	2
107	был бы	2	2
108	для себя	3	2
109	что и	13	2
110	все же	2	2
111	и т	5	2
112	же в	2	2
113	в целом	3	2
114	не к	4	2
115	из них	6	2
116	могут быть	3	2
117	не говоря	3	2
118	и до	2	2
119	мысли и	2	2
120	т п	2	2
121	быть не	2	2
122	той же	2	2
123	существование в	2	2
124	все равно	4	2
125	а потому	6	2
126	к своему	2	2
127	но только	2	2
128	уже не	6	2
129	и что	10	2
130	для того	4	2
131	что не	8	2
132	и наконец	2	2
133	друг друга	3	2
134	а к	3	2
135	не знает	3	2
136	потому что	46	2
137	одно из	5	2
138	подобно тому	2	2
139	но как	2	2
140	что я	5	2
141	о том	2	2
142	произведения искусства	2	2
143	тому как	5	2
144	в каждой	4	2
145	с ним	6	2
