N	2gram	Voloshinov_1	Hudozhes
1	в качестве	2	19
2	и не	16	16
3	в том	4	15
4	и в	15	15
5	не только	5	15
6	может быть	13	13
7	при этом	7	12
8	а в	6	12
9	и его	15	12
10	но не	5	11
11	в этом	13	11
12	в себе	4	11
13	как бы	11	10
14	отношению к	9	10
15	но и	4	10
16	так и	10	10
17	по отношению	11	10
18	то же	7	10
19	а не	2	10
20	в его	9	9
21	точки зрения	13	9
22	в душе	13	8
23	себя в	2	8
24	сводится к	3	8
25	внутренней речи	3	7
26	в искусстве	3	7
27	в то	6	7
28	но в	9	7
29	я и	6	7
30	в основе	3	6
31	с его	8	6
32	что в	6	6
33	в ее	4	6
34	том что	5	6
35	не в	4	6
36	же время	5	6
37	отношение к	7	6
38	приводит к	2	6
39	не может	13	6
40	могут быть	6	5
41	можно сказать	4	5
42	ни в	6	5
43	только в	6	5
44	в самом	6	5
45	того что	2	5
46	в нем	4	5
47	с ее	3	5
48	то что	10	5
49	между ними	2	5
50	и т.п	2	5
51	уже не	5	5
52	в этих	2	4
53	прежде всего	11	4
54	к тому	4	4
55	для него	5	4
56	еще не	7	4
57	он не	4	4
58	в своей	9	4
59	со стороны	2	4
60	отношения к	2	4
61	и то	2	4
62	сказать что	6	4
63	между тем	2	4
64	не знает	3	4
65	роли в	2	4
66	не менее	3	3
67	если бы	3	3
68	в отношении	2	3
69	он должен	2	3
70	это не	2	3
71	что он	8	3
72	и к	7	3
73	тем не	2	3
74	человека к	2	3
75	в свою	2	3
76	читателя в	3	3
77	как раз	2	3
78	далеко не	4	3
79	к нему	7	3
80	в целом	2	3
81	таким образом	21	3
82	как и	6	3
83	и что	3	3
84	во втором	3	3
85	с точки	10	3
86	и для	2	3
87	в таком	3	3
88	не следует	2	3
89	их в	2	3
90	потому что	4	3
91	и ее	3	3
92	в данном	3	3
93	его в	8	3
94	человека с	2	3
95	в области	3	3
96	на этом	5	2
97	я не	3	2
98	таком случае	2	2
99	себя и	3	2
100	в нашем	3	2
101	тому что	3	2
102	жизни в	3	2
103	в своем	2	2
104	в одном	3	2
105	человека и	6	2
106	этих двух	2	2
107	вовсе не	2	2
108	по себе	2	2
109	роль в	6	2
110	что может	3	2
111	об этом	4	2
112	одна из	3	2
113	с их	3	2
114	за пределы	2	2
115	во всех	8	2
116	и о	3	2
117	и потому	8	2
118	на почве	2	2
119	не является	3	2
120	оно не	2	2
121	и др	8	2
122	хх века	2	2
123	как в	3	2
124	жизни то	2	2
125	и прежде	5	2
126	именно в	3	2
127	все эти	9	2
128	в себя	5	2
129	того чтобы	2	2
130	и по	5	2
131	с ним	12	2
132	с другими	5	2
133	и на	3	2
134	у него	3	2
135	одно из	3	2
136	о себе	2	2
137	в этой	5	2
138	жизни но	2	2
139	из этого	2	2
140	в чем	4	2
