N	2gram	Losev_Dial_2	Formalny
1	т е	30	32
2	и не	30	30
3	вовсе не	13	28
4	и в	19	27
5	может быть	20	25
6	не может	9	24
7	так и	10	21
8	и его	5	19
9	таким образом	4	18
10	в этом	8	18
11	а не	16	17
12	точки зрения	12	16
13	самом деле	4	16
14	и пр	5	15
15	в нем	10	15
16	то же	12	15
17	на самом	2	14
18	как и	10	14
19	с точки	8	14
20	не в	8	12
21	и от	3	11
22	в самом	5	11
23	в жизни	2	11
24	и т	17	11
25	но и	12	10
26	не могут	4	10
27	так как	14	9
28	не только	19	9
29	так же	2	9
30	что в	7	8
31	ни в	10	8
32	при этом	4	8
33	как бы	14	8
34	отнюдь не	6	8
35	и все	12	8
36	то что	14	8
37	как раз	5	8
38	как мы	3	8
39	только в	5	8
40	не менее	3	7
41	в том	14	7
42	же время	5	7
43	все это	4	7
44	потому что	14	7
45	в искусстве	2	7
46	в то	6	7
47	его в	3	7
48	между тем	2	7
49	с тем	2	7
50	совершенно не	7	7
51	если мы	2	7
52	тем же	2	7
53	все время	3	6
54	с другой	5	6
55	всяком случае	2	6
56	т д	15	6
57	все эти	2	6
58	в своих	2	6
59	но в	2	6
60	что он	6	6
61	еще не	4	6
62	было бы	3	6
63	все же	4	6
64	в своей	8	6
65	хотя бы	4	6
66	в данном	3	6
67	во всяком	2	6
68	вместе с	2	6
69	независимо от	4	5
70	никогда не	9	5
71	в каждом	2	5
72	зависимости от	2	5
73	что они	6	5
74	поэтическое произведение	2	5
75	и их	3	5
76	другой стороны	4	5
77	в одной	4	5
78	в ней	2	5
79	в результате	2	5
80	в истории	2	5
81	в зависимости	2	5
82	но не	6	5
83	и потому	5	5
84	что же	2	5
85	т п	2	5
86	тем что	2	5
87	связи с	4	5
88	смысла и	2	4
89	уже в	4	4
90	прежде всего	8	4
91	в смысле	5	4
92	к тому	2	4
93	да и	6	4
94	и как	10	4
95	же и	9	4
96	жизни и	6	4
97	данном случае	2	4
98	смысл и	2	4
99	в связи	4	4
100	они не	3	4
101	но ведь	2	4
102	о том	5	4
103	как это	7	4
104	следует что	2	4
105	тогда когда	6	4
106	по себе	18	4
107	бы ни	2	4
108	не есть	47	4
109	в ее	4	4
110	том что	10	4
111	она не	8	4
112	конечно не	6	4
113	как в	2	4
114	могут быть	4	4
115	же как	3	3
116	бы и	2	3
117	что это	10	3
118	в этих	3	3
119	тому что	2	3
120	в какой	2	3
121	это не	10	3
122	в конце	2	3
123	можно сказать	5	3
124	как таковой	4	3
125	должна быть	5	3
126	того что	6	3
127	она есть	9	3
128	в виду	5	3
129	не нуждается	4	3
130	только то	4	3
131	и что	5	3
132	их в	2	3
133	сказать что	10	3
134	и с	5	3
135	и следовательно	5	3
136	нуждается в	3	3
137	и более	3	3
138	сливаются в	2	3
139	ясно что	4	3
140	же самое	2	3
141	мы уже	8	3
142	во всех	2	3
143	ее в	2	3
144	может и	2	3
145	в той	3	3
146	уже не	3	3
147	не на	2	3
148	жизнь и	5	3
149	в себе	15	3
150	в поэзии	7	3
151	души и	2	3
152	или иное	4	2
153	человека и	2	2
154	была бы	3	2
155	на все	2	2
156	становления и	3	2
157	всех этих	3	2
158	но это	7	2
159	в этой	3	2
160	на этом	2	2
161	очевидно что	2	2
162	ведь мы	2	2
163	в каких	2	2
164	нем и	2	2
165	в общем	2	2
166	он может	2	2
167	из них	3	2
168	дело не	2	2
169	от того	4	2
170	что она	14	2
171	в своем	4	2
172	и только	4	2
173	можно только	2	2
174	и даже	14	2
175	может иметь	3	2
176	уже знаем	3	2
177	необходимо чтобы	2	2
178	как он	4	2
179	том как	2	2
180	от души	2	2
181	нисколько не	4	2
182	сознания и	5	2
183	только не	2	2
184	не как	2	2
185	что уже	2	2
186	с ее	2	2
187	говорить о	5	2
188	и притом	7	2
189	так чтобы	2	2
190	и тогда	3	2
191	мы должны	2	2
192	и из	3	2
193	в целях	3	2
194	или на	2	2
195	в сущности	2	2
196	за пределы	4	2
197	виду что	2	2
198	ни с	4	2
199	не значит	3	2
200	даже в	3	2
201	сами по	3	2
202	что и	5	2
203	тем не	2	2
204	как не	2	2
205	жизни с	2	2
206	это только	3	2
207	это и	3	2
208	чтобы не	6	2
209	или точнее	3	2
210	то или	4	2
211	в таком	4	2
212	что этот	3	2
213	это значит	8	2
214	от этого	3	2
215	быть только	2	2
216	в каком	4	2
217	и это	5	2
218	в области	2	2
219	ничего не	3	2
