N	2gram	Tiupa_Anal_2	FransuaR
1	и в	16	41
2	то есть	9	20
3	таким образом	2	19
4	в этом	18	15
5	и все	3	14
6	как и	14	14
7	в этой	9	13
8	то же	4	13
9	в его	2	12
10	прежде всего	3	11
11	в том	12	11
12	как мы	3	11
13	в себе	7	11
14	так и	15	10
15	все это	4	10
16	в то	2	10
17	в качестве	11	9
18	и его	4	9
19	не в	4	9
20	же время	2	9
21	но и	12	9
22	и т.п	8	9
23	в своем	4	9
24	что в	2	9
25	в конце	4	8
26	по существу	2	8
27	то что	7	8
28	но в	6	8
29	вовсе не	2	7
30	как бы	10	7
31	и не	12	7
32	у него	4	6
33	есть в	3	6
34	для него	4	6
35	и до	2	6
36	только в	4	6
37	о том	7	6
38	к этому	2	5
39	не только	16	5
40	и к	5	5
41	на этом	4	5
42	вместе с	2	5
43	что и	3	5
44	всего в	2	5
45	как в	4	5
46	а в	3	5
47	и для	2	5
48	так же	2	5
49	точки зрения	4	5
50	в эпизоде	10	5
51	место в	3	4
52	хотя и	4	4
53	в одну	2	4
54	том что	12	4
55	все что	2	4
56	было бы	3	4
57	картины мира	2	4
58	в сущности	4	4
59	может быть	6	4
60	он не	2	4
61	на этой	2	4
62	и на	6	4
63	ничего не	9	4
64	того же	4	3
65	в одном	2	3
66	в мире	6	3
67	он был	2	3
68	в своей	2	3
69	при этом	10	3
70	из них	3	3
71	несмотря на	3	3
72	и их	2	3
73	с ее	2	3
74	проявляется в	3	3
75	во всех	4	3
76	в их	3	3
77	не может	4	3
78	тем самым	4	3
79	с точки	2	3
80	не имеет	2	3
81	той же	2	3
82	можно было	3	3
83	с ними	3	3
84	тем что	3	3
85	было написано	4	3
86	как о	3	3
87	не знает	3	3
88	его в	2	3
89	что все	2	2
90	именно в	3	2
91	никогда не	3	2
92	в этих	2	2
93	и во	2	2
94	к тому	7	2
95	отношению к	4	2
96	в себя	4	2
97	еще не	2	2
98	того что	2	2
99	своего рода	12	2
100	одного из	3	2
101	значительной степени	2	2
102	свидетельствует о	2	2
103	одной из	3	2
104	а также	7	2
105	дело не	2	2
106	в состоянии	2	2
107	не есть	2	2
108	во второй	4	2
109	в первой	3	2
110	во времени	2	2
111	по отношению	4	2
112	этом отношении	3	2
113	как-то раз	2	2
114	еще более	2	2
115	его как	2	2
116	только на	3	2
117	не мог	3	2
118	для всех	2	2
119	в значительной	2	2
120	а не	10	2
121	уже не	4	2
122	особенно в	7	2
123	роль в	2	2
124	или в	3	2
125	в данном	8	2
126	и то	3	2
127	в результате	3	2
128	в словах	3	2
129	и т.д	3	2
130	бы в	3	2
131	с ним	2	2
132	мы имеем	3	2
133	это было	2	2
