N	2gram	Bakhtin_Fr_4	Analitik
1	в качестве	3	31
2	может быть	2	29
3	в том	7	27
4	не может	2	22
5	и не	16	21
6	в частности	3	19
7	и в	29	18
8	но и	9	17
9	не только	10	15
10	как и	12	13
11	в его	8	13
12	в этом	11	13
13	том что	3	12
14	при этом	3	12
15	в себе	3	11
16	то есть	21	11
17	но не	2	10
18	то же	10	9
19	в то	10	9
20	в той	2	8
21	но в	12	8
22	к тому	2	7
23	времени и	2	6
24	это не	5	6
25	прежде всего	8	6
26	перед лицом	2	6
27	же время	8	6
28	в сущности	6	6
29	себя в	2	6
30	далеко не	5	6
31	то что	4	6
32	в своей	5	6
33	в себя	2	6
34	в основе	2	6
35	точки зрения	4	6
36	по своей	3	6
37	только в	2	6
38	и как	3	5
39	в этой	13	5
40	как бы	8	5
41	в их	2	5
42	и т.п	12	5
43	и его	8	5
44	и на	11	5
45	о том	2	5
46	того что	3	4
47	с другой	4	4
48	в литературе	4	4
49	ни в	2	4
50	того же	5	4
51	для того	3	4
52	все же	3	4
53	так и	11	4
54	именно в	2	4
55	уже не	2	4
56	с точки	2	4
57	с ним	2	4
58	место в	2	3
59	том числе	3	3
60	с его	4	3
61	и есть	4	3
62	в нашем	4	3
63	и одновременно	4	3
64	и все	13	3
65	в нем	5	3
66	и к	2	3
67	что он	4	3
68	как известно	2	3
69	еще не	4	3
70	одной стороны	2	3
71	он не	3	3
72	в котором	2	3
73	если в	2	3
74	ни с	2	3
75	таким образом	20	3
76	с одной	2	3
77	того чтобы	3	3
78	к нему	3	3
79	тому как	3	3
80	не случайно	3	3
81	подобно тому	3	3
82	как будто	2	3
83	как он	2	3
84	а также	2	3
85	своего рода	6	3
86	только для	4	2
87	быть может	2	2
88	и то	2	2
89	одному из	2	2
90	никогда не	2	2
91	все эти	9	2
92	его и	2	2
93	не столько	2	2
94	вовсе не	9	2
95	его к	2	2
96	а как	2	2
97	то в	3	2
98	такой же	3	2
99	соответствии с	2	2
100	и сам	3	2
101	на его	2	2
102	и о	5	2
103	один из	4	2
104	из них	6	2
105	и до	5	2
106	со стороны	2	2
107	другой стороны	3	2
108	здесь не	3	2
109	как к	3	2
110	на этом	2	2
111	бы не	2	2
112	той же	3	2
113	на самом	4	2
114	и по	5	2
115	особенно в	3	2
116	роль в	3	2
117	как мы	10	2
118	то он	2	2
119	также и	4	2
120	что из	2	2
121	нет ничего	2	2
122	в эпизоде	2	2
123	так как	7	2
124	в которой	4	2
125	и с	9	2
126	в новом	2	2
