N	2gram	Tiupa_Hudo_2	Istorich
1	и в	28	24
2	что он	8	21
3	не только	11	21
4	и т	4	17
5	т е	2	16
6	т д	2	16
7	может быть	8	14
8	не может	4	14
9	в этих	3	13
10	что в	5	13
11	как в	5	12
12	в этом	13	12
13	но и	9	11
14	это не	6	10
15	у него	5	10
16	том что	19	10
17	а в	6	10
18	и другие	5	9
19	с другой	3	9
20	не в	13	9
21	все же	2	9
22	о том	12	9
23	потому что	2	9
24	еще не	3	8
25	что и	4	8
26	все это	3	8
27	то же	6	8
28	а не	14	8
29	или в	3	8
30	с собой	2	7
31	один из	2	7
32	в том	15	7
33	одна из	2	7
34	то что	6	7
35	вместе с	2	7
36	к нему	3	7
37	тем что	6	6
38	об этом	7	6
39	для нас	3	6
40	как и	11	6
41	так же	3	6
42	но не	4	6
43	в нем	3	6
44	он не	4	6
45	и все	7	6
46	только в	4	6
47	как он	3	6
48	что это	5	6
49	ответ на	2	6
50	не менее	5	5
51	одной стороны	3	5
52	отношение к	2	5
53	дело не	2	5
54	так и	8	5
55	с одной	3	5
56	что она	7	5
57	с ним	7	5
58	ничего не	5	5
59	героя и	3	5
60	но в	2	5
61	никогда не	5	4
62	что у	3	4
63	в состоянии	3	4
64	вовсе не	2	4
65	тем не	4	4
66	при этом	11	4
67	есть и	3	4
68	одной из	3	4
69	мы уже	3	4
70	своего рода	16	4
71	со своим	3	4
72	же как	2	4
73	с того	2	4
74	как бы	5	4
75	ли он	2	4
76	за него	2	4
77	то и	4	4
78	и не	18	4
79	ее на	2	4
80	в других	4	4
81	точки зрения	2	4
82	в данном	2	4
83	еще одна	2	3
84	в ответ	3	3
85	с его	5	3
86	не столько	2	3
87	в качестве	4	3
88	в них	3	3
89	превращается в	4	3
90	что они	4	3
91	этот мотив	2	3
92	следующим образом	3	3
93	его в	2	3
94	не все	3	3
95	сих пор	2	3
96	данном случае	2	3
97	как мы	2	3
98	и становится	2	3
99	она в	2	3
100	и он	3	3
101	и его	5	3
102	приходит к	2	3
103	не случайно	10	3
104	к себе	3	3
105	из этих	2	3
106	тогда как	7	3
107	того как	2	3
108	тоже не	2	3
109	как только	3	2
110	перед нами	11	2
111	сам он	2	2
112	не будет	2	2
113	для нее	4	2
114	способность к	2	2
115	тому что	4	2
116	та же	2	2
117	и от	2	2
118	прежде всего	3	2
119	вместе со	2	2
120	и ее	3	2
121	в то	6	2
122	мы знаем	2	2
123	в ее	18	2
124	говорит о	4	2
125	у нее	10	2
126	с женой	2	2
127	но тем	2	2
128	жить в	3	2
129	она не	5	2
130	было бы	3	2
131	со своей	2	2
132	в самом	5	2
133	и эта	2	2
134	и о	4	2
135	ни с	2	2
136	к ней	2	2
137	в котором	6	2
138	если в	2	2
139	на себя	3	2
140	этом и	3	2
141	во сне	3	2
142	на него	3	2
143	со стороны	3	2
144	не по	2	2
145	здесь не	2	2
146	уже не	10	2
147	характерно что	3	2
148	что не	2	2
149	и у	2	2
150	по его	3	2
151	как это	7	2
152	сказать что	2	2
153	в основе	2	2
154	из них	2	2
155	и на	3	2
156	только на	5	2
157	и это	3	2
158	все его	3	2
159	видит в	2	2
160	до сих	2	2
161	но при	3	2
