N	2gram	Bakhtin_Pr_2	Mirosoze
1	и в	45	46
2	у достоевского	14	34
3	в нем	20	22
4	у него	6	22
5	может быть	18	21
6	в этом	20	20
7	никогда не	17	18
8	для него	9	18
9	и не	42	18
10	не только	16	18
11	но и	15	15
12	не может	24	15
13	человека в	5	14
14	ведет к	2	13
15	как и	14	13
16	не есть	2	13
17	а не	10	13
18	прежде всего	11	12
19	друг друга	7	12
20	потому что	8	12
21	не было	2	11
22	в ней	7	11
23	у нас	2	11
24	и он	3	11
25	но в	6	10
26	он не	9	10
27	в себе	5	10
28	не в	8	9
29	не знает	4	9
30	переходит в	2	8
31	но это	2	8
32	как бы	15	8
33	в своем	5	8
34	для достоевского	4	8
35	так как	5	8
36	если нет	2	8
37	отношение к	8	8
38	она не	5	8
39	человека и	2	7
40	в мире	3	7
41	в нашем	2	7
42	что он	7	7
43	и к	2	7
44	ивана карамазова	4	7
45	и потому	6	7
46	как в	4	7
47	хотя бы	5	7
48	и для	2	7
49	он сам	6	6
50	так же	5	6
51	того что	3	6
52	и здесь	2	6
53	жизни и	15	6
54	в русской	2	6
55	него нет	3	5
56	то же	5	5
57	я не	6	5
58	бы и	3	5
59	что все	3	5
60	и вот	2	5
61	в самом	13	5
62	один из	2	5
63	что она	4	5
64	те же	2	5
65	это не	3	5
66	в конце	4	5
67	друг к	3	5
68	достоевский не	3	5
69	к другу	3	5
70	то что	5	5
71	в своей	6	5
72	и его	8	5
73	в его	22	5
74	русский народ	2	5
75	что в	6	4
76	они и	2	4
77	для этого	3	4
78	все что	3	4
79	до конца	7	4
80	что у	4	4
81	они не	2	4
82	не имеет	3	4
83	с его	8	4
84	в жизни	3	4
85	том что	7	4
86	перед ним	2	4
87	что и	5	4
88	себя в	2	4
89	так и	3	4
90	уже не	6	4
91	жизнь и	3	4
92	человек в	3	3
93	же как	4	3
94	себя и	2	3
95	и от	3	3
96	в каждом	4	3
97	в образе	3	3
98	идеи и	4	3
99	ни в	2	3
100	в том	8	3
101	достоевский в	5	3
102	с самим	2	3
103	что они	3	3
104	достоевским в	2	3
105	и всегда	2	3
106	жизни в	2	3
107	не так	2	3
108	в своих	4	3
109	и на	7	3
110	людей и	2	3
111	сказать что	5	3
112	и с	7	3
113	о том	3	3
114	его в	3	3
115	как он	4	3
116	с ним	8	3
117	если бы	2	3
118	в них	4	3
119	достоевского не	8	3
120	есть и	3	3
121	до сих	2	3
122	самого достоевского	2	3
123	на почве	4	3
124	сих пор	2	3
125	от того	2	3
126	сам достоевский	2	3
127	того как	3	3
128	тем что	2	3
129	только в	9	3
130	есть в	8	3
131	в чем	2	3
132	а лишь	3	2
133	уже в	4	2
134	сам он	2	2
135	не был	2	2
136	но на	2	2
137	в этих	4	2
138	и мир	5	2
139	в человеке	10	2
140	или иной	3	2
141	человека от	2	2
142	все время	3	2
143	я и	3	2
144	в братьях	2	2
145	так что	2	2
146	как у	2	2
147	тут не	2	2
148	из подполья	4	2
149	на его	5	2
150	и той	3	2
151	хотя и	2	2
152	в сфере	2	2
153	к нему	11	2
154	по отношению	8	2
155	как к	2	2
156	отношения к	2	2
157	и других	3	2
158	достоевского и	2	2
159	лишь в	2	2
160	должно быть	4	2
161	а в	3	2
162	в основе	2	2
163	не о	2	2
164	герои достоевского	2	2
165	точки зрения	19	2
166	идеи не	2	2
167	бы в	5	2
168	нет ни	3	2
169	это лишь	2	2
170	по достоевскому	3	2
171	преступление и	2	2
172	были бы	2	2
173	и самое	2	2
174	превращается в	4	2
175	его с	2	2
176	же что	3	2
177	а за	2	2
178	личности в	3	2
179	по себе	8	2
180	мы видим	2	2
181	и что	2	2
182	тот же	2	2
183	в сущности	7	2
184	во всех	4	2
185	он уже	2	2
186	как ее	2	2
187	отношению к	8	2
188	ее в	2	2
189	что же	4	2
190	человеческой жизни	2	2
191	бы не	3	2
192	но с	3	2
193	что не	5	2
194	и эта	3	2
195	ни одного	3	2
196	вот почему	3	2
197	можно было	2	2
198	тому как	2	2
199	правда в	2	2
200	подобно тому	2	2
201	сознания и	6	2
202	от его	2	2
203	достоевского в	4	2
204	которые в	2	2
205	братьях карамазовых	2	2
206	в которой	2	2
207	ничего не	3	2
