N	2gram	Vygotskiy__2	Myslijsy
1	потому что	7	52
2	и в	15	39
3	может быть	9	27
4	в том	33	26
5	только в	4	25
6	что в	14	22
7	не может	9	22
8	а не	3	21
9	так как	4	21
10	не только	15	21
11	но и	10	20
12	и не	7	18
13	языка и	3	17
14	том что	27	16
15	не в	8	15
16	в этом	19	15
17	если бы	8	14
18	отношению к	5	13
19	так и	8	13
20	по отношению	6	13
21	в себе	2	13
22	таким образом	14	13
23	было бы	10	12
24	мы не	10	10
25	по себе	7	10
26	то что	20	10
27	как в	4	10
28	и что	8	10
29	речи и	15	10
30	могут быть	2	9
31	для нас	4	9
32	как и	6	9
33	тем что	2	9
34	тогда когда	5	9
35	но в	6	9
36	в одном	2	8
37	но не	3	8
38	вместе с	6	8
39	со стороны	3	8
40	того что	17	8
41	точки зрения	26	8
42	с другой	6	7
43	должно быть	2	7
44	на язык	2	7
45	в истории	6	7
46	с этим	3	7
47	это не	5	7
48	в этих	2	7
49	независимо от	4	6
50	и как	2	6
51	что на	2	6
52	как бы	7	6
53	что и	2	6
54	все же	4	6
55	то же	5	6
56	при этом	3	6
57	и по	3	6
58	того как	4	6
59	для всех	4	5
60	вовсе не	6	5
61	несмотря на	4	5
62	что при	3	5
63	только тогда	2	5
64	в его	2	5
65	во всех	2	5
66	так же	4	5
67	а в	4	5
68	и для	2	5
69	мысль что	6	5
70	не имеет	4	5
71	друг друга	5	5
72	и его	4	5
73	не следует	2	5
74	с в	4	5
75	не могут	2	4
76	никогда не	8	4
77	тем самым	3	4
78	в стороне	2	4
79	вопрос о	5	4
80	этом смысле	2	4
81	прежде всего	4	4
82	бы ни	2	4
83	мы видели	6	4
84	мы видим	4	4
85	для него	3	4
86	к тому	7	4
87	от того	2	4
88	увидим что	2	4
89	есть нечто	2	4
90	и других	2	4
91	и даже	5	4
92	этой теории	3	4
93	тому как	2	4
94	с но	8	4
95	в более	2	4
96	говорит он	12	4
97	само по	2	4
98	из этих	4	4
99	во всем	2	4
100	что мы	9	4
101	там где	6	4
102	на деле	5	4
103	только для	3	3
104	в самой	3	3
105	сама по	2	3
106	что это	6	3
107	в них	4	3
108	столь же	2	3
109	не могло	2	3
110	и это	3	3
111	что все	4	3
112	каким образом	2	3
113	мысли с	4	3
114	когда в	2	3
115	в этой	6	3
116	в своем	9	3
117	очевидно что	3	3
118	того же	3	3
119	если мы	6	3
120	мы увидим	2	3
121	одной стороны	7	3
122	с логикой	2	3
123	по поводу	4	3
124	в другой	2	3
125	в своей	4	3
126	и их	5	3
127	что если	2	3
128	для того	10	3
129	для себя	3	3
130	и тем	2	3
131	об отношении	3	3
132	связи с	9	3
133	судить о	2	3
134	и той	2	3
135	в самом	11	3
136	были бы	2	3
137	развития и	3	3
138	что как	3	3
139	с одной	7	3
140	заключается в	8	3
141	к этой	3	3
142	о языке	2	3
143	той же	2	3
144	что для	3	3
145	с ним	3	3
146	вопрос об	2	3
147	сказать что	6	3
148	во всяком	7	3
149	он не	7	3
150	подобно тому	2	3
151	что можно	3	3
152	и вообще	2	3
153	с точки	18	3
154	мы должны	6	3
155	и все	3	3
156	с и	4	3
157	и другое	2	3
158	к которому	6	3
159	и с	4	3
160	не существует	3	2
161	мы будем	3	2
162	утверждает что	3	2
163	нисколько не	2	2
164	но на	3	2
165	и более	2	2
166	и есть	2	2
167	как увидим	2	2
168	самый процесс	2	2
169	по этому	6	2
170	в полном	2	2
171	он должен	2	2
172	с этой	2	2
173	но с	2	2
174	в применении	2	2
175	на все	2	2
176	связь с	2	2
177	как например	2	2
178	в собственном	3	2
179	не можем	3	2
180	стороны и	2	2
181	что именно	3	2
182	на то	6	2
183	таким же	3	2
184	но если	2	2
185	как мы	6	2
186	о которых	3	2
187	вопросом о	2	2
188	но все	2	2
189	чем в	2	2
190	все что	5	2
191	после этого	2	2
192	того чтобы	12	2
193	от друга	2	2
194	в сущности	9	2
195	могли бы	4	2
196	за пределы	2	2
197	мы думаем	2	2
198	и развития	2	2
199	к ней	2	2
200	в виду	6	2
201	его с	2	2
202	с ее	2	2
203	в целом	10	2
204	друг от	2	2
205	что же	2	2
206	в их	2	2
207	для человека	2	2
208	только что	3	2
209	тем более	3	2
210	для этого	3	2
211	связь между	5	2
212	и только	3	2
213	что оно	4	2
214	в теории	6	2
215	этот вопрос	5	2
216	из того	4	2
217	вытекает из	3	2
218	ни малейшего	3	2
219	в течение	2	2
220	что речь	2	2
221	на этот	6	2
222	речь и	5	2
223	или в	3	2
224	хотя бы	4	2
225	том же	2	2
226	думаем что	2	2
227	то он	2	2
228	в начале	4	2
229	в один	2	2
230	его к	2	2
231	о том	9	2
232	при помощи	4	2
233	которое мы	3	2
234	заметить что	2	2
235	не потому	2	2
236	в которой	4	2
237	которые не	2	2
238	в других	2	2
239	жизни человека	2	2
240	стало быть	2	2
241	бы они	2	2
242	мы можем	10	2
