N	2gram	Bakhtin_Pr_5	Mirosoze
1	и в	35	46
2	у достоевского	12	34
3	в нем	16	22
4	у него	4	22
5	может быть	14	21
6	в этом	14	20
7	никогда не	4	18
8	для него	14	18
9	и не	27	18
10	не только	10	18
11	но и	14	15
12	не может	18	15
13	как и	18	13
14	иван карамазов	2	13
15	а не	4	13
16	прежде всего	12	12
17	друг друга	2	12
18	потому что	8	12
19	в ней	2	11
20	но он	4	11
21	и он	2	11
22	та же	4	10
23	но в	19	10
24	он не	13	10
25	в себе	5	10
26	не в	10	9
27	не знает	6	9
28	переходит в	2	8
29	но это	6	8
30	как бы	31	8
31	в своем	2	8
32	для достоевского	2	8
33	так как	4	8
34	отношение к	6	8
35	в мире	4	7
36	что он	24	7
37	и к	12	7
38	ивана карамазова	4	7
39	как в	5	7
40	хотя бы	2	7
41	и для	8	7
42	он сам	6	6
43	вопрос о	2	6
44	что это	4	6
45	так же	7	6
46	того что	3	6
47	не могу	3	6
48	него нет	2	5
49	то же	15	5
50	я не	8	5
51	бы и	2	5
52	в отношении	9	5
53	что все	2	5
54	и вот	4	5
55	совсем не	3	5
56	в самом	6	5
57	те же	2	5
58	это не	3	5
59	в конце	5	5
60	друг к	3	5
61	и все	15	5
62	во всем	4	5
63	к тому	6	5
64	к другу	3	5
65	то что	10	5
66	в своей	4	5
67	и его	14	5
68	в его	21	5
69	и это	5	5
70	что в	6	4
71	тому что	2	4
72	для этого	2	4
73	до конца	4	4
74	нет в	3	4
75	его отношение	4	4
76	что у	6	4
77	обращен к	4	4
78	с его	7	4
79	в жизни	2	4
80	том что	3	4
81	что и	3	4
82	себя в	2	4
83	так и	8	4
84	уже не	3	4
85	жизнь и	2	4
86	настасья филипповна	5	4
87	себя и	8	3
88	и от	3	3
89	не знал	2	3
90	в каждом	6	3
91	в такой	4	3
92	одна и	2	3
93	ни в	2	3
94	в том	5	3
95	высшей степени	3	3
96	с самим	15	3
97	что они	6	3
98	он хочет	4	3
99	было в	2	3
100	всю жизнь	2	3
101	не мог	3	3
102	и на	6	3
103	сказать что	3	3
104	и с	12	3
105	творчестве достоевского	7	3
106	по своей	2	3
107	о том	2	3
108	его в	4	3
109	в высшей	3	3
110	как он	2	3
111	с ним	7	3
112	в них	4	3
113	этого необходимо	2	3
114	к другому	16	3
115	и во	3	3
116	с которым	4	3
117	это и	3	3
118	все равно	2	3
119	чтобы не	2	3
120	той же	2	3
121	тем что	4	3
122	он в	4	3
123	с другим	13	3
124	только в	6	3
125	отношении к	7	3
126	в творчестве	4	3
127	только с	3	3
128	в чем	4	3
129	уже в	3	2
130	но на	4	2
131	ставрогина к	2	2
132	в этих	2	2
133	и мир	2	2
134	или иной	4	2
135	но эта	2	2
136	все время	4	2
137	я и	2	2
138	да и	5	2
139	в братьях	3	2
140	так что	5	2
141	со своим	2	2
142	из подполья	35	2
143	на его	4	2
144	другого человека	3	2
145	но для	2	2
146	хотя и	2	2
147	же и	4	2
148	отношением к	3	2
149	к нему	13	2
150	этот процесс	2	2
151	мышкина и	3	2
152	по отношению	6	2
153	как к	5	2
154	достоевского и	2	2
155	лишь в	7	2
156	должно быть	3	2
157	а в	7	2
158	увидим что	2	2
159	к себе	18	2
160	он так	2	2
161	не о	4	2
162	точки зрения	7	2
163	самим собою	9	2
164	другим и	3	2
165	не случайно	2	2
166	бы в	4	2
167	человек и	4	2
168	нет ни	2	2
169	между тем	4	2
170	на этом	2	2
171	поэтому он	3	2
172	и та	2	2
173	него и	3	2
174	с собой	2	2
175	и самое	2	2
176	его с	5	2
177	бы его	3	2
178	по себе	4	2
179	его нельзя	2	2
180	то в	2	2
181	в обычном	2	2
182	достоевского нет	3	2
183	смердяков и	2	2
184	и своего	3	2
185	и что	6	2
186	тот же	4	2
187	мы увидим	2	2
188	себе и	7	2
189	в сущности	14	2
190	во всех	3	2
191	уже все	2	2
192	он уже	3	2
193	к ней	2	2
194	еще в	4	2
195	сам не	3	2
196	с таким	2	2
197	отношению к	7	2
198	вместе с	2	2
199	быть и	2	2
200	момент его	2	2
201	к самому	5	2
202	что же	7	2
203	если я	2	2
204	бы не	2	2
205	другого в	4	2
206	к своему	5	2
207	что не	4	2
208	ни одного	9	2
209	можно было	2	2
210	тому как	2	2
211	сам по	2	2
212	то все	2	2
213	подобно тому	2	2
214	сознания и	4	2
215	как будто	4	2
216	достоевского в	3	2
217	братьях карамазовых	3	2
218	в которой	2	2
219	ничего не	3	2
220	много раз	2	2
