N	2gram	Voloshinov_2	DiskursI
1	в качестве	3	34
2	не только	13	28
3	в том	7	23
4	а не	9	22
5	то есть	2	20
6	том что	10	19
7	может быть	28	17
8	и в	19	16
9	как и	9	16
10	в этом	15	15
11	еще не	3	14
12	но и	10	14
13	при этом	9	13
14	речевого общения	12	12
15	и т.п	10	12
16	прежде всего	7	11
17	но не	2	11
18	и не	19	11
19	с другой	3	10
20	далеко не	2	10
21	в нем	11	9
22	отношению к	8	9
23	одной стороны	3	9
24	по отношению	8	9
25	не может	18	9
26	с одной	3	9
27	отнюдь не	8	8
28	так и	10	8
29	о том	3	8
30	но в	7	8
31	в основе	9	7
32	в его	5	7
33	то же	16	7
34	не было	3	7
35	в себе	4	7
36	только в	8	7
37	не в	10	7
38	в своем	2	6
39	и как	6	6
40	высказывания в	7	6
41	к тому	6	5
42	или иной	5	5
43	тому же	2	5
44	как бы	19	5
45	в котором	3	5
46	в своей	3	5
47	то что	4	5
48	во всех	6	5
49	в процессе	18	5
50	в отличие	3	5
51	а с	2	5
52	а в	3	5
53	в их	5	5
54	сводится к	2	5
55	отличие от	3	5
56	и на	5	5
57	в данном	5	5
58	с его	8	4
59	что в	2	4
60	не является	8	4
61	для себя	4	4
62	не как	3	4
63	что он	4	4
64	для него	9	4
65	в истории	3	4
66	же время	8	4
67	одной из	3	4
68	связи с	13	4
69	и о	2	4
70	в особенности	2	4
71	лишь в	14	4
72	что не	2	4
73	между тем	6	4
74	могут быть	3	4
75	и т.д	4	4
76	перед нами	3	3
77	того же	5	3
78	столь же	3	3
79	это не	4	3
80	в одной	2	3
81	по себе	3	3
82	что и	3	3
83	в ее	3	3
84	и того	5	3
85	свою очередь	5	3
86	в свою	6	3
87	с этим	3	3
88	в данной	4	3
89	в самом	6	3
90	той или	4	3
91	не с	2	3
92	хотя бы	6	3
93	все же	5	3
94	целого высказывания	5	3
95	таким образом	14	3
96	именно в	2	3
97	того что	4	3
98	должны быть	2	3
99	и даже	2	3
100	сказать что	4	3
101	тем что	2	3
102	точки зрения	17	3
103	в то	8	3
104	и потому	2	3
105	слова в	8	2
106	но они	2	2
107	однако и	2	2
108	по мере	4	2
109	никогда не	7	2
110	в какой	3	2
111	по крайней	2	2
112	одного и	4	2
113	определяется не	2	2
114	и все	6	2
115	к этому	5	2
116	для понимания	3	2
117	стороны и	2	2
118	в тех	2	2
119	различие между	2	2
120	к его	2	2
121	крайней мере	2	2
122	в пределах	10	2
123	более того	6	2
124	в значительной	2	2
125	общения и	2	2
126	более или	2	2
127	опирается на	2	2
128	бы это	2	2
129	в начале	2	2
130	в сущности	14	2
131	значительной степени	2	2
132	одним из	2	2
133	и тем	4	2
134	не есть	3	2
135	того или	2	2
136	себя в	2	2
137	в различных	3	2
138	в форме	5	2
139	или менее	2	2
140	мысли и	3	2
141	приводит к	2	2
142	за пределы	3	2
143	языка и	15	2
144	речевой акт	4	2
145	отношения к	2	2
146	уже в	2	2
147	как мы	15	2
148	свидетельствует о	2	2
149	и он	2	2
150	к другому	5	2
151	высказывания и	11	2
152	и его	16	2
153	говорящего и	2	2
154	или в	2	2
155	высказывания не	2	2
156	не следует	2	2
157	здесь в	2	2
158	во всяком	3	2
159	и ее	4	2
160	но как	2	2
161	в другом	3	2
162	на протяжении	2	2
163	же самое	6	2
164	в этой	3	2
165	внутренней речи	7	2
166	так сказать	14	2
167	они не	2	2
168	общения в	3	2
169	о чем	2	2
170	это было	2	2
