N	2gram	Propp_Russ_2	KulturaY
1	т е	24	38
2	и т	5	33
3	в том	22	30
4	и в	29	24
5	потому что	5	23
6	том что	22	21
7	что в	22	17
8	того чтобы	6	17
9	для того	6	16
10	и пр	2	15
11	было бы	3	15
12	т д	5	14
13	в этом	11	14
14	может быть	13	13
15	все же	2	12
16	таким образом	6	12
17	не в	4	11
18	у нас	4	10
19	не только	10	10
20	то что	5	9
21	прежде всего	2	9
22	того что	3	9
23	о том	9	9
24	так как	13	9
25	том чтобы	2	8
26	то же	4	8
27	уже не	4	8
28	а не	4	8
29	тем что	3	8
30	не менее	2	7
31	в них	4	7
32	с другой	2	7
33	связи с	2	7
34	в качестве	3	7
35	как бы	18	7
36	вместе с	6	7
37	не может	5	7
38	это не	5	7
39	тогда когда	4	6
40	именно в	4	6
41	при этом	6	6
42	но и	8	6
43	все это	10	6
44	можно было	2	6
45	все эти	3	6
46	в которых	4	6
47	мы имеем	6	6
48	в которой	2	6
49	с тем	6	5
50	что это	3	5
51	но не	5	5
52	еще не	6	5
53	и что	5	5
54	в виду	2	5
55	а в	9	5
56	между тем	3	5
57	и с	10	5
58	переход от	2	4
59	в этих	3	4
60	же в	6	4
61	по существу	4	4
62	есть в	2	4
63	из них	4	4
64	в таких	3	4
65	это и	2	4
66	один из	2	4
67	должен быть	2	4
68	что и	2	4
69	тем не	2	4
70	как в	7	4
71	с этим	2	4
72	того как	2	4
73	так что	4	4
74	так же	4	4
75	и на	6	4
76	в данном	6	4
77	из этих	2	4
78	там где	2	4
79	состоит в	15	3
80	для этого	5	3
81	на себя	2	3
82	представление о	5	3
83	в г	2	3
84	только тогда	3	3
85	в этой	3	3
86	очевидно что	2	3
87	связано с	2	3
88	а а	8	3
89	в котором	3	3
90	не с	2	3
91	что она	3	3
92	а с	2	3
93	не было	2	3
94	в их	2	3
95	в таком	4	3
96	должно быть	2	3
97	и то	2	3
98	он есть	2	3
99	как это	4	3
100	не все	4	2
101	для них	2	2
102	о чем	4	2
103	никогда не	2	2
104	в стороне	2	2
105	с этой	2	2
106	и все	4	2
107	на самом	2	2
108	не всегда	3	2
109	вопрос о	4	2
110	в то	2	2
111	для нас	6	2
112	этом случае	6	2
113	как и	11	2
114	и как	2	2
115	и при	2	2
116	а на	9	2
117	что с	2	2
118	в своей	2	2
119	одним из	2	2
120	том же	4	2
121	но если	3	2
122	к жизни	5	2
123	ее в	8	2
124	дело не	2	2
125	а именно	3	2
126	то и	4	2
127	как например	3	2
128	и для	2	2
129	прав когда	2	2
130	этих случаях	4	2
131	не имеет	3	2
132	после чего	2	2
133	во многих	9	2
134	когда мы	2	2
135	или в	7	2
136	не столько	2	2
137	иное как	2	2
138	которое в	2	2
139	одно из	2	2
140	и еще	2	2
141	видно что	2	2
142	на эту	2	2
143	е в	10	2
144	и под	3	2
145	до конца	3	2
146	тогда как	2	2
147	но в	5	2
