N	2gram	Bakhtin_fo_1	Komedia
1	и в	50	26
2	и не	14	14
3	к тому	3	12
4	так и	12	12
5	и его	16	12
6	в том	9	11
7	тому же	2	11
8	может быть	11	11
9	но и	8	10
10	в этом	25	10
11	что в	5	9
12	том что	4	9
13	если бы	5	9
14	вместе с	3	9
15	ясно что	2	8
16	было бы	2	8
17	и на	8	7
18	не только	9	7
19	что и	3	7
20	на себя	2	7
21	в своем	4	6
22	то что	6	6
23	еще не	5	6
24	наряду с	5	6
25	в нем	24	6
26	того чтобы	5	6
27	потому что	4	6
28	в то	9	6
29	таким образом	11	6
30	с его	9	5
31	с тем	3	5
32	в которой	2	5
33	к этому	3	5
34	в качестве	3	5
35	античной литературы	4	5
36	один из	3	5
37	ни в	8	5
38	в истории	2	5
39	с этим	6	5
40	для того	5	5
41	и с	4	5
42	место в	2	4
43	уже в	2	4
44	в частности	6	4
45	у него	6	4
46	в этих	3	4
47	в них	4	4
48	прежде всего	15	4
49	как мы	14	4
50	же в	3	4
51	как и	8	4
52	в целом	2	4
53	с их	2	4
54	одной из	3	4
55	хотя и	3	4
56	в его	13	4
57	мира в	3	4
58	все же	6	4
59	в самом	8	4
60	до нас	5	4
61	и для	4	4
62	точки зрения	5	4
63	в начале	3	4
64	только в	4	4
65	так как	6	4
66	его в	3	4
67	том числе	4	3
68	для всех	2	3
69	в образе	5	3
70	вопрос о	2	3
71	то время	4	3
72	жизни и	8	3
73	отношению к	5	3
74	но все	5	3
75	связи с	6	3
76	к концу	3	3
77	но не	5	3
78	того же	8	3
79	во всех	6	3
80	же время	9	3
81	здесь в	2	3
82	для нас	2	3
83	со своей	3	3
84	никто не	2	3
85	например в	6	3
86	да и	3	3
87	в ней	4	3
88	в котором	4	3
89	не имеет	4	3
90	друг другу	2	3
91	в своей	2	3
92	и их	8	3
93	даже не	2	3
94	в их	6	3
95	все это	4	3
96	по отношению	3	3
97	в связи	5	3
98	той же	2	3
99	то же	11	3
100	не было	7	3
101	как в	6	3
102	в самой	2	3
103	друг друга	3	3
104	а в	3	3
105	или в	3	3
106	человека в	17	3
107	тем что	2	3
108	не может	6	3
109	как он	2	3
110	это время	7	3
111	тех же	2	3
112	но в	10	3
113	и другие	5	2
114	в какой-то	3	2
115	отнюдь не	5	2
116	в нашем	2	2
117	с другой	2	2
118	не для	2	2
119	это не	6	2
120	в конце	9	2
121	в одном	3	2
122	вовсе не	13	2
123	нет и	2	2
124	и к	2	2
125	об этом	2	2
126	в ее	6	2
127	не в	5	2
128	не столь	2	2
129	до сих	3	2
130	одна из	2	2
131	и тех	2	2
132	чем в	2	2
133	одной стороны	2	2
134	в это	2	2
135	и дает	3	2
136	он не	5	2
137	как бы	2	2
138	время как	5	2
139	не является	2	2
140	хотя бы	2	2
141	и т	8	2
142	и это	4	2
143	отношение к	2	2
144	сих пор	3	2
145	в отличие	2	2
146	т п	8	2
147	нем не	3	2
148	случая и	2	2
149	с одной	3	2
150	в течение	2	2
151	еще более	3	2
152	одних и	2	2
153	мы находим	2	2
154	в той	4	2
155	с самого	2	2
156	и у	5	2
157	времени в	7	2
158	этого времени	2	2
159	в других	9	2
160	рядом с	2	2
161	отличие от	2	2
162	роль в	9	2
163	мы не	3	2
164	имеет в	2	2
165	во всяком	3	2
166	от этого	2	2
167	и во	7	2
168	одно из	3	2
169	и ее	3	2
170	и еще	2	2
171	и все	6	2
172	по всем	2	2
173	в виду	3	2
