N	2gram	Propp_Isto_4	DiskursI
1	в качестве	7	34
2	не только	15	28
3	в том	3	23
4	а не	6	22
5	том что	3	19
6	тогда как	4	19
7	может быть	14	17
8	представляет собой	2	17
9	и в	26	16
10	как и	7	16
11	в этом	7	15
12	еще не	6	14
13	но и	12	14
14	при этом	3	13
15	но не	5	11
16	и не	9	11
17	по своей	2	11
18	с другой	4	10
19	как в	7	10
20	в частности	2	9
21	в нем	2	9
22	не может	6	9
23	а также	3	8
24	так и	10	8
25	о том	4	8
26	но в	5	8
27	в его	5	7
28	то же	8	7
29	в себе	2	7
30	только в	3	7
31	не в	5	7
32	в своем	2	6
33	и как	5	6
34	в силу	5	5
35	как бы	3	5
36	в своей	4	5
37	то что	16	5
38	а в	8	5
39	и на	2	5
40	в данном	3	5
41	что в	14	4
42	что он	10	4
43	уже не	5	4
44	в истории	2	4
45	в целом	2	4
46	связи с	3	4
47	на его	3	4
48	такого рода	2	4
49	отношение к	2	4
50	в особенности	2	4
51	лишь в	2	4
52	в которых	4	4
53	потому что	6	4
54	могут быть	6	4
55	перед нами	3	3
56	в сказке	47	3
57	однако в	2	3
58	это не	5	3
59	в одной	3	3
60	по себе	2	3
61	что и	9	3
62	с этим	2	3
63	к ним	2	3
64	или на	2	3
65	хотя бы	2	3
66	на смену	3	3
67	все же	9	3
68	из них	2	3
69	таким образом	10	3
70	того что	2	3
71	другой стороны	4	3
72	и даже	4	3
73	сказать что	2	3
74	тем что	5	3
75	не менее	2	2
76	и есть	2	2
77	никогда не	2	2
78	к себе	3	2
79	а сам	2	2
80	представления о	3	2
81	и во	2	2
82	и все	2	2
83	в одном	5	2
84	к этому	5	2
85	не всегда	6	2
86	в тех	4	2
87	ему в	2	2
88	об этом	7	2
89	его как	2	2
90	есть в	2	2
91	на этом	2	2
92	указывает на	4	2
93	так например	2	2
94	хотя и	2	2
95	и др	5	2
96	например в	3	2
97	не могло	2	2
98	и тем	2	2
99	не есть	2	2
100	а по	4	2
101	себя в	2	2
102	когда он	6	2
103	на том	2	2
104	дело не	2	2
105	в тексте	2	2
106	в форме	2	2
107	данном случае	3	2
108	уже в	2	2
109	как мы	5	2
110	и что	5	2
111	и он	3	2
112	и по	5	2
113	и его	10	2
114	или в	3	2
115	мы имеем	7	2
116	героя в	7	2
117	на себя	4	2
118	он всегда	3	2
119	в другом	5	2
120	же самое	2	2
121	в этой	2	2
122	о чем	3	2
