N	3gram	Losev_Dial_2	Problema
1	и т д	15	13
2	тем не менее	2	10
3	в том что	6	9
4	сама по себе	7	8
5	вовсе не есть	2	8
6	в данном случае	2	7
7	то же самое	2	7
8	в связи с	4	7
9	сами по себе	3	6
10	во всяком случае	2	6
11	сам по себе	3	6
12	по крайней мере	9	5
13	с другой стороны	4	5
14	не может быть	3	5
15	имеется в виду	2	4
16	в то время	3	4
17	т д и	2	4
18	той или другой	3	4
19	в таком случае	3	4
20	в то же	3	4
21	что иное как	3	4
22	это вовсе не	2	4
23	есть не что	2	4
24	не что иное	3	4
25	и то же	4	4
26	ни в каком	3	4
27	д и т	2	4
28	то время как	3	4
29	или по крайней	2	4
30	потому что он	2	4
31	как будто бы	3	3
32	в том смысле	4	3
33	та или иная	2	3
34	что это за	2	3
35	одно и то	4	3
36	о том что	4	3
37	само по себе	2	3
38	с первого взгляда	2	3
39	может быть и	3	3
40	содержит в себе	3	3
41	не есть ни	6	3
42	том смысле что	3	3
43	не значит что	3	2
44	то или иное	4	2
45	в каком случае	2	2
46	в той или	2	2
47	с точки зрения	8	2
48	не только в	2	2
49	вовсе не в	3	2
50	можно сказать что	3	2
51	и в частности	2	2
52	только то что	4	2
53	до сих пор	2	2
54	потому что они	2	2
55	это значит что	8	2
