N	2gram	Losev_Prob_1	Istorich
1	и в	32	28
2	может быть	14	25
3	и т	11	25
4	т д	10	22
5	не может	8	15
6	а не	15	15
7	никогда не	7	14
8	для нас	5	13
9	мы должны	5	13
10	мы имеем	2	13
11	что в	12	12
12	то же	10	12
13	не только	17	12
14	мы видим	2	11
15	только в	7	11
16	что он	7	10
17	мы увидим	3	10
18	прежде всего	10	10
19	но и	9	10
20	мы не	2	10
21	и что	9	10
22	в том	9	9
23	о том	11	9
24	то что	42	9
25	и не	31	9
26	не в	4	9
27	так и	12	9
28	что это	3	8
29	если бы	4	8
30	таким образом	6	8
31	в этом	19	8
32	но в	14	8
33	в этих	3	7
34	это не	6	7
35	том что	12	7
36	еще не	9	7
37	было бы	8	7
38	а в	4	7
39	так же	9	7
40	и здесь	6	7
41	что мы	13	7
42	с другой	3	6
43	не менее	19	6
44	к тому	3	6
45	тем не	18	6
46	это тоже	2	6
47	в этой	10	6
48	его в	6	6
49	так как	11	6
50	вместе с	2	6
51	мы будем	2	5
52	по существу	2	5
53	в дальнейшем	4	5
54	что они	3	5
55	более или	3	5
56	что здесь	3	5
57	но не	9	5
58	до сих	3	5
59	например в	2	5
60	в качестве	2	5
61	не будем	2	5
62	что она	5	5
63	ее в	2	5
64	сих пор	3	5
65	или менее	3	5
66	другой стороны	3	5
67	в своем	5	5
68	можно было	3	5
69	или в	4	5
70	их в	4	5
71	сказать что	13	5
72	в его	6	5
73	все это	7	4
74	с тем	5	4
75	связи с	5	4
76	на то	8	4
77	об этом	10	4
78	так что	6	4
79	но все	3	4
80	но это	8	4
81	и пр	4	4
82	один из	4	4
83	другими словами	3	4
84	а именно	12	4
85	в связи	4	4
86	с этим	3	4
87	как и	3	4
88	того что	7	4
89	и даже	11	4
90	хотя бы	3	4
91	и для	4	4
92	и с	2	4
93	и на	8	4
94	потому что	16	4
95	могут быть	2	4
96	как будто	3	4
97	все эти	8	4
98	здесь не	7	4
99	не то	2	4
100	не как	2	3
101	точно так	4	3
102	перед нами	5	3
103	по себе	15	3
104	именно в	4	3
105	для этого	3	3
106	при этом	6	3
107	не можем	2	3
108	в целях	2	3
109	в котором	5	3
110	или на	3	3
111	из них	3	3
112	того как	3	3
113	в их	4	3
114	нас не	2	3
115	что же	9	3
116	уже не	3	3
117	и его	3	3
118	не просто	23	3
119	если мы	11	3
120	как мы	7	3
121	мы здесь	2	3
122	есть только	8	3
123	же самое	9	3
124	как это	6	3
125	также и	11	3
126	очень много	3	3
127	тем что	7	3
128	в то	6	3
129	дело в	3	3
130	раз и	9	3
131	и должно	2	3
132	однако это	3	3
133	не существует	6	2
134	только для	3	2
135	не могут	2	2
136	есть еще	3	2
137	всех этих	7	2
138	нисколько не	3	2
139	бы мы	3	2
140	что их	2	2
141	он должен	2	2
142	то он	2	2
143	и потому	2	2
144	вовсе не	35	2
145	ясно что	3	2
146	таких случаях	2	2
147	здесь в	3	2
148	у вас	2	2
149	не содержит	2	2
150	увидим ниже	2	2
151	его как	2	2
152	в ее	3	2
153	и как	6	2
154	для него	2	2
155	и часто	2	2
156	в действительности	3	2
157	и если	6	2
158	что не	3	2
159	мы в	3	2
160	на первый	2	2
161	что такое	6	2
162	большей частью	2	2
163	с ним	3	2
164	же как	2	2
165	но если	2	2
166	как бы	14	2
167	по этому	3	2
168	о нем	3	2
169	в таких	2	2
170	однако не	3	2
171	как оно	3	2
172	и тем	13	2
173	в нем	13	2
174	это было	2	2
175	не есть	29	2
176	говорит о	3	2
177	но уже	5	2
178	во всех	7	2
179	указывает на	14	2
180	как в	4	2
181	мы хотим	3	2
182	во всей	3	2
183	как раз	13	2
184	то и	6	2
185	не на	3	2
186	этому поводу	3	2
187	и только	4	2
188	он не	3	2
189	в виде	15	2
190	еще и	5	2
191	и другое	2	2
192	именно на	3	2
193	этих случаях	3	2
194	а только	5	2
195	на этот	3	2
196	должно быть	2	2
197	по его	2	2
198	во многих	2	2
199	ничего не	10	2
200	нас в	2	2
201	между тем	2	2
202	однако в	2	2
203	он в	2	2
204	в себе	15	2
205	что если	2	2
206	как он	4	2
207	при помощи	13	2
208	которые в	2	2
209	пор мы	2	2
210	когда мы	8	2
211	в области	2	2
212	что этот	2	2
213	тоже не	7	2
214	том как	2	2
