N	2gram	Propp_Isto_1	KulturaY
1	и т	25	39
2	потому что	4	25
3	и в	28	23
4	т е	10	22
5	не только	12	20
6	в том	9	19
7	в этом	8	18
8	и не	9	16
9	ни к	2	15
10	было бы	7	15
11	так как	6	15
12	может быть	25	15
13	т д	22	14
14	если бы	8	12
15	все эти	4	12
16	том что	7	11
17	в области	2	11
18	но в	8	11
19	что в	12	10
20	по себе	3	10
21	а не	15	10
22	вовсе не	2	9
23	вопрос о	5	9
24	то что	9	9
25	хотя бы	4	9
26	можно было	5	9
27	не может	15	9
28	с другой	6	8
29	прежде всего	10	8
30	не в	9	8
31	в качестве	5	8
32	уже не	3	8
33	и что	10	8
34	и пр	4	8
35	что это	8	7
36	не менее	6	7
37	в силу	5	7
38	все же	10	7
39	но и	10	7
40	другой стороны	5	7
41	и с	4	7
42	это не	7	6
43	в этой	6	6
44	но не	5	6
45	что не	2	6
46	тем не	6	6
47	то же	12	6
48	этот вопрос	7	6
49	между тем	2	6
50	и на	4	6
51	что мы	7	6
52	я не	3	5
53	не могут	2	5
54	должна быть	5	5
55	ясно что	2	5
56	что он	10	5
57	об этом	4	5
58	по существу	5	5
59	тот же	2	5
60	еще не	7	5
61	в его	5	5
62	один из	4	5
63	должен быть	3	5
64	и тем	2	5
65	вместе с	6	5
66	что же	3	5
67	приводит к	2	5
68	все это	4	5
69	таким образом	8	5
70	там где	4	5
71	и вот	2	5
72	как это	3	5
73	само по	2	5
74	и здесь	7	5
75	только в	11	5
76	зависимости от	2	5
77	также и	3	5
78	мы имеем	13	5
79	была бы	2	4
80	в зависимости	2	4
81	перед нами	3	4
82	к этому	2	4
83	на то	4	4
84	если мы	3	4
85	к тому	6	4
86	мы знаем	4	4
87	для нас	13	4
88	но все	4	4
89	должно быть	2	4
90	в пределах	4	4
91	или в	5	4
92	как бы	2	4
93	однако не	2	4
94	в нем	2	4
95	со стороны	2	4
96	так же	7	4
97	в связи	4	4
98	сказать что	5	4
99	могут быть	4	4
100	в то	3	4
101	в особенности	2	4
102	ничего не	2	4
103	так и	9	4
104	на этом	3	3
105	нисколько не	2	3
106	случаи когда	3	3
107	всех этих	2	3
108	для этого	3	3
109	точно так	3	3
110	а только	2	3
111	но это	4	3
112	большей или	2	3
113	этого вопроса	3	3
114	связи с	4	3
115	в ней	7	3
116	он не	2	3
117	что и	6	3
118	не все	4	3
119	всего в	2	3
120	что она	5	3
121	как в	2	3
122	как раз	2	3
123	так в	4	3
124	в форме	3	3
125	с этим	4	3
126	то и	2	3
127	не знает	5	3
128	именно в	3	3
129	это так	4	3
130	как мы	3	3
131	того что	4	3
132	из которых	3	3
133	что такое	2	3
134	и по	3	3
135	а в	7	3
136	и его	3	3
137	такие случаи	2	3
138	тем что	3	3
139	или меньшей	2	3
140	на это	2	3
141	в таких	2	3
142	здесь не	4	3
143	за собой	2	2
144	только для	2	2
145	мы будем	5	2
146	же как	2	2
147	с тем	4	2
148	в частности	2	2
149	никогда не	14	2
150	разве не	2	2
151	но так	2	2
152	не как	3	2
153	и от	2	2
154	не просто	3	2
155	связанные с	2	2
156	не всегда	8	2
157	их не	2	2
158	таких случаях	2	2
159	что они	5	2
160	очень часто	3	2
161	всякого рода	2	2
162	утверждать что	3	2
163	в другом	3	2
164	и потому	2	2
165	поставить вопрос	2	2
166	с одной	4	2
167	что если	2	2
168	с той	2	2
169	не более	2	2
170	как будто	4	2
171	при этом	3	2
172	и если	2	2
173	мы в	2	2
174	в целях	3	2
175	конечно не	2	2
176	в конечном	2	2
177	и даже	4	2
178	был бы	2	2
179	мы видели	2	2
180	но уже	2	2
181	превращается в	4	2
182	в современной	3	2
183	дело не	5	2
184	а именно	4	2
185	в их	3	2
186	в своем	5	2
187	не на	2	2
188	в отличие	2	2
189	того как	3	2
190	следовало бы	3	2
191	и для	4	2
192	это положение	2	2
193	еще и	2	2
194	как и	4	2
195	чтобы не	3	2
196	здесь мы	7	2
197	но оно	4	2
198	должны быть	4	2
199	на этот	2	2
200	отказ от	2	2
201	от этого	2	2
202	мы должны	13	2
203	могли бы	3	2
204	будто бы	3	2
205	ответ на	2	2
206	большинстве случаев	4	2
207	отличие от	2	2
208	отношения к	2	2
209	это конечно	3	2
210	не то	4	2
