N	2gram	Vygotskiy__4	Hudozhes
1	в мире	3	23
2	то есть	13	18
3	и не	13	16
4	в том	21	15
5	и в	33	15
6	не только	7	15
7	в частности	4	13
8	может быть	22	13
9	при этом	2	12
10	а в	4	12
11	и его	5	12
12	но не	3	11
13	в этом	28	11
14	в себе	6	11
15	представляет собой	2	10
16	как бы	25	10
17	но и	3	10
18	так и	3	10
19	то же	9	10
20	а не	6	10
21	в его	10	9
22	точки зрения	6	9
23	себя в	4	8
24	сводится к	2	8
25	с другой	2	7
26	в искусстве	2	7
27	в то	3	7
28	но в	2	7
29	в основе	3	6
30	с его	2	6
31	что в	21	6
32	в ее	2	6
33	том что	22	6
34	не в	2	6
35	же время	2	6
36	не может	10	6
37	можно сказать	2	5
38	ни в	3	5
39	только в	4	5
40	тем самым	3	5
41	в самом	12	5
42	того что	4	5
43	в нем	7	5
44	с ее	3	5
45	то что	44	5
46	другой стороны	2	5
47	в их	2	5
48	героя и	2	5
49	место в	2	4
50	а на	2	4
51	прежде всего	2	4
52	к тому	12	4
53	и как	5	4
54	например в	3	4
55	он не	11	4
56	в своей	4	4
57	со стороны	2	4
58	и то	2	4
59	сказать что	13	4
60	мы имеем	2	4
61	говорить о	3	4
62	как это	14	4
63	если бы	10	3
64	это не	6	3
65	была бы	2	3
66	что он	20	3
67	и к	2	3
68	в пределах	3	3
69	читателя в	2	3
70	иначе говоря	2	3
71	несет в	3	3
72	как раз	9	3
73	далеко не	3	3
74	не будет	4	3
75	как говорит	2	3
76	в целом	5	3
77	не на	2	3
78	таким образом	13	3
79	как и	5	3
80	в той	3	3
81	и что	25	3
82	с точки	4	3
83	во всей	3	3
84	и для	3	3
85	в таком	4	3
86	в рассказе	8	3
87	их в	3	3
88	потому что	24	3
89	но он	6	3
90	и ее	2	3
91	в русской	2	3
92	его в	3	3
93	в художественном	2	3
94	в которой	4	3
95	в виду	2	3
96	на этом	3	2
97	я не	4	2
98	сама по	3	2
99	в порядке	4	2
100	речь идет	3	2
101	в сторону	3	2
102	тому что	6	2
103	в своем	7	2
104	в них	2	2
105	в одном	3	2
106	вовсе не	5	2
107	по себе	9	2
108	для понимания	2	2
109	что может	3	2
110	об этом	4	2
111	мы легко	3	2
112	идет о	3	2
113	одна из	4	2
114	времени и	2	2
115	могла бы	4	2
116	одной стороны	3	2
117	говорит что	10	2
118	никто не	4	2
119	во всех	2	2
120	и о	4	2
121	и потому	2	2
122	даже в	2	2
123	не является	2	2
124	не все	2	2
125	принадлежит к	2	2
126	как в	3	2
127	слова как	3	2
128	а с	2	2
129	с одной	3	2
130	именно в	2	2
131	все эти	6	2
132	это и	5	2
133	того чтобы	22	2
134	для того	23	2
135	из которых	3	2
136	так же	13	2
137	материала в	3	2
138	либо в	4	2
139	с ним	5	2
140	и на	5	2
141	между двумя	2	2
142	у него	6	2
143	одно из	2	2
144	в этой	9	2
145	о том	20	2
146	и это	5	2
147	из этого	5	2
148	бы не	2	2
