N	2gram	Ircho_Kome_2	Dialekti
1	и не	14	27
2	точки зрения	4	25
3	и в	26	24
4	и т	2	24
5	не только	7	23
6	не может	3	19
7	и есть	2	16
8	и что	2	15
9	то что	6	14
10	может быть	11	13
11	таким образом	6	13
12	что он	5	13
13	вовсе не	2	13
14	что это	4	12
15	не менее	4	11
16	не имеет	3	11
17	отнюдь не	2	10
18	ни в	5	9
19	то это	2	9
20	но и	10	9
21	что она	2	9
22	прежде всего	4	8
23	так что	5	8
24	том что	9	8
25	в этом	10	8
26	что в	9	7
27	в самом	4	7
28	потому что	6	7
29	в виду	2	7
30	ясно что	8	7
31	как и	4	7
32	но если	3	6
33	все это	3	6
34	и с	5	6
35	о том	6	6
36	так как	4	6
37	если бы	9	6
38	и все	2	6
39	об этом	2	6
40	что и	7	6
41	даже не	3	6
42	то же	3	6
43	с этой	3	5
44	в том	11	5
45	что его	3	5
46	хотя и	4	5
47	жизни и	3	5
48	и его	12	5
49	что для	4	5
50	одно из	2	5
51	в то	6	5
52	как это	4	5
53	в них	4	5
54	вопрос о	3	5
55	и к	2	5
56	было бы	8	5
57	он не	2	5
58	так и	12	5
59	мы не	2	5
60	только в	4	5
61	тому что	4	4
62	с другой	2	4
63	это не	2	4
64	то время	3	4
65	к тому	12	4
66	хотя бы	2	4
67	время как	2	4
68	нет и	2	4
69	говорить о	2	4
70	в истории	5	4
71	от того	2	4
72	при всем	3	4
73	и это	2	4
74	из самых	2	3
75	не было	3	3
76	все же	4	3
77	все время	2	3
78	в своем	6	3
79	в одной	2	3
80	и от	4	3
81	и я	2	3
82	что именно	2	3
83	мы знаем	3	3
84	не в	2	3
85	же время	3	3
86	одной стороны	2	3
87	в нем	6	3
88	это было	4	3
89	из них	7	3
90	с одной	2	3
91	друг друга	3	3
92	и на	7	3
93	с этим	5	3
94	тем что	3	3
95	на себя	7	3
96	в силу	2	3
97	одна из	2	3
98	как бы	2	3
99	если не	2	3
100	для того	5	3
101	из которых	3	3
102	к нему	3	3
103	той же	3	3
104	и ее	2	3
105	что их	2	2
106	в частности	4	2
107	что у	4	2
108	из этих	4	2
109	для нас	3	2
110	тому же	11	2
111	на этом	2	2
112	еще не	6	2
113	а из	2	2
114	и если	2	2
115	например в	3	2
116	на что	2	2
117	не вполне	2	2
118	всяком случае	2	2
119	так или	3	2
120	говоря уже	2	2
121	не говоря	2	2
122	целый ряд	2	2
123	же от	2	2
124	а в	3	2
125	меньше чем	2	2
126	в ней	3	2
127	и здесь	6	2
128	в первом	2	2
129	уже о	2	2
130	бы в	2	2
131	но в	3	2
132	с его	5	2
133	у него	4	2
134	как видим	2	2
135	нового времени	2	2
136	и во	2	2
137	в их	3	2
138	же в	4	2
139	только потому	2	2
140	но не	3	2
141	никто не	3	2
142	же можно	2	2
143	силу этого	2	2
144	тех пор	3	2
145	со стороны	2	2
146	себя в	3	2
147	как не	2	2
148	на основании	5	2
149	так в	2	2
150	как мы	4	2
151	и у	2	2
152	и для	4	2
153	или в	3	2
154	или иначе	3	2
155	бы то	2	2
156	во всяком	2	2
157	из этого	2	2
158	в его	4	2
