N	2gram	Tiupa_Hudo_1	Istorich
1	и в	14	25
2	что он	9	22
3	и т	11	20
4	т д	3	18
5	может быть	5	17
6	т е	4	16
7	не только	12	13
8	но и	5	13
9	в его	8	12
10	и не	2	11
11	уже не	7	11
12	все же	3	10
13	в этом	11	10
14	тем что	3	10
15	его в	3	9
16	и его	5	9
17	героя в	2	9
18	связи с	4	8
19	что в	6	8
20	мы знаем	2	8
21	том что	16	8
22	еще не	7	8
23	на него	2	8
24	все эти	3	8
25	и что	2	8
26	и на	3	8
27	в частности	5	7
28	в качестве	9	7
29	как и	9	7
30	то что	8	7
31	в нем	3	7
32	превращается в	3	7
33	потому что	5	7
34	только в	5	7
35	о том	12	7
36	в этих	5	6
37	это не	7	6
38	прежде всего	11	6
39	себя в	4	6
40	как в	8	6
41	не может	7	6
42	и он	5	6
43	не в	7	6
44	в том	12	6
45	в море	2	5
46	ясно что	2	5
47	с этим	3	5
48	как мы	3	5
49	живет в	2	5
50	но не	3	5
51	например в	2	5
52	в ней	4	5
53	в него	2	5
54	мы не	2	5
55	не менее	5	4
56	что у	3	4
57	все еще	2	4
58	тем не	4	4
59	в ее	3	4
60	мы уже	4	4
61	в пределах	3	4
62	же как	2	4
63	все это	2	4
64	в связи	3	4
65	то же	9	4
66	он не	4	4
67	за ним	2	4
68	и это	4	4
69	с ним	4	4
70	никогда не	6	3
71	и все	4	3
72	в целом	2	3
73	в этой	8	3
74	в то	8	3
75	в себя	2	3
76	того чтобы	3	3
77	на том	2	3
78	о нем	3	3
79	если в	2	3
80	не знаем	2	3
81	представляют собой	2	3
82	в форме	2	3
83	что при	3	3
84	на этом	3	3
85	друг друга	5	3
86	а в	7	3
87	и с	4	3
88	они не	2	3
89	человека в	6	3
90	в русской	4	3
91	героя и	5	3
92	перед нами	5	2
93	у него	9	2
94	и быть	4	2
95	вопрос о	2	2
96	по себе	2	2
97	на то	4	2
98	можно сказать	4	2
99	так что	2	2
100	об этом	5	2
101	же в	3	2
102	с этой	2	2
103	мы узнаем	4	2
104	такой же	3	2
105	одна из	2	2
106	в землю	2	2
107	на тех	3	2
108	до сих	2	2
109	она не	4	2
110	в это	2	2
111	жизни и	5	2
112	несмотря на	4	2
113	если бы	3	2
114	от себя	2	2
115	как бы	7	2
116	и потому	2	2
117	еще в	3	2
118	даже в	3	2
119	один из	4	2
120	сих пор	2	2
121	в своей	10	2
122	отношению к	8	2
123	со стороны	3	2
124	по отношению	8	2
125	и для	3	2
126	самом деле	5	2
127	а не	12	2
128	того что	4	2
129	и герой	2	2
130	и по	3	2
131	так в	2	2
132	то в	4	2
133	но он	3	2
134	точки зрения	5	2
135	из них	4	2
136	особенно в	2	2
137	ничего не	8	2
138	том как	3	2
