N	2gram	Vygotskiy__4	Myslijsy
1	то есть	13	34
2	потому что	24	33
3	то что	44	29
4	может быть	22	26
5	таким образом	13	24
6	в том	21	23
7	и в	33	23
8	в этом	28	23
9	и не	13	18
10	что в	21	17
11	при этом	2	15
12	только в	4	15
13	для нас	7	14
14	как и	5	14
15	в себе	6	14
16	то же	9	14
17	того что	4	14
18	так как	12	14
19	если бы	10	13
20	том что	22	12
21	не было	3	12
22	а не	6	12
23	по себе	9	11
24	но и	3	11
25	не в	2	11
26	не может	10	11
27	и потому	2	10
28	что мы	6	10
29	не только	7	10
30	тем что	3	10
31	мы можем	5	10
32	в своем	7	8
33	было бы	12	8
34	то это	3	8
35	мы не	5	8
36	сказать что	13	8
37	о том	20	8
38	но в	2	8
39	с тем	4	7
40	что это	13	7
41	это не	6	7
42	на то	10	7
43	в нем	7	7
44	что и	3	7
45	и что	25	7
46	вовсе не	5	7
47	и т	6	7
48	как в	3	7
49	с этим	5	7
50	этого слова	3	7
51	что если	3	6
52	до тех	2	6
53	и к	2	6
54	тех пор	2	6
55	для того	23	6
56	вместе с	8	6
57	тем и	2	6
58	что не	4	6
59	когда мы	6	6
60	в которой	4	6
61	так и	3	6
62	уже в	2	5
63	так что	7	5
64	есть только	2	5
65	не можем	3	5
66	и мы	15	5
67	в его	10	5
68	как бы	25	5
69	бы и	2	5
70	все это	13	5
71	допустим что	2	5
72	должно быть	3	5
73	внимание на	2	5
74	а в	4	5
75	с ним	5	5
76	во всяком	3	5
77	образом в	2	5
78	говорить о	3	5
79	и то	2	5
80	слова и	4	5
81	не имеет	2	5
82	не то	4	5
83	думать что	2	4
84	и та	2	4
85	и все	12	4
86	что все	11	4
87	что он	20	4
88	до сих	3	4
89	можно сказать	2	4
90	и может	5	4
91	по поводу	4	4
92	в одном	3	4
93	и о	4	4
94	в котором	2	4
95	сам по	2	4
96	сих пор	3	4
97	да и	3	4
98	слово в	2	4
99	в той	3	4
100	тем самым	3	4
101	того чтобы	22	4
102	хотя бы	2	4
103	так же	13	4
104	слов в	2	4
105	в таком	4	4
106	точки зрения	6	4
107	в каком	8	4
108	т п	3	4
109	в то	3	4
110	же самое	6	4
111	могли бы	2	4
112	его в	3	4
113	мы имеем	2	4
114	и с	2	4
115	при помощи	4	3
116	только не	2	3
117	и есть	4	3
118	никогда не	5	3
119	связи с	2	3
120	в них	2	3
121	именно в	2	3
122	в нее	2	3
123	не будет	4	3
124	же время	2	3
125	в действительности	2	3
126	и если	9	3
127	и из	3	3
128	мы уже	5	3
129	к тому	12	3
130	например в	3	3
131	в самом	12	3
132	мы в	3	3
133	в виду	2	3
134	всяком случае	3	3
135	и другим	2	3
136	со стороны	2	3
137	только что	15	3
138	и только	7	3
139	бы не	2	3
140	до этого	2	3
141	т д	2	3
142	той же	4	3
143	все эти	6	3
144	и других	4	3
145	что у	4	3
146	те же	2	3
147	на самом	6	3
148	самом деле	12	3
149	и на	5	3
150	этот вопрос	4	3
151	и до	3	3
152	в которых	3	3
153	их в	3	3
154	и так	4	3
155	в искусстве	2	3
156	с точки	4	3
157	что эти	2	3
158	на нее	2	3
159	тому как	2	2
160	во время	6	2
161	я не	4	2
162	самого начала	5	2
163	в двух	4	2
164	и как	5	2
165	мысли о	2	2
166	из нее	3	2
167	тому что	6	2
168	сами по	3	2
169	столь же	2	2
170	с другой	2	2
171	из этих	2	2
172	точно так	3	2
173	а как	2	2
174	вопрос о	2	2
175	для понимания	2	2
176	что может	3	2
177	и здесь	3	2
178	в ее	2	2
179	в самой	6	2
180	у нас	4	2
181	из этого	5	2
182	об этом	4	2
183	мы могли	2	2
184	одна и	2	2
185	она не	3	2
186	тот же	3	2
187	в это	2	2
188	в сущности	6	2
189	в ней	6	2
190	он не	11	2
191	и когда	2	2
192	никто не	4	2
193	даже в	2	2
194	пор пока	2	2
195	один из	2	2
196	нам кажется	2	2
197	и это	5	2
198	в мире	3	2
199	конечно не	3	2
200	указывает на	3	2
201	что она	10	2
202	даже не	2	2
203	как она	10	2
204	мы видим	6	2
205	быть не	2	2
206	и для	3	2
207	если мы	12	2
208	же мы	2	2
209	что его	3	2
210	образом что	2	2
211	как мы	4	2
212	здесь мы	3	2
213	и другое	2	2
214	из которых	3	2
215	на этот	3	2
216	с психологической	2	2
217	и его	5	2
218	можно было	4	2
219	в своих	3	2
220	а нечто	2	2
221	в виде	3	2
222	в первый	3	2
223	он все	3	2
224	мы должны	6	2
225	но мы	2	2
226	человеческой природы	2	2
227	это было	4	2
