N	2gram	Tiupa_Teor_1	Literetu
1	и не	13	22
2	тогда как	15	17
3	и в	18	16
4	в мире	19	16
5	при этом	12	15
6	не только	16	14
7	но и	9	14
8	в этом	8	14
9	а не	9	12
10	то что	3	12
11	может быть	17	12
12	в том	16	12
13	в частности	16	11
14	не в	7	10
15	такого рода	8	10
16	своего рода	7	10
17	я и	2	10
18	то же	7	9
19	так и	10	9
20	того что	4	9
21	в то	6	9
22	в жизни	2	8
23	том что	9	8
24	не может	4	8
25	в этой	3	8
26	как бы	5	8
27	в своей	6	7
28	же время	5	7
29	себя в	6	7
30	со стороны	2	7
31	тем самым	4	7
32	точки зрения	9	7
33	я в	16	7
34	только в	6	7
35	лирического героя	4	7
36	с его	5	6
37	причастности к	2	6
38	состоит в	17	6
39	с другой	7	6
40	произведение искусства	5	6
41	в стихотворении	4	6
42	к тому	2	6
43	эстетического объекта	2	6
44	еще не	4	6
45	в его	6	6
46	и т.п	4	6
47	и его	8	6
48	в себе	9	6
49	в другом	3	6
50	присутствия в	6	6
51	в качестве	24	5
52	это не	2	5
53	в ее	5	5
54	субъекта и	2	5
55	как и	4	5
56	соответствии с	2	5
57	лишь в	6	5
58	особого рода	2	5
59	в целом	3	5
60	вместе с	2	5
61	как в	5	5
62	а именно	2	5
63	в отличие	6	5
64	а в	13	5
65	лирический герой	2	5
66	именно в	3	5
67	всего лишь	6	5
68	в основе	3	5
69	то есть	12	5
70	в поэзии	2	5
71	отличие от	6	5
72	место в	5	4
73	но не	9	4
74	в рамках	7	4
75	никогда не	4	4
76	однако в	7	4
77	даже в	3	4
78	перед лицом	2	4
79	одной стороны	2	4
80	и для	2	4
81	одним из	2	4
82	хотя и	3	4
83	отношению к	4	4
84	данном случае	5	4
85	в тексте	14	4
86	по отношению	4	4
87	жизни в	2	4
88	я как	2	4
89	с одной	2	4
90	а также	6	4
91	в данном	8	4
92	как будто	2	4
93	в одном	2	4
94	ни к	3	3
95	том числе	2	3
96	личности в	3	3
97	отнюдь не	3	3
98	прежде всего	2	3
99	в романе	3	3
100	в соответствии	3	3
101	и как	2	3
102	то в	2	3
103	и к	3	3
104	в самом	4	3
105	и а	4	3
106	вслед за	2	3
107	однако если	2	3
108	в слове	3	3
109	я с	5	3
110	и тем	3	3
111	с ее	3	3
112	уже не	4	3
113	говоря словами	3	3
114	с точки	3	3
115	на смену	4	3
116	эстетический объект	3	3
117	не случайно	5	3
118	потому что	3	3
119	самим собой	3	3
120	по своей	3	3
121	как это	8	3
122	отношения к	2	3
123	в области	4	3
124	но в	9	3
125	между тем	5	3
126	в противоположность	2	2
127	художественного произведения	4	2
128	что в	9	2
129	не менее	4	2
130	если бы	3	2
131	так или	4	2
132	и одновременно	4	2
133	другого я	2	2
134	в конце	2	2
135	я не	2	2
136	этого текста	2	2
137	или иной	4	2
138	в нем	4	2
139	и ее	3	2
140	у нас	2	2
141	всякий раз	2	2
142	в присутствии	2	2
143	а на	3	2
144	того же	3	2
145	во втором	3	2
146	лирическая героиня	5	2
147	в свою	3	2
148	для него	2	2
149	можно сказать	3	2
150	в первой	5	2
151	от себя	3	2
152	не вполне	2	2
153	к жизни	2	2
154	один из	2	2
155	субъект и	2	2
156	не с	3	2
157	что и	2	2
158	отношение к	5	2
159	во второй	7	2
160	так же	2	2
161	как раз	2	2
162	а и	4	2
163	и вот	3	2
164	в принципе	4	2
165	другой стороны	5	2
166	и даже	2	2
167	жизни как	4	2
168	своей жизни	2	2
169	или иначе	5	2
170	эстетического отношения	12	2
171	далеко не	2	2
172	на себя	2	2
173	представляет собой	9	2
174	не знает	3	2
175	могли бы	2	2
176	его в	2	2
177	в первом	2	2
178	и потому	2	2
179	ее в	2	2
180	для меня	2	2
