N	2gram	Bakhtin_Pr_4	Istorich
1	и в	46	26
2	так как	5	18
3	мы имеем	3	14
4	никогда не	6	13
5	потому что	4	13
6	что в	4	12
7	таким образом	4	12
8	в том	9	12
9	и на	11	12
10	в этом	16	12
11	может быть	23	11
12	с другой	3	10
13	том что	4	10
14	и не	27	10
15	не только	14	10
16	что он	6	9
17	еще не	7	9
18	но и	12	9
19	в нем	17	8
20	все же	4	8
21	на том	2	8
22	вместе с	2	8
23	другой стороны	3	8
24	все эти	4	8
25	и это	3	8
26	с ним	2	8
27	превращается в	4	7
28	уже не	4	7
29	мы можем	4	7
30	например в	4	7
31	и его	6	7
32	у него	5	7
33	о том	5	7
34	но в	6	7
35	то что	4	6
36	мы уже	3	6
37	как в	4	6
38	так в	2	6
39	не может	19	6
40	и с	7	6
41	как он	3	6
42	мы не	4	6
43	очень часто	4	5
44	у нас	2	5
45	как и	12	5
46	в его	9	5
47	то это	3	5
48	так и	4	5
49	то же	6	5
50	и что	3	5
51	тем что	3	5
52	в то	5	5
53	только в	6	5
54	там где	2	5
55	и этим	3	5
56	есть и	2	4
57	это не	5	4
58	из этих	3	4
59	но здесь	3	4
60	имеем в	3	4
61	прежде всего	9	4
62	с его	5	4
63	но это	6	4
64	до сих	8	4
65	все что	2	4
66	как бы	19	4
67	и тем	2	4
68	что и	3	4
69	сих пор	8	4
70	как мы	12	4
71	и он	6	4
72	и по	2	4
73	в других	2	4
74	в античности	2	4
75	например у	2	3
76	и другие	3	3
77	если бы	3	3
78	могут быть	2	3
79	в одном	11	3
80	должна быть	2	3
81	вопрос о	2	3
82	так что	2	3
83	не в	10	3
84	такой же	3	3
85	же как	2	3
86	они не	2	3
87	кроме того	4	3
88	она не	3	3
89	почти всегда	3	3
90	в него	6	3
91	когда он	2	3
92	в своей	3	3
93	во сне	2	3
94	и через	2	3
95	а в	2	3
96	при этом	5	3
97	и других	4	3
98	к своему	3	3
99	и наконец	4	3
100	или в	8	3
101	в данном	2	3
102	их в	3	3
103	сказать что	2	3
104	и только	3	3
105	в себе	7	3
106	не было	2	3
107	далеко не	3	3
108	того как	2	3
109	от этого	2	3
110	перед нами	12	2
111	все время	2	2
112	и как	2	2
113	в этих	4	2
114	с собой	3	2
115	в своем	3	2
116	но он	3	2
117	того же	3	2
118	отличается от	3	2
119	здесь и	3	2
120	в одной	2	2
121	с этим	2	2
122	вовсе не	9	2
123	стороны и	2	2
124	на то	3	2
125	живет на	6	2
126	можно сказать	4	2
127	к тому	2	2
128	для нас	2	2
129	живет в	2	2
130	по отношению	5	2
131	но все	2	2
132	в античной	2	2
133	одна из	2	2
134	но не	4	2
135	так же	3	2
136	всех его	3	2
137	что мы	2	2
138	героя в	3	2
139	было бы	3	2
140	и сам	5	2
141	кажется что	3	2
142	него в	3	2
143	но для	3	2
144	в свое	2	2
145	не могло	2	2
146	здесь нет	3	2
147	нам кажется	5	2
148	отношению к	5	2
149	жизни и	5	2
150	своего рода	4	2
151	ни в	6	2
152	и до	3	2
153	но эти	4	2
154	образом и	3	2
155	на него	3	2
156	что же	3	2
157	целый ряд	2	2
158	то и	2	2
159	он не	4	2
160	увидим что	2	2
161	и они	2	2
162	мы находим	5	2
163	в одно	2	2
164	а не	11	2
165	можно было	2	2
166	людей и	4	2
167	во всяком	2	2
168	он и	4	2
169	к себе	6	2
170	в которых	2	2
171	о котором	2	2
172	ту же	2	2
173	в этой	3	2
174	которые в	2	2
175	здесь не	4	2
176	ничего не	2	2
177	но при	3	2
