N	2gram	Tiupa_Lite_2	Analitik
1	не только	8	22
2	тогда как	9	20
3	и в	19	18
4	как и	10	14
5	так и	7	14
6	в этом	9	14
7	но и	10	13
8	и его	3	13
9	в частности	4	12
10	том что	7	12
11	в качестве	5	12
12	и не	11	12
13	при этом	6	11
14	коммуникативного события	2	11
15	а в	3	10
16	как бы	2	10
17	то есть	5	10
18	может быть	17	9
19	со стороны	3	9
20	что в	4	9
21	а не	20	9
22	в том	10	9
23	со своей	2	8
24	своего рода	13	8
25	и даже	8	8
26	не случайно	4	8
27	всего лишь	3	8
28	с другой	8	7
29	но не	5	7
30	в его	4	7
31	в русской	4	7
32	отношению к	3	7
33	как раз	2	7
34	по отношению	4	7
35	не в	4	6
36	в начале	3	6
37	для него	4	6
38	еще не	2	6
39	в этой	3	6
40	он не	5	6
41	в их	3	6
42	о том	2	6
43	никогда не	3	5
44	однако в	6	5
45	не является	2	5
46	в конце	2	5
47	прежде всего	4	5
48	того же	4	5
49	такого рода	9	5
50	как правило	3	5
51	что и	2	5
52	в мире	9	5
53	и т.п	10	5
54	другой стороны	4	5
55	в сущности	3	5
56	уже не	2	5
57	той же	2	5
58	в результате	2	5
59	я в	7	5
60	представляет собой	2	5
61	не менее	6	4
62	отнюдь не	4	4
63	столь же	5	4
64	по крайней	2	4
65	в одном	2	4
66	состоит в	9	4
67	что он	3	4
68	и к	2	4
69	и как	3	4
70	себя в	6	4
71	и сам	2	4
72	картина мира	2	4
73	крайней мере	2	4
74	все же	2	4
75	русской литературе	2	4
76	коммуникативной стратегии	2	4
77	ли не	4	4
78	тем самым	3	4
79	и на	6	4
80	в данном	3	4
81	уже в	2	3
82	в рамках	4	3
83	в каждом	2	3
84	восходит к	2	3
85	и без	2	3
86	не столько	3	3
87	личности в	3	3
88	в ее	2	3
89	было бы	2	3
90	же время	9	3
91	если в	2	3
92	к жизни	2	3
93	с ее	2	3
94	в целом	2	3
95	данном случае	3	3
96	так в	5	3
97	то же	12	3
98	не было	2	3
99	этом отношении	3	3
100	в году	5	3
101	путь к	2	3
102	что не	2	3
103	мы не	4	3
104	ничего не	3	3
105	являет собой	2	3
106	следует признать	3	3
107	точки зрения	4	3
108	подобно тому	2	3
109	он и	2	3
110	но как	2	3
111	в то	9	3
112	едва ли	4	3
113	как это	2	3
114	я и	4	3
115	в противоположность	2	2
116	лирическое я	4	2
117	могут быть	2	2
118	для всех	5	2
119	конечном счете	5	2
120	в них	2	2
121	о себе	3	2
122	в жизни	2	2
123	в нем	3	2
124	как уже	2	2
125	наш взгляд	3	2
126	на два	2	2
127	тем не	2	2
128	же в	2	2
129	системе ценностей	2	2
130	вплоть до	3	2
131	то в	2	2
132	в противовес	3	2
133	одна из	5	2
134	без остатка	3	2
135	с тем	2	2
136	очевидно что	2	2
137	не более	2	2
138	к собственной	2	2
139	одной стороны	6	2
140	нам представляется	2	2
141	по преимуществу	2	2
142	в ней	4	2
143	в конечном	5	2
144	а также	2	2
145	свое время	2	2
146	даже в	4	2
147	один из	4	2
148	не с	3	2
149	то что	7	2
150	в культуре	3	2
151	во всех	3	2
152	в сравнении	2	2
153	вместе с	5	2
154	не может	9	2
155	как к	3	2
156	с одной	7	2
157	но с	3	2
158	в себя	3	2
159	о которой	2	2
160	на наш	3	2
161	в принципе	5	2
162	с точки	3	2
163	и он	3	2
164	и для	3	2
165	сравнении с	2	2
166	в глазах	3	2
167	тому как	2	2
168	русской поэзии	3	2
169	тем что	4	2
170	на себя	2	2
171	в себе	6	2
172	в искусстве	4	2
173	и т.д	7	2
174	в свое	2	2
175	но в	2	2
