N	2gram	Bakhtin_Fr_4	Problema
1	и в	29	30
2	в своей	5	22
3	то есть	21	21
4	то что	4	18
5	не только	10	18
6	том что	3	17
7	в этом	11	17
8	и даже	3	14
9	но и	9	13
10	таким образом	20	13
11	в том	7	12
12	в его	8	12
13	и не	16	12
14	также и	4	12
15	о том	2	12
16	в своем	3	11
17	у него	5	11
18	точки зрения	4	10
19	в этой	13	10
20	все же	3	9
21	сказать что	5	9
22	но в	12	9
23	только в	2	9
24	и все	13	9
25	в конце	9	8
26	вовсе не	9	8
27	хотя и	2	8
28	с точки	2	8
29	никогда не	2	7
30	что он	4	7
31	подобного рода	2	7
32	как и	12	7
33	в дальнейшем	3	7
34	связи с	2	7
35	но не	2	7
36	может быть	2	7
37	так и	11	7
38	до нас	2	7
39	здесь не	3	7
40	в результате	4	7
41	с другой	4	6
42	прежде всего	8	6
43	уже не	2	6
44	и как	3	6
45	и для	2	6
46	как бы	8	6
47	конце концов	4	6
48	в нем	5	6
49	другой стороны	3	6
50	и его	8	6
51	и на	11	6
52	его в	9	6
53	так как	7	6
54	что у	3	5
55	в которой	4	5
56	так же	7	5
57	и их	3	5
58	и о	5	5
59	не может	2	5
60	в году	3	5
61	и у	2	5
62	и то	2	5
63	но он	6	5
64	он и	5	5
65	как раз	2	5
66	и с	9	5
67	мы можем	3	5
68	еще и	7	4
69	в частности	3	4
70	жизни в	2	4
71	нового времени	2	4
72	ни в	2	4
73	при этом	3	4
74	того же	5	4
75	и сам	3	4
76	в качестве	3	4
77	людей но	2	4
78	и к	2	4
79	не мог	2	4
80	и вполне	3	4
81	или в	2	4
82	даже и	2	4
83	в себе	3	4
84	в то	10	4
85	далеко не	5	4
86	из этого	2	4
87	же не	2	4
88	все время	3	3
89	именно в	2	3
90	и другие	2	3
91	но только	2	3
92	все в	2	3
93	в ее	3	3
94	что они	2	3
95	тот же	3	3
96	то время	2	3
97	как будто	2	3
98	еще не	4	3
99	одной стороны	2	3
100	для того	3	3
101	он не	3	3
102	а также	2	3
103	бы не	2	3
104	с одной	2	3
105	того что	3	3
106	в эпоху	15	3
107	к нему	3	3
108	в других	2	3
109	жизнь и	4	3
110	в ней	3	3
111	с ним	2	3
112	в виду	2	3
113	только для	4	2
114	поэтому и	5	2
115	уже и	2	2
116	в них	7	2
117	том числе	3	2
118	по всему	2	2
119	как в	2	2
120	это не	5	2
121	уже в	2	2
122	один из	4	2
123	к этому	2	2
124	здесь в	6	2
125	к тому	2	2
126	то же	10	2
127	как мы	10	2
128	он был	2	2
129	да и	2	2
130	раз в	2	2
131	что здесь	3	2
132	кроме того	2	2
133	жизни и	4	2
134	время это	2	2
135	на его	2	2
136	о своем	2	2
137	конечно не	4	2
138	и земли	2	2
139	в котором	2	2
140	из них	6	2
141	и за	3	2
142	и до	5	2
143	этот образ	4	2
144	в атмосфере	6	2
145	все эти	9	2
146	и они	3	2
147	в трех	2	2
148	с помощью	4	2
149	всякого рода	2	2
150	они не	2	2
151	того чтобы	3	2
152	бы на	2	2
153	власти и	2	2
154	тем что	4	2
155	в одной	2	2
156	по своей	3	2
157	дело в	2	2
158	есть в	2	2
159	мира и	4	2
160	в чем	3	2
161	это конечно	2	2
