N	2gram	Tiupa_Hudo_1	Narrotol
1	не только	12	26
2	а не	12	17
3	но и	5	15
4	тогда как	7	15
5	в том	12	14
6	при этом	12	14
7	в качестве	9	14
8	и не	2	14
9	том что	16	13
10	и в	14	13
11	в этом	11	13
12	состоит в	2	12
13	такого рода	3	12
14	в частности	5	11
15	только в	5	11
16	с собачкой	8	10
17	может быть	5	10
18	своего рода	7	9
19	к тому	7	9
20	так и	13	9
21	у чехова	13	9
22	а в	7	9
23	картина мира	4	8
24	то что	8	8
25	в себе	11	8
26	в тексте	3	8
27	не может	7	8
28	не в	7	8
29	иначе говоря	2	7
30	к себе	5	7
31	дамы с	4	7
32	в рамках	2	6
33	никогда не	6	6
34	в своем	4	6
35	прежде всего	11	6
36	можно сказать	4	6
37	и к	4	6
38	того что	4	6
39	в его	8	6
40	со стороны	3	6
41	жизни в	6	6
42	героя в	2	6
43	все же	3	6
44	у него	9	6
45	как бы	7	6
46	а также	3	6
47	всего лишь	4	6
48	ничего не	8	6
49	но в	5	6
50	точки зрения	5	5
51	не столько	2	5
52	человеческого я	4	5
53	себе самому	3	5
54	тем не	4	5
55	что он	9	5
56	хотя и	2	5
57	он не	4	5
58	в нем	3	5
59	отношению к	8	5
60	на него	2	5
61	как в	8	5
62	в форме	2	5
63	по отношению	8	5
64	в то	8	5
65	о том	12	5
66	перед нами	5	4
67	не менее	5	4
68	если бы	3	4
69	отнюдь не	3	4
70	в глазах	6	4
71	в конце	4	4
72	в литературе	3	4
73	об этом	5	4
74	же в	3	4
75	как и	9	4
76	у нее	2	4
77	что в	6	4
78	для него	10	4
79	читателя в	6	4
80	при всей	2	4
81	встрече с	3	4
82	жизни и	5	4
83	в своей	10	4
84	в ее	3	4
85	то же	9	4
86	уже говорилось	2	4
87	уже не	7	4
88	в мире	3	4
89	в рассказе	11	4
90	в другом	2	4
91	в этой	8	4
92	и все	4	4
93	с ним	4	4
94	в себя	2	4
95	в ответ	2	3
96	с его	5	3
97	человек в	2	3
98	конечном счете	2	3
99	тому что	4	3
100	это не	7	3
101	пока еще	2	3
102	или иного	2	3
103	личность не	2	3
104	да и	2	3
105	жизни так	2	3
106	что я	2	3
107	одна из	2	3
108	о котором	2	3
109	но не	3	3
110	же время	8	3
111	в аспекте	5	3
112	в произведениях	2	3
113	того или	2	3
114	как раз	4	3
115	и когда	3	3
116	в конечном	2	3
117	с мезонином	2	3
118	о нем	3	3
119	для себя	3	3
120	характера и	2	3
121	один из	4	3
122	в целом	2	3
123	на том	2	3
124	как по	2	3
125	внимание на	2	3
126	то и	3	3
127	как к	3	3
128	все эти	3	3
129	самом деле	5	3
130	при встрече	2	3
131	того чтобы	3	3
132	и даже	3	3
133	и по	3	3
134	и для	3	3
135	и его	5	3
136	в таком	3	3
137	для других	2	3
138	с ними	2	3
139	характер и	2	3
140	с этой	2	3
141	этом отношении	3	3
142	не следует	2	3
143	никак не	2	3
144	между тем	8	3
145	действующих лиц	2	3
146	по своей	4	3
147	как правило	6	3
148	так сказать	2	3
149	едва ли	3	3
150	субъекта самоопределения	2	3
151	личность же	2	2
152	личного опыта	2	2
153	же как	2	2
154	к читателю	2	2
155	и дело	2	2
156	личности в	7	2
157	а то	2	2
158	однако в	2	2
159	что у	3	2
160	превращается в	3	2
161	столь же	4	2
162	к другому	4	2
163	своих героев	2	2
164	на фоне	2	2
165	характеры действующих	2	2
166	и мисюсь	2	2
167	художественного письма	2	2
168	на то	4	2
169	зрелого чеховского	2	2
170	глазах автора	3	2
171	центральное событие	2	2
172	но одновременно	3	2
173	к своему	2	2
174	случайно в	2	2
175	и т	11	2
176	в начале	2	2
177	с другим	2	2
178	в ялте	6	2
179	стороне лиды	2	2
180	по своему	3	2
181	мы узнаем	4	2
182	участие в	2	2
183	еще не	7	2
184	чеховского творчества	4	2
185	было бы	6	2
186	во второй	5	2
187	и он	5	2
188	картины мира	4	2
189	благодаря которым	2	2
190	со своим	2	2
191	себе и	2	2
192	своей природе	2	2
193	в самом	4	2
194	несмотря на	4	2
195	в центре	4	2
196	интерес к	5	2
197	что она	4	2
198	в него	2	2
199	чеховского человека	2	2
200	на стороне	2	2
201	его жизни	2	2
202	раз в	2	2
203	себя в	4	2
204	своего я	3	2
205	и личность	2	2
206	xix в	4	2
207	в чеховском	3	2
208	жизнью и	2	2
209	только на	2	2
210	думать о	2	2
211	и читателя	4	2
212	а с	2	2
213	жизни на	2	2
214	именно в	7	2
215	от нормы	2	2
216	в концовке	6	2
217	на самом	2	2
218	этой своей	2	2
219	быть может	7	2
220	они не	2	2
221	и что	2	2
222	было видно	2	2
223	только что	4	2
224	с точки	3	2
225	не имеет	2	2
226	бы на	2	2
227	своей собственной	2	2
228	той же	2	2
229	мы не	2	2
230	можно было	5	2
231	или иначе	2	2
232	когда все	2	2
233	не случайно	7	2
234	в результате	2	2
235	вся жизнь	2	2
236	как субъекта	3	2
237	футляром личности	2	2
238	в ней	4	2
239	но он	3	2
240	в своих	3	2
241	героя на	2	2
242	чеховских героев	3	2
243	т п	8	2
244	говорить о	3	2
245	видно что	2	2
246	его характер	2	2
247	в равной	3	2
248	представляют собой	2	2
249	картину мира	3	2
250	как он	2	2
251	героя и	5	2
252	здесь не	2	2
253	потому что	5	2
254	которая не	2	2
255	то чтобы	2	2
256	видит в	3	2
257	том как	3	2
