N	2gram	Voloshinov_1	Dialekti
1	и не	8	30
2	и в	13	18
3	может быть	8	17
4	точки зрения	7	17
5	в нем	2	16
6	не имеет	2	15
7	а не	2	14
8	что в	3	13
9	то что	6	13
10	не только	6	13
11	если бы	2	12
12	было бы	4	12
13	с точки	5	12
14	в этом	2	12
15	не может	8	12
16	как бы	6	11
17	учение о	2	11
18	все это	4	11
19	в себе	3	11
20	так как	3	11
21	прежде всего	9	10
22	несмотря на	2	10
23	то же	4	10
24	никогда не	3	9
25	в том	2	9
26	так и	3	9
27	том что	2	9
28	и то	3	9
29	вовсе не	2	7
30	но и	3	7
31	с другой	2	6
32	да и	3	6
33	хотя бы	5	6
34	не в	3	6
35	в чем	2	6
36	но в	4	6
37	и пр	7	5
38	все же	5	5
39	в отношении	2	5
40	общего с	3	5
41	а в	2	5
42	говорить о	3	5
43	мы должны	6	5
44	к тому	2	4
45	что эта	2	4
46	мы видим	2	4
47	одно и	3	4
48	так же	2	4
49	другой стороны	2	4
50	собственно говоря	2	4
51	только и	4	4
52	мы можем	4	4
53	ничего общего	3	4
54	может иметь	2	3
55	сознания и	2	3
56	в них	2	3
57	думать что	2	3
58	точку зрения	3	3
59	есть не	2	3
60	не является	4	3
61	что они	2	3
62	в его	7	3
63	что же	3	3
64	в их	3	3
65	в самом	2	3
66	еще и	4	3
67	самом деле	3	3
68	в данном	2	3
69	в ней	2	3
70	могут быть	2	3
71	нуждается в	2	3
72	только в	6	3
73	и все	3	3
74	бы в	2	3
75	в сознании	4	3
76	от этого	2	3
77	не менее	2	2
78	как в	2	2
79	но так	2	2
80	с этой	2	2
81	не как	3	2
82	в каждом	4	2
83	со всей	3	2
84	как и	3	2
85	и при	2	2
86	связанные с	2	2
87	для него	2	2
88	одной стороны	2	2
89	и может	2	2
90	вслед за	2	2
91	и следовательно	2	2
92	и является	2	2
93	мог бы	2	2
94	в своей	4	2
95	и их	7	2
96	и эта	5	2
97	с этим	3	2
98	с одной	2	2
99	все эти	2	2
100	и для	3	2
101	между собою	2	2
102	с ними	2	2
103	в другом	2	2
104	во всем	2	2
