N	2gram	Losev_Dial_3	FransuaR
1	и в	24	65
2	как бы	3	22
3	и не	27	22
4	вовсе не	13	18
5	в сущности	10	16
6	в том	5	16
7	в этом	8	15
8	но в	2	14
9	в условиях	2	13
10	в нем	3	13
11	нового времени	2	13
12	мы уже	3	12
13	прежде всего	8	11
14	и на	3	11
15	и его	5	10
16	и потому	2	10
17	не только	23	10
18	но и	9	10
19	так и	5	10
20	все эти	3	10
21	в его	2	9
22	все это	6	9
23	в своем	3	8
24	в основе	3	8
25	и даже	13	8
26	за пределы	3	8
27	жизни и	5	7
28	точки зрения	25	7
29	только в	5	7
30	никогда не	7	6
31	не знает	3	6
32	том что	8	6
33	все же	3	6
34	как мы	2	6
35	еще не	2	6
36	при этом	2	6
37	может быть	13	6
38	в ней	2	6
39	и у	2	6
40	сказать что	4	6
41	одно из	5	6
42	так как	6	6
43	с его	2	5
44	в частности	2	5
45	в них	5	5
46	превращается в	6	5
47	потому что	7	5
48	есть в	3	5
49	или иной	4	5
50	для него	4	5
51	и пр	6	5
52	той или	2	5
53	еще и	2	5
54	как и	7	5
55	в своих	2	5
56	и все	6	5
57	тело и	4	5
58	и к	5	4
59	не в	3	4
60	можно только	4	4
61	совершенно не	2	4
62	в самом	7	4
63	из них	3	4
64	в их	2	4
65	для нас	2	4
66	мира и	3	4
67	не могут	4	3
68	и ни	3	3
69	но на	2	3
70	мир и	3	3
71	что в	7	3
72	перестает быть	2	3
73	она была	2	3
74	на котором	2	3
75	это не	4	3
76	и во	2	3
77	не просто	18	3
78	что он	13	3
79	но это	5	3
80	мы и	4	3
81	самом деле	6	3
82	но для	2	3
83	о нем	4	3
84	к нему	3	3
85	с точки	14	3
86	то что	14	3
87	и тела	2	3
88	и прежде	3	3
89	как раз	7	3
90	не может	19	3
91	мир в	3	3
92	разного рода	2	3
93	уже не	5	3
94	с другой	4	3
95	друг друга	3	3
96	он дает	2	3
97	даже и	7	3
98	он и	3	3
99	в себе	2	3
100	и вообще	2	3
101	нет ничего	9	3
102	но как	2	3
103	и здесь	2	3
104	ничего не	17	3
105	и с	6	3
106	в виду	7	3
107	ни к	3	2
108	но не	2	2
109	к тому	4	2
110	и без	3	2
111	или к	2	2
112	и от	3	2
113	из этих	2	2
114	раз и	3	2
115	тело или	2	2
116	явления как	2	2
117	же в	2	2
118	начало и	2	2
119	и чисто	2	2
120	от своего	2	2
121	кроме того	6	2
122	одной стороны	3	2
123	и он	2	2
124	несмотря на	2	2
125	например в	2	2
126	от того	4	2
127	хотя и	5	2
128	он не	5	2
129	на что	2	2
130	его на	2	2
131	не вполне	2	2
132	нет и	4	2
133	и для	2	2
134	от всего	6	2
135	только на	7	2
136	истории и	4	2
137	же он	2	2
138	с одной	3	2
139	на них	2	2
140	и этим	3	2
141	и вот	2	2
142	того что	12	2
143	что не	5	2
144	что мы	8	2
145	и по	2	2
146	есть только	12	2
147	в таком	14	2
148	или в	2	2
149	их в	2	2
150	быть только	2	2
151	могут быть	2	2
152	во всем	3	2
153	от всякого	5	2
154	ни на	3	2
155	о том	6	2
156	и это	4	2
157	бы быть	2	2
158	в особенности	7	2
159	в чем	4	2
160	в чисто	2	2
161	это было	3	2
