N	2gram	Propp_Isto_6	Problemy
1	и не	10	31
2	и в	26	29
3	в его	5	24
4	может быть	11	24
5	а не	2	22
6	в этом	12	22
7	т е	22	21
8	как бы	4	19
9	в нем	8	19
10	не только	10	15
11	то что	6	15
12	но и	9	14
13	и его	7	14
14	то же	5	14
15	уже не	7	13
16	как и	5	12
17	не может	6	12
18	таким образом	12	12
19	в одном	3	10
20	в то	5	10
21	только в	5	10
22	там где	5	10
23	с его	4	9
24	это не	4	9
25	все же	8	9
26	но не	2	9
27	все эти	8	9
28	если бы	3	9
29	в своем	2	8
30	что он	9	8
31	что в	12	8
32	отношению к	2	8
33	в своей	3	8
34	по отношению	2	8
35	потому что	13	8
36	в том	12	8
37	прежде всего	4	7
38	вовсе не	2	7
39	том что	10	7
40	не в	3	7
41	она не	3	7
42	так и	5	7
43	в форме	2	7
44	и как	2	7
45	а в	3	7
46	и на	12	7
47	в себе	3	7
48	мира и	2	7
49	но в	7	7
50	в одной	2	6
51	что она	3	6
52	как в	6	6
53	так же	2	6
54	говорит он	2	6
55	могут быть	3	6
56	его в	5	6
57	так как	18	6
58	перед нами	2	5
59	должна быть	3	5
60	и др	2	5
61	было бы	2	5
62	но все	2	5
63	зависимости от	2	5
64	еще не	9	5
65	у него	7	5
66	он не	2	5
67	во всяком	2	5
68	он и	2	5
69	и это	8	5
70	с ним	8	5
71	ничего не	2	5
72	или как	2	5
73	превращается в	7	4
74	что и	4	4
75	но это	4	4
76	и с	6	4
77	даже в	2	4
78	от того	3	4
79	и т	10	4
80	не было	3	4
81	тем что	5	4
82	как мы	4	4
83	они не	3	4
84	героя в	2	4
85	и наконец	3	4
86	их в	3	4
87	в этой	2	4
88	человека в	2	4
89	что же	2	4
90	никогда не	13	3
91	в них	3	3
92	с другой	10	3
93	таким же	3	3
94	ни в	2	3
95	одна из	2	3
96	все что	4	3
97	кроме того	3	3
98	всяком случае	2	3
99	только то	2	3
100	и до	2	3
101	на него	2	3
102	другой стороны	8	3
103	как на	3	3
104	на котором	3	3
105	например в	7	3
106	отличается от	2	3
107	в своих	3	3
108	сказать что	3	3
109	но как	4	3
110	как будто	3	3
111	мы должны	2	3
112	далеко не	3	3
113	и этим	5	3
114	что герой	2	2
115	все время	2	2
116	однако в	2	2
117	только он	2	2
118	с этой	2	2
119	и от	3	2
120	вопрос о	3	2
121	не поддается	2	2
122	и ее	3	2
123	не есть	2	2
124	жизни и	2	2
125	так что	3	2
126	мы видим	5	2
127	из его	2	2
128	не потому	3	2
129	отсюда же	2	2
130	при этом	3	2
131	есть и	4	2
132	на западе	2	2
133	и сам	2	2
134	кажется что	2	2
135	него в	2	2
136	что из	2	2
137	до сих	4	2
138	ни одной	2	2
139	один из	3	2
140	нам кажется	2	2
141	на его	4	2
142	сих пор	4	2
143	но эти	2	2
144	данном случае	3	2
145	мы уже	6	2
146	то и	2	2
147	или же	2	2
148	что оно	4	2
149	также не	2	2
150	здесь мы	4	2
151	и что	5	2
152	именно на	2	2
153	к себе	2	2
154	из которых	3	2
155	можно было	2	2
156	в данном	3	2
157	то он	2	2
158	в которых	2	2
159	в ней	5	2
160	но он	2	2
161	оно может	2	2
162	же не	2	2
163	нет ни	2	2
164	е в	2	2
165	с этим	2	2
