N	2gram	Potebnia_M_4	StatiiOP
1	и в	23	44
2	в том	23	36
3	и т	7	30
4	что в	17	30
5	том что	12	29
6	т д	3	21
7	в этом	23	21
8	вовсе не	7	19
9	то что	29	18
10	не только	10	18
11	было бы	8	17
12	а в	5	17
13	о том	8	17
14	и не	18	16
15	а не	12	16
16	может быть	26	15
17	в данном	4	14
18	в области	2	14
19	как в	7	13
20	можно было	2	13
21	не в	11	12
22	у нас	2	11
23	самом деле	3	11
24	того чтобы	4	11
25	точки зрения	4	11
26	для того	6	10
27	что он	4	10
28	но и	11	10
29	но в	8	10
30	только в	15	10
31	с другой	2	9
32	если бы	13	9
33	в то	4	9
34	как и	14	9
35	того что	14	9
36	т п	4	9
37	так и	6	9
38	в его	5	9
39	например в	3	8
40	не может	11	8
41	и его	2	8
42	это не	7	8
43	с точки	3	8
44	я не	2	7
45	по поводу	4	7
46	в самом	3	7
47	для нас	14	7
48	сих пор	4	7
49	до сих	4	7
50	таким образом	24	7
51	сказать что	8	7
52	потому что	33	6
53	из этих	2	6
54	так что	5	6
55	но это	3	6
56	для него	5	6
57	что и	7	6
58	данном случае	2	6
59	со стороны	3	6
60	что же	5	6
61	именно в	3	6
62	на самом	3	6
63	в той	4	6
64	во всяком	5	6
65	хотя бы	4	6
66	всяком случае	3	6
67	не менее	5	5
68	никогда не	3	5
69	так же	4	5
70	что мы	10	5
71	в котором	4	5
72	в нем	7	5
73	все это	5	5
74	той же	3	5
75	то же	14	5
76	и даже	2	5
77	и по	3	5
78	в слове	22	5
79	в которых	3	5
80	и то	5	5
81	тем что	10	5
82	могут быть	7	5
83	все эти	3	5
84	так как	14	5
85	там где	3	5
86	на вопрос	4	4
87	что это	7	4
88	это слово	4	4
89	столь же	2	4
90	что она	2	4
91	вопрос о	2	4
92	бы и	5	4
93	в ее	2	4
94	же время	3	4
95	тем более	5	4
96	и что	7	4
97	никто не	2	4
98	как бы	5	4
99	на то	7	4
100	дело не	2	4
101	даже не	2	4
102	не было	12	4
103	еще более	2	4
104	что у	3	4
105	не имеет	5	4
106	языка и	3	4
107	этот вопрос	3	4
108	в которой	6	4
109	что так	2	3
110	не существует	2	3
111	во время	2	3
112	тому что	2	3
113	и я	2	3
114	и с	4	3
115	и так	3	3
116	в каждом	3	3
117	да и	4	3
118	об этом	2	3
119	то в	3	3
120	чем в	2	3
121	и без	2	3
122	еще не	3	3
123	что не	6	3
124	и для	2	3
125	в ней	2	3
126	не значит	2	3
127	даже в	2	3
128	и тем	4	3
129	то это	8	3
130	отношению к	8	3
131	в истории	4	3
132	а именно	4	3
133	внимание на	5	3
134	по отношению	10	3
135	и только	3	3
136	в виде	2	3
137	в двух	2	3
138	лишь в	3	3
139	должны быть	3	3
140	на этот	2	3
141	в таком	4	3
142	и вполне	2	3
143	это можно	2	3
144	в каком	4	3
145	и вообще	2	3
146	видно что	4	3
147	во многих	2	3
148	в остальных	2	3
149	люди которые	2	3
150	между тем	9	3
151	с этим	7	3
152	в представлении	4	2
153	что от	2	2
154	что все	4	2
155	уже в	5	2
156	бы не	3	2
157	а как	2	2
158	что до	2	2
159	в этих	3	2
160	даже и	3	2
161	в своем	8	2
162	превращается в	2	2
163	хотя в	2	2
164	по крайней	5	2
165	в наших	2	2
166	имеем дело	2	2
167	не всегда	3	2
168	на который	2	2
169	что на	2	2
170	крайней мере	5	2
171	этом случае	5	2
172	и более	4	2
173	есть в	5	2
174	при этом	15	2
175	быть и	2	2
176	она не	2	2
177	не имели	2	2
178	в сущности	2	2
179	между прочим	3	2
180	и потому	10	2
181	этого слова	7	2
182	тем не	4	2
183	в первом	3	2
184	отношение к	2	2
185	никем не	2	2
186	можно назвать	2	2
187	судя по	2	2
188	конечно не	2	2
189	и их	3	2
190	что как	4	2
191	допустим что	5	2
192	тем самым	4	2
193	так или	2	2
194	более чем	3	2
195	и у	2	2
196	есть только	5	2
197	в других	2	2
198	мы не	8	2
199	что то	3	2
200	или иначе	2	2
201	в своих	2	2
202	думать что	4	2
203	их в	3	2
204	он не	2	2
205	в себе	14	2
206	в сознании	4	2
207	говорить о	5	2
208	все в	2	2
209	и все	4	2
210	его в	4	2
211	при помощи	3	2
212	и это	2	2
213	том смысле	2	2
214	к нему	5	2
215	а если	2	2
216	мы имеем	4	2
217	то есть	34	2
