N	3gram	Vygotskiy__4	Vladivir
1	в том что	31	10
2	о том что	3	8
3	с точки зрения	11	6
4	вместе с тем	3	6
5	это значит что	2	6
6	точно так же	3	4
7	содержит в себе	2	4
8	и то что	4	4
9	в этом смысле	8	3
10	с одной стороны	9	3
11	в отличие от	2	3
12	и в отношении	2	3
13	только в том	2	3
14	как мы видели	2	3
15	во всяком случае	3	3
16	в настоящее время	2	3
17	в данном случае	2	2
18	так же как	5	2
19	в вопросе о	2	2
20	на первый план	4	2
21	в связи с	3	2
22	в себе и	3	2
23	одной стороны и	2	2
24	а с другой	2	2
25	на то что	4	2
26	с другой стороны	8	2
27	в этом отношении	7	2
