N	2gram	Voloshinov_1	FransuaR
1	и в	38	41
2	то есть	4	24
3	и т.п	21	19
4	мы уже	10	18
5	во всех	6	17
6	таким образом	7	17
7	в нем	4	16
8	и с	5	16
9	и его	7	13
10	но и	13	13
11	как мы	9	12
12	в этом	10	12
13	все это	4	11
14	все эти	2	11
15	прежде всего	21	10
16	в самом	4	10
17	не только	27	10
18	так как	7	10
19	то что	8	10
20	кроме того	2	9
21	и на	6	9
22	и все	4	9
23	о том	4	9
24	никогда не	7	8
25	в этой	6	8
26	но в	5	8
27	вовсе не	2	7
28	том что	3	7
29	как бы	28	7
30	как и	10	7
31	в его	6	7
32	связаны с	4	7
33	что он	2	6
34	мы видим	3	6
35	один из	4	6
36	вместе с	5	6
37	с помощью	6	6
38	или в	2	6
39	также и	2	6
40	сказать что	3	6
41	в то	9	6
42	то же	14	5
43	с его	7	5
44	в одном	3	5
45	в ее	3	5
46	так же	4	5
47	же время	7	5
48	и он	2	5
49	из них	3	5
50	так и	6	5
51	в той	5	5
52	той же	5	5
53	тем что	2	5
54	в себе	9	5
55	все то	2	5
56	что это	4	5
57	уже в	5	4
58	все время	5	4
59	та же	3	4
60	и от	7	4
61	роль в	3	4
62	у нас	4	4
63	и как	9	4
64	не в	6	4
65	и вообще	2	4
66	всех его	2	4
67	тот же	2	4
68	в ней	8	4
69	в котором	3	4
70	все же	7	4
71	не может	12	4
72	как в	2	4
73	самом деле	4	4
74	того чтобы	7	4
75	и наконец	5	4
76	и даже	3	4
77	а в	5	4
78	в основе	2	4
79	с ним	2	4
80	мы увидим	5	3
81	перед нами	3	3
82	до того	3	3
83	связанных с	3	3
84	с этим	2	3
85	своего героя	2	3
86	одной из	2	3
87	нас не	2	3
88	мы будем	6	3
89	но это	2	3
90	было бы	7	3
91	и сам	2	3
92	в начале	3	3
93	конечно не	3	3
94	и их	5	3
95	не мог	3	3
96	жизни и	3	3
97	в первой	2	3
98	связано с	2	3
99	сих пор	2	3
100	и для	3	3
101	этом отношении	2	3
102	при этом	9	3
103	и не	14	3
104	те же	4	3
105	того что	4	3
106	между ними	3	3
107	к нему	2	3
108	с другими	2	3
109	только в	6	3
110	т.п но	2	3
111	потому что	5	3
112	времени и	2	2
113	в частности	3	2
114	будем говорить	3	2
115	в этих	2	2
116	себе в	2	2
117	в конце	6	2
118	того времени	4	2
119	что именно	3	2
120	если мы	4	2
121	человека с	2	2
122	для нас	3	2
123	в том	2	2
124	в дальнейшем	2	2
125	ведь и	2	2
126	в предыдущей	2	2
127	связи с	3	2
128	но не	2	2
129	а на	2	2
130	в значительной	2	2
131	может быть	13	2
132	в своей	2	2
133	хотя и	3	2
134	он не	2	2
135	и когда	2	2
136	и потому	2	2
137	если б	4	2
138	должен быть	2	2
139	мы видели	5	2
140	себя в	4	2
141	природы и	2	2
142	в форме	6	2
143	еще более	2	2
144	да еще	2	2
145	как это	5	2
146	но эта	2	2
147	лишь в	4	2
148	а не	6	2
149	с точки	5	2
150	мы не	9	2
151	каждый из	2	2
152	и то	3	2
153	то он	3	2
154	их в	3	2
155	между тем	3	2
156	о происхождении	2	2
157	точки зрения	10	2
158	и само	3	2
159	на его	5	2
160	что мы	11	2
161	так сказать	4	2
162	бы в	5	2
163	в области	5	2
164	т.п и	2	2
