N	2gram	Losev_Dial_1	Problemy
1	и в	18	35
2	как бы	11	31
3	и не	30	27
4	что он	11	24
5	в его	3	21
6	но в	6	19
7	не может	12	18
8	как и	2	18
9	в нем	16	16
10	то же	10	15
11	и все	3	15
12	но и	7	14
13	для него	2	14
14	может быть	17	14
15	все это	11	14
16	в этом	12	14
17	к нему	8	13
18	что я	3	13
19	он не	3	13
20	прежде всего	10	12
21	и с	5	12
22	в другом	2	12
23	в то	6	11
24	не в	6	10
25	самом деле	3	10
26	же время	4	10
27	не только	13	10
28	то что	13	10
29	в отношении	5	9
30	на самом	3	9
31	я не	5	8
32	так и	9	8
33	потому что	14	8
34	все же	5	8
35	как мы	4	8
36	и для	2	8
37	так же	4	7
38	а в	5	7
39	точки зрения	17	7
40	с ним	6	7
41	вовсе не	7	7
42	еще не	2	7
43	себе и	2	7
44	что же	3	7
45	в виде	2	7
46	отношении к	3	7
47	он сам	5	6
48	что в	13	6
49	в каждом	2	6
50	к тому	4	6
51	но это	8	6
52	что они	3	6
53	и что	12	6
54	отношение к	5	6
55	в самом	3	6
56	стремится к	2	6
57	не знает	2	6
58	от него	4	6
59	но не	4	6
60	только в	3	6
61	в конце	4	5
62	себе самом	2	5
63	в том	9	5
64	да и	6	5
65	так что	15	5
66	и даже	13	5
67	с ними	2	5
68	его с	3	5
69	он и	2	5
70	даже в	3	5
71	к самому	2	5
72	как в	2	5
73	и то	9	5
74	в себе	11	5
75	и это	2	5
76	никогда не	9	4
77	друг другу	3	4
78	с другой	6	4
79	та же	3	4
80	или иной	3	4
81	в мире	2	4
82	но все	3	4
83	не о	4	4
84	же и	2	4
85	всяком случае	2	4
86	и вот	6	4
87	и так	2	4
88	той или	7	4
89	но как	2	4
90	так как	11	4
91	бы в	3	4
92	сознания и	3	4
93	как раз	4	4
94	в них	3	4
95	по себе	25	4
96	во всем	2	4
97	в своей	2	4
98	только на	3	4
99	а не	14	4
100	что не	7	4
101	и у	2	4
102	во всяком	4	4
103	я в	2	4
104	что это	11	4
105	в чем	6	4
106	а он	3	3
107	но так	2	3
108	и от	2	3
109	такой же	2	3
110	ни было	2	3
111	это я	4	3
112	тому же	2	3
113	в него	2	3
114	в виду	5	3
115	из них	2	3
116	другой стороны	4	3
117	все эти	2	3
118	но только	3	3
119	того что	2	3
120	должно быть	3	3
121	это не	9	3
122	сказать что	10	3
123	даже и	3	3
124	нуждается в	3	3
125	говорить о	5	3
126	мы должны	5	3
127	в котором	4	3
128	друг к	2	3
129	не как	2	3
130	с этим	2	3
131	раз и	2	3
132	этом смысле	3	3
133	это и	4	3
134	том что	9	3
135	одно и	4	3
136	было бы	12	3
137	не могу	4	3
138	конце концов	3	3
139	что и	3	3
140	к другу	2	3
141	только что	3	3
142	а с	2	3
143	уже не	2	3
144	только с	3	3
145	ничего не	17	3
146	не менее	2	2
147	в этих	5	2
148	и внешнего	6	2
149	тому что	3	2
150	для этого	2	2
151	с этой	2	2
152	а просто	2	2
153	вопрос о	2	2
154	на всю	4	2
155	одна и	2	2
156	ни в	15	2
157	в дальнейшем	5	2
158	на этом	2	2
159	но что	3	2
160	хотя и	4	2
161	мог бы	2	2
162	время как	2	2
163	можем сказать	2	2
164	в своем	5	2
165	что оно	5	2
166	не просто	7	2
167	но эта	3	2
168	и тут	3	2
169	есть только	5	2
170	в которых	2	2
171	в ней	3	2
172	к ней	4	2
173	что тут	2	2
174	что даже	2	2
175	ни на	6	2
176	о том	4	2
177	как он	4	2
178	мне не	2	2
179	и ни	6	2
180	мысли в	2	2
181	в душу	4	2
182	нет ни	2	2
183	другу как	3	2
184	всех этих	3	2
185	уже и	3	2
186	и та	3	2
187	он есть	4	2
188	и другого	2	2
189	но конечно	2	2
190	точек зрения	3	2
191	быть в	2	2
192	то в	7	2
193	здесь в	2	2
194	ли это	3	2
195	мы увидим	2	2
196	конечно не	3	2
197	внутреннего и	9	2
198	как можно	2	2
199	но уже	2	2
200	быть и	4	2
201	бы и	2	2
202	говорит о	5	2
203	жизнь и	3	2
204	все равно	3	2
205	чтобы не	2	2
206	и он	5	2
207	и как	7	2
208	хотя бы	6	2
209	с точки	12	2
210	себе но	2	2
211	можно было	5	2
212	с другими	2	2
213	мы можем	4	2
214	сам по	6	2
215	и об	4	2
216	и вы	3	2
217	и вообще	4	2
218	если и	2	2
219	это было	2	2
