N	2gram	Losev_Dial_2	RusskieA
1	и в	19	36
2	не только	19	22
3	что в	7	19
4	том что	10	19
5	в том	14	17
6	т е	30	17
7	но и	12	16
8	так как	14	15
9	во время	2	14
10	в этом	8	12
11	это не	10	10
12	как мы	3	10
13	как и	10	10
14	и т	17	10
15	вместе с	2	10
16	потому что	14	10
17	об этом	3	9
18	т д	15	9
19	а в	4	9
20	с тем	2	8
21	из них	3	8
22	может быть	20	8
23	и по	4	8
24	е в	3	8
25	о том	5	8
26	как это	7	8
27	что они	6	7
28	что и	5	7
29	так и	10	7
30	между тем	2	7
31	и не	30	6
32	при этом	4	6
33	уже не	3	6
34	таким образом	4	6
35	все это	4	6
36	в виде	2	6
37	то что	14	6
38	будто бы	3	6
39	все же	4	5
40	как будто	7	5
41	как бы	14	5
42	с ними	2	5
43	одно из	4	5
44	как в	2	5
45	того как	2	5
46	тому что	2	4
47	в тех	2	4
48	к тому	2	4
49	что на	2	4
50	после этого	3	4
51	еще не	4	4
52	связи с	4	4
53	его с	3	4
54	во всех	2	4
55	в некоторых	2	4
56	и их	3	4
57	в их	2	4
58	не может	9	4
59	в связи	4	4
60	мы имеем	3	4
61	и что	5	4
62	того что	6	4
63	что этот	3	4
64	но это	7	4
65	тем что	2	4
66	только в	5	4
67	что по	2	4
68	не менее	3	3
69	о чем	3	3
70	что это	10	3
71	в этих	3	3
72	в своем	4	3
73	но все	2	3
74	в одном	4	3
75	и к	7	3
76	тем не	2	3
77	на этом	2	3
78	в это	3	3
79	несмотря на	2	3
80	в целях	3	3
81	если в	2	3
82	или на	2	3
83	и из	3	3
84	в разных	3	3
85	то же	12	3
86	с точки	8	3
87	так же	2	3
88	ничего не	3	3
89	их в	2	3
90	точки зрения	12	3
91	в области	2	3
92	которые не	2	3
93	не было	3	2
94	всех этих	3	2
95	и более	3	2
96	независимо от	4	2
97	в частности	2	2
98	могут быть	4	2
99	что у	2	2
100	та же	4	2
101	с этим	3	2
102	и потому	5	2
103	в каждом	2	2
104	не просто	12	2
105	на все	2	2
106	в нем	10	2
107	не что	3	2
108	в жизни	2	2
109	так что	7	2
110	и как	10	2
111	мы видим	2	2
112	в силу	5	2
113	но не	6	2
114	быть и	4	2
115	как известно	2	2
116	но что	7	2
117	с целью	2	2
118	далее в	2	2
119	она не	8	2
120	отнюдь не	6	2
121	например в	2	2
122	как они	3	2
123	в ней	2	2
124	не значит	3	2
125	и с	5	2
126	как не	2	2
127	значит что	12	2
128	что она	14	2
129	разница между	2	2
130	не на	2	2
131	все эти	2	2
132	в какой	2	2
133	на самом	2	2
134	а не	16	2
135	и пр	5	2
136	с ним	4	2
137	или в	2	2
138	тут же	4	2
139	в своих	2	2
140	это время	3	2
141	что иное	3	2
142	но в	2	2
143	мы должны	2	2
144	в один	3	2
145	как он	4	2
146	иное как	3	2
147	же не	3	2
