N	2gram	Bakhtin_Pr_5	Myslijsy
1	потому что	8	49
2	то есть	16	30
3	и в	35	24
4	в душе	2	23
5	может быть	14	23
6	то что	10	20
7	и не	27	19
8	а не	4	18
9	в том	5	18
10	что в	6	16
11	по себе	4	15
12	не только	10	15
13	при этом	2	13
14	было бы	3	13
15	не в	10	13
16	в слове	6	13
17	но не	6	12
18	не может	18	12
19	то же	15	12
20	мы можем	2	12
21	что и	3	11
22	вместе с	2	11
23	только в	6	11
24	таким образом	7	11
25	для него	14	10
26	в себе	5	10
27	так что	5	10
28	как в	5	10
29	так как	4	10
30	вовсе не	7	9
31	в нем	16	9
32	как бы	31	9
33	но и	14	9
34	под влиянием	3	8
35	а в	7	8
36	том что	3	8
37	и на	6	8
38	в этом	14	8
39	прежде всего	12	7
40	во всяком	4	7
41	всяком случае	4	7
42	во всех	3	7
43	как и	18	7
44	того что	3	7
45	тем что	4	7
46	с этим	3	7
47	в чем	4	7
48	с другой	4	6
49	в одном	6	6
50	и того	2	6
51	и как	2	6
52	есть только	2	6
53	между тем	4	6
54	между двумя	2	6
55	в то	11	6
56	этого слова	5	6
57	слова в	6	5
58	уже в	3	5
59	не менее	2	5
60	столь же	2	5
61	с ним	7	5
62	что они	6	5
63	тот же	4	5
64	что не	4	5
65	если б	3	5
66	о том	2	5
67	так и	8	5
68	в них	4	5
69	бы не	2	5
70	с другими	2	5
71	из них	3	5
72	все же	8	5
73	в которой	2	5
74	сам по	2	4
75	во время	5	4
76	никогда не	4	4
77	сознание и	2	4
78	а между	3	4
79	что он	24	4
80	уже не	3	4
81	такой же	3	4
82	еще не	7	4
83	в самом	6	4
84	время как	2	4
85	в котором	3	4
86	так в	2	4
87	что оно	2	4
88	и что	6	4
89	к другому	16	4
90	тому как	2	4
91	то все	2	4
92	подобно тому	2	4
93	от него	6	4
94	как он	2	4
95	там где	7	4
96	так сказать	2	4
97	с тем	3	4
98	но в	19	4
99	от другого	2	3
100	на вопрос	2	3
101	что это	4	3
102	смысле этого	2	3
103	это не	3	3
104	не как	3	3
105	и от	3	3
106	становится для	2	3
107	и все	15	3
108	хотя и	2	3
109	что на	2	3
110	ни было	3	3
111	кажется что	2	3
112	но это	6	3
113	например в	2	3
114	мог бы	2	3
115	к другим	2	3
116	в ней	2	3
117	и во	3	3
118	другим и	3	3
119	оно должно	2	3
120	его в	4	3
121	с таким	2	3
122	слова и	11	3
123	в целом	3	3
124	на него	5	3
125	только что	3	3
126	что его	2	3
127	те же	2	3
128	эту минуту	3	3
129	и у	4	3
130	и для	8	3
131	той же	2	3
132	рядом с	4	3
133	с ними	5	3
134	и то	5	3
135	и вообще	2	3
136	в этих	2	3
137	мысли в	2	3
138	в эту	4	3
139	этого не	3	2
140	в каждом	6	2
141	самого начала	8	2
142	всех этих	2	2
143	но на	4	2
144	этом смысле	3	2
145	ни был	2	2
146	и его	14	2
147	что у	6	2
148	но он	4	2
149	хотя бы	2	2
150	несколько раз	2	2
151	и это	5	2
152	в жизни	2	2
153	что все	2	2
154	вопрос о	2	2
155	с его	7	2
156	мы знаем	2	2
157	бы в	4	2
158	такое же	2	2
159	за пределы	3	2
160	но все	4	2
161	такого же	2	2
162	все эти	3	2
163	совсем не	3	2
164	так же	7	2
165	у него	4	2
166	же время	10	2
167	но что	2	2
168	одно и	3	2
169	что с	2	2
170	было в	2	2
171	в общем	3	2
172	в движение	2	2
173	к ней	2	2
174	в его	21	2
175	себя и	8	2
176	его с	5	2
177	но эти	2	2
178	все это	14	2
179	другой стороны	3	2
180	а с	3	2
181	сделать его	2	2
182	на самом	9	2
183	от себя	5	2
184	но только	3	2
185	если и	2	2
186	самом деле	10	2
187	с самого	8	2
188	и по	2	2
189	должно быть	3	2
190	друг друга	2	2
191	у человека	2	2
192	или в	2	2
193	по отношению	6	2
194	их в	2	2
195	сказать что	3	2
196	тому что	2	2
197	даже и	3	2
198	в другом	12	2
199	во всем	4	2
200	мы должны	3	2
201	на этом	2	2
202	отношении к	7	2
203	слово с	6	2
204	с которыми	2	2
205	это было	2	2
206	вне себя	2	2
