N	2gram	Bakhtin_sl_2	FransuaR
1	и в	39	41
2	то есть	26	20
3	таким образом	8	19
4	в этом	16	15
5	и все	5	14
6	как и	6	14
7	то же	4	13
8	все эти	6	13
9	мы уже	2	12
10	в его	7	12
11	прежде всего	8	11
12	в том	5	11
13	как мы	7	11
14	в себе	2	11
15	так и	15	10
16	все это	16	10
17	в то	4	10
18	и его	33	9
19	не в	9	9
20	же время	4	9
21	но и	21	9
22	и т.п	2	9
23	в своем	6	9
24	что в	3	9
25	и от	3	8
26	то что	2	8
27	но в	6	8
28	в них	6	7
29	вовсе не	10	7
30	в романе	46	7
31	как бы	7	7
32	в нем	19	7
33	и не	22	7
34	у него	3	6
35	все они	2	6
36	это не	5	6
37	ни в	4	6
38	для него	7	6
39	с помощью	4	6
40	только в	5	6
41	о том	2	6
42	уже в	2	5
43	не только	24	5
44	и к	6	5
45	на этом	3	5
46	в ней	3	5
47	вместе с	2	5
48	что и	3	5
49	мы видели	2	5
50	как в	13	5
51	того как	2	5
52	а в	4	5
53	к нему	3	5
54	и для	5	5
55	точки зрения	8	5
56	в плане	5	5
57	хотя и	2	4
58	но он	2	4
59	и здесь	2	4
60	том что	5	4
61	но все	5	4
62	одна из	4	4
63	все что	2	4
64	слов и	3	4
65	в сущности	6	4
66	может быть	37	4
67	он не	2	4
68	влияние на	2	4
69	и наконец	5	4
70	мира и	5	4
71	рядом с	3	4
72	и на	4	4
73	в более	2	4
74	и с	9	4
75	поэтому и	4	3
76	и другие	2	3
77	в отношении	4	3
78	в одном	2	3
79	и потому	7	3
80	в нее	2	3
81	но это	3	3
82	свою очередь	2	3
83	в свою	3	3
84	кроме того	2	3
85	при этом	7	3
86	например в	5	3
87	и их	5	3
88	о нем	2	3
89	что он	2	3
90	с ее	2	3
91	жизни и	6	3
92	во всех	12	3
93	в форме	2	3
94	в их	2	3
95	в свете	3	3
96	не может	20	3
97	не было	2	3
98	на них	2	3
99	в той	4	3
100	с точки	3	3
101	той же	3	3
102	с ними	5	3
103	как о	2	3
104	не знает	2	3
105	проникает в	2	3
106	связанные с	4	3
107	его в	4	3
108	так сказать	6	3
109	так как	4	3
110	например у	2	2
111	перед нами	3	2
112	с его	7	2
113	именно в	2	2
114	и др	4	2
115	никогда не	7	2
116	в этих	7	2
117	здесь как	2	2
118	с этим	2	2
119	человека в	5	2
120	одновременно и	3	2
121	связано с	3	2
122	в историческом	2	2
123	отношению к	4	2
124	и как	3	2
125	правда и	2	2
126	более или	2	2
127	точка зрения	2	2
128	в большинстве	6	2
129	в себя	2	2
130	до конца	17	2
131	отношение к	4	2
132	еще не	7	2
133	со всеми	2	2
134	значительной степени	6	2
135	xvii века	2	2
136	в новых	2	2
137	а также	3	2
138	оно не	8	2
139	должен быть	2	2
140	не знаем	2	2
141	и образ	2	2
142	входят в	2	2
143	в процессе	13	2
144	или менее	2	2
145	по отношению	4	2
146	них и	2	2
147	в связи	2	2
148	имеет дело	2	2
149	в особенности	3	2
150	этом отношении	3	2
151	еще более	2	2
152	и других	4	2
153	его как	2	2
154	для всех	4	2
155	в значительной	6	2
156	а не	14	2
157	уже не	5	2
158	особенно в	2	2
159	роль в	2	2
160	мы не	2	2
161	или в	2	2
162	в данном	2	2
163	в результате	2	2
164	во всяком	3	2
165	может иметь	3	2
166	к новому	3	2
167	ту же	3	2
168	может стать	2	2
169	также и	2	2
170	далеко не	2	2
171	как он	2	2
172	дело в	2	2
173	связан с	3	2
174	большинстве случаев	5	2
175	в чем	3	2
176	с ним	7	2
177	в области	2	2
178	оно было	2	2
