N	2gram	Bakhtin_Fr_8	Psycholo
1	то что	3	32
2	и в	56	31
3	в том	13	30
4	то есть	24	26
5	что в	5	23
6	может быть	3	22
7	таким образом	17	20
8	при этом	4	19
9	так как	4	18
10	не может	2	17
11	как и	5	16
12	том что	8	16
13	и не	9	16
14	точки зрения	6	15
15	только в	9	14
16	а не	2	13
17	не только	8	13
18	что и	3	13
19	так же	2	12
20	мы не	2	12
21	в этом	14	12
22	в самом	9	11
23	не в	3	11
24	в области	5	11
25	в сущности	8	10
26	потому что	6	10
27	ни в	2	9
28	самом деле	2	9
29	никогда не	5	8
30	вместе с	2	8
31	все это	8	8
32	что он	2	7
33	и его	12	7
34	того чтобы	4	7
35	сказать что	3	7
36	о том	4	7
37	что это	4	6
38	вовсе не	6	6
39	одной стороны	2	6
40	до конца	11	6
41	было бы	2	6
42	если бы	2	6
43	целый ряд	2	6
44	а в	2	6
45	что она	2	6
46	для того	2	6
47	и даже	8	6
48	в его	18	6
49	и все	6	5
50	в ее	6	5
51	все же	2	5
52	так что	3	5
53	мы видим	6	5
54	с одной	4	5
55	то время	2	5
56	несмотря на	2	5
57	как бы	11	5
58	был бы	3	5
59	в процессе	5	5
60	другой стороны	2	5
61	и для	2	5
62	то же	11	5
63	с другой	2	5
64	и совершенно	2	5
65	в то	12	5
66	в которой	4	4
67	в котором	2	4
68	и другие	5	4
69	прежде всего	6	4
70	в себе	4	4
71	одна из	4	4
72	у него	7	4
73	и о	3	4
74	точка зрения	2	4
75	один из	5	4
76	в этих	11	4
77	к этому	2	4
78	в совершенно	4	4
79	в своих	4	4
80	с этой	2	4
81	в результате	5	4
82	там где	3	4
83	между тем	3	4
84	уже в	2	3
85	совсем не	2	3
86	с тем	2	3
87	только не	2	3
88	в частности	7	3
89	в своем	3	3
90	что все	4	3
91	эпохи в	9	3
92	и к	4	3
93	что на	2	3
94	точек зрения	2	3
95	но это	2	3
96	но не	5	3
97	до сих	8	3
98	из которых	2	3
99	например в	4	3
100	в этой	6	3
101	хотя и	2	3
102	в слове	2	3
103	он не	5	3
104	сих пор	8	3
105	от всех	2	3
106	в своей	2	3
107	так и	13	3
108	только на	2	3
109	не было	5	3
110	и других	4	3
111	той же	6	3
112	роль в	5	3
113	в которых	2	3
114	во всем	4	3
115	что эти	2	3
116	но в	6	3
117	в основе	4	2
118	в известном	2	2
119	такой же	5	2
120	видели что	3	2
121	казалось бы	3	2
122	главным образом	3	2
123	и как	2	2
124	в них	11	2
125	и во	2	2
126	человека и	2	2
127	это в	2	2
128	с ним	2	2
129	и здесь	3	2
130	мы найдем	2	2
131	уже не	3	2
132	из всех	2	2
133	и потому	4	2
134	фактов и	2	2
135	что они	2	2
136	более или	2	2
137	в качестве	4	2
138	настоящее время	3	2
139	образы и	4	2
140	и их	8	2
141	видим что	2	2
142	далеко не	2	2
143	даже в	4	2
144	наконец в	4	2
145	в нем	8	2
146	мы видели	5	2
147	из них	2	2
148	когда он	2	2
149	зрения на	2	2
150	но и	9	2
151	говорит о	2	2
152	или менее	2	2
153	как мы	7	2
154	как раз	2	2
155	в связи	3	2
156	в настоящее	3	2
157	на самом	2	2
158	к нему	2	2
159	с точки	2	2
160	что для	3	2
161	отметить что	2	2
162	к ним	2	2
163	как к	2	2
164	их в	4	2
165	и с	8	2
166	в каком	2	2
167	как например	3	2
168	бы и	2	2
169	и то	2	2
170	бы в	3	2
171	ту же	4	2
172	его в	2	2
173	почти все	2	2
174	в одном	2	2
