N	2gram	Propp_Isto_5	Formalny
1	т е	16	34
2	и в	25	24
3	в его	12	23
4	прежде всего	6	22
5	и не	11	20
6	и пр	3	17
7	не может	6	16
8	точки зрения	2	16
9	в этом	10	15
10	в нем	7	14
11	может быть	17	14
12	таким образом	9	13
13	и т	20	12
14	не менее	4	11
15	как и	7	11
16	социальной жизни	2	11
17	в своей	2	11
18	вовсе не	2	10
19	то же	4	10
20	в ней	5	10
21	а не	2	10
22	и его	9	10
23	и потому	2	9
24	все это	4	9
25	в то	3	9
26	в ее	4	8
27	в свою	3	8
28	то что	7	8
29	как в	6	8
30	т д	18	8
31	и на	8	8
32	не в	6	8
33	и с	3	8
34	не только	13	7
35	жизни и	2	7
36	но и	13	7
37	и все	3	6
38	и здесь	7	6
39	в том	6	6
40	в этой	3	6
41	самом деле	2	6
42	до сих	2	6
43	в пределах	4	6
44	она не	2	6
45	еще не	8	6
46	как бы	2	6
47	сих пор	2	6
48	в целом	3	6
49	входит в	5	6
50	а в	3	6
51	все эти	8	6
52	формы и	2	5
53	должен быть	2	5
54	по себе	2	5
55	и др	3	5
56	во всех	2	5
57	со стороны	2	5
58	как мы	5	5
59	того что	2	5
60	с другой	9	5
61	мы увидим	5	4
62	в частности	7	4
63	никогда не	3	4
64	не как	4	4
65	с другими	4	4
66	одной стороны	7	4
67	если бы	2	4
68	отношению к	2	4
69	так же	5	4
70	по отношению	2	4
71	в формах	2	4
72	в связи	4	4
73	что в	8	4
74	с одной	7	4
75	друг друга	3	4
76	в которой	4	4
77	с этой	2	4
78	в истории	4	4
79	но не	5	3
80	связи с	8	3
81	ясно что	5	3
82	что он	22	3
83	и как	3	3
84	но это	7	3
85	так например	2	3
86	но для	2	3
87	он не	4	3
88	в основном	4	3
89	один из	2	3
90	все же	10	3
91	же в	2	3
92	когда он	2	3
93	время в	2	3
94	в особенности	3	3
95	или же	3	3
96	особенно в	2	3
97	и других	2	3
98	мы не	5	3
99	его в	9	3
100	они не	3	3
101	под влиянием	2	2
102	а как	2	2
103	же как	4	2
104	с тем	8	2
105	в другой	3	2
106	его и	2	2
107	это не	6	2
108	с этим	5	2
109	вопрос о	2	2
110	том чтобы	2	2
111	таким же	2	2
112	уже не	11	2
113	по существу	2	2
114	мы видели	7	2
115	но все	5	2
116	одновременно с	2	2
117	в различных	2	2
118	одна из	2	2
119	из воды	2	2
120	только в	7	2
121	но есть	2	2
122	нем и	3	2
123	как таковое	2	2
124	в него	5	2
125	еще в	2	2
126	что и	6	2
127	на него	8	2
128	вместе с	22	2
129	эта связь	2	2
130	и что	8	2
131	его не	3	2
132	от этого	4	2
133	или на	2	2
134	чтобы он	2	2
135	ничего не	2	2
136	и это	4	2
137	тех же	2	2
138	их на	2	2
139	во всем	2	2
140	на нее	2	2
141	с ним	4	2
142	фигурирует в	2	2
