N	2gram	Tiupa_Hudo_1	Dialekti
1	т е	4	30
2	и не	2	30
3	может быть	5	20
4	и в	14	19
5	не только	12	19
6	по себе	2	18
7	и т	11	17
8	а не	12	16
9	т д	3	15
10	в себе	11	15
11	то что	8	14
12	что она	4	14
13	и даже	3	14
14	в том	12	14
15	как бы	7	14
16	потому что	5	14
17	но и	5	12
18	то же	9	12
19	точки зрения	5	12
20	и все	4	12
21	ни в	5	10
22	как и	9	10
23	в нем	3	10
24	так и	13	10
25	том что	16	10
26	это не	7	10
27	никогда не	6	9
28	не может	7	9
29	личности в	7	8
30	прежде всего	11	8
31	она не	4	8
32	мы уже	4	8
33	с точки	3	8
34	не в	7	8
35	в этом	11	8
36	в своей	10	8
37	и к	4	7
38	что в	6	7
39	должно быть	2	7
40	как будто	4	7
41	так что	2	7
42	что он	9	6
43	что не	2	6
44	да и	2	6
45	отнюдь не	3	6
46	в то	8	6
47	но не	3	6
48	того что	4	6
49	жизни и	5	6
50	личности и	2	6
51	же время	8	5
52	по своему	3	5
53	можно сказать	4	5
54	в самом	4	5
55	и потому	2	5
56	и это	4	5
57	от личности	2	5
58	как раз	4	5
59	все равно	2	5
60	и что	2	5
61	только что	4	5
62	и его	5	5
63	но как	2	5
64	говорить о	3	5
65	только в	5	5
66	о том	12	5
67	и с	4	5
68	в своем	4	4
69	ясно что	2	4
70	та же	4	4
71	в ее	3	4
72	все же	3	4
73	при этом	12	4
74	еще не	7	4
75	он не	4	4
76	связи с	4	4
77	все это	2	4
78	в связи	3	4
79	самом деле	5	4
80	и по	3	4
81	а в	7	4
82	в таком	3	4
83	в одной	2	4
84	но он	3	4
85	и когда	3	4
86	в другом	2	4
87	по своей	4	4
88	как он	2	4
89	с ним	4	4
90	не менее	5	3
91	же как	2	3
92	в этих	5	3
93	в это	2	3
94	и от	4	3
95	вопрос о	2	3
96	а только	4	3
97	об этом	5	3
98	как мы	3	3
99	уже не	7	3
100	в этой	8	3
101	было бы	6	3
102	себе и	2	3
103	даже в	3	3
104	из них	4	3
105	с этим	3	3
106	не было	4	3
107	уже знаем	2	3
108	они не	2	3
109	о котором	2	3
110	будто бы	3	3
111	его в	3	3
112	ничего не	8	3
113	что же	2	2
114	или иная	3	2
115	та или	3	2
116	в частности	5	2
117	что у	3	2
118	перед нами	5	2
119	в конце	4	2
120	в системе	2	2
121	на самом	2	2
122	именно в	7	2
123	к тому	7	2
124	что на	2	2
125	тем не	4	2
126	же в	3	2
127	только потому	2	2
128	что я	2	2
129	до сих	2	2
130	своей природе	2	2
131	на его	2	2
132	несмотря на	4	2
133	в ней	4	2
134	не умеет	2	2
135	если в	2	2
136	так или	2	2
137	сих пор	2	2
138	раз в	2	2
139	себя в	4	2
140	в мире	3	2
141	на него	2	2
142	и личность	2	2
143	в их	2	2
144	может и	3	2
145	тому что	4	2
146	в изображении	2	2
147	т п	8	2
148	не раз	2	2
149	например в	2	2
150	с ее	2	2
151	как в	8	2
152	человеческой жизни	4	2
153	или иначе	2	2
154	с ними	2	2
155	и потом	2	2
156	в своих	3	2
157	в результате	2	2
158	между тем	8	2
159	тем что	3	2
160	его личности	2	2
161	или не	3	2
162	того или	2	2
163	все эти	3	2
164	но в	5	2
165	я и	2	2
166	том как	3	2
167	на этом	3	2
