N	2gram	Tiupa_Narr_1	FransuaR
1	и в	11	41
2	то есть	9	24
3	и т.п	8	19
4	в нем	4	16
5	и с	3	16
6	и его	10	13
7	но и	27	13
8	как мы	2	12
9	в этом	12	12
10	прежде всего	4	10
11	в самом	6	10
12	не только	31	10
13	то что	9	10
14	и на	5	9
15	и все	3	9
16	о том	4	9
17	никогда не	4	8
18	в сущности	2	8
19	в этой	6	8
20	но в	7	8
21	у него	7	7
22	том что	7	7
23	как бы	6	7
24	в особенности	2	7
25	как и	13	7
26	что в	3	7
27	в его	6	7
28	в следующей	3	6
29	что он	3	6
30	в году	2	6
31	один из	6	6
32	вместе с	2	6
33	или в	6	6
34	также и	3	6
35	сказать что	2	6
36	в то	4	6
37	то же	8	5
38	с его	4	5
39	в одном	4	5
40	в литературе	4	5
41	же время	4	5
42	и он	6	5
43	а также	6	5
44	из них	4	5
45	так и	5	5
46	в своем	3	5
47	в той	2	5
48	еще в	3	5
49	в себе	6	5
50	в эпизоде	4	5
51	с другой	2	4
52	та же	2	4
53	но они	3	4
54	и от	2	4
55	роль в	2	4
56	именно в	3	4
57	у нас	3	4
58	и как	3	4
59	не в	6	4
60	все что	2	4
61	большей или	2	4
62	всех его	2	4
63	меньшей степени	2	4
64	в ней	4	4
65	все же	4	4
66	не может	8	4
67	как в	4	4
68	самом деле	3	4
69	того чтобы	4	4
70	и даже	2	4
71	а в	13	4
72	в результате	2	4
73	с ним	2	4
74	перед нами	5	3
75	он сам	3	3
76	в третьем	4	3
77	первом случае	3	3
78	во втором	6	3
79	как у	2	3
80	они и	2	3
81	до сих	2	3
82	в начале	3	3
83	не мог	6	3
84	никак не	2	3
85	жизни и	6	3
86	в первой	2	3
87	сих пор	2	3
88	и для	2	3
89	этом отношении	3	3
90	при этом	19	3
91	и не	23	3
92	того что	4	3
93	что не	2	3
94	между ними	2	3
95	к нему	4	3
96	в данном	11	3
97	только в	12	3
98	в первом	4	3
99	в чем	2	3
100	потому что	5	3
101	времени и	9	2
102	это уже	3	2
103	в частности	14	2
104	в этих	2	2
105	в конце	2	2
106	а за	2	2
107	в том	8	2
108	начало и	3	2
109	было и	2	2
110	раз в	2	2
111	связи с	2	2
112	но не	4	2
113	а на	2	2
114	как известно	3	2
115	до конца	2	2
116	может быть	15	2
117	в своей	5	2
118	они могут	2	2
119	хотя и	4	2
120	он не	3	2
121	себя в	2	2
122	данном случае	8	2
123	в форме	2	2
124	где они	2	2
125	другой стороны	2	2
126	как раз	6	2
127	в центре	3	2
128	как это	3	2
129	лишь в	3	2
130	а не	13	2
131	внимание на	4	2
132	и конец	3	2
133	мы не	3	2
134	к себе	4	2
135	каждый из	2	2
136	и то	3	2
137	их в	3	2
138	между тем	3	2
139	точки зрения	5	2
140	из этих	4	2
141	в наиболее	2	2
142	что мы	2	2
143	начиная с	3	2
144	так сказать	2	2
145	в области	2	2
146	в романе	2	2
147	как она	2	2
148	это было	2	2
149	мира в	4	2
150	т.п и	2	2
151	а для	3	2
