N	2gram	Vygotskiy__7	Vladivir
1	и в	26	40
2	то что	24	28
3	и не	18	25
4	не только	24	25
5	учение о	3	24
6	но и	11	18
7	в том	18	18
8	том что	17	18
9	что в	12	17
10	также и	2	17
11	в этом	29	16
12	так что	4	14
13	в его	4	14
14	не может	11	14
15	точки зрения	28	13
16	вовсе не	2	13
17	только в	8	13
18	сказать что	8	12
19	в конце	4	12
20	никогда не	4	11
21	таким образом	23	11
22	потому что	16	11
23	о том	4	11
24	едва ли	4	11
25	прежде всего	7	10
26	тем не	3	10
27	ни в	2	10
28	это есть	4	10
29	и потому	3	10
30	не есть	4	10
31	как раз	3	10
32	и его	12	10
33	не менее	4	9
34	что это	6	9
35	есть только	2	9
36	и с	5	9
37	и то	7	9
38	в своей	3	9
39	что же	2	9
40	в себе	9	9
41	в этой	3	8
42	для него	3	8
43	может быть	7	8
44	так же	14	8
45	и что	6	8
46	он не	3	8
47	как мы	14	8
48	а не	6	8
49	что все	2	7
50	к тому	7	7
51	несмотря на	2	7
52	а в	2	7
53	в своих	2	7
54	так как	14	7
55	с тем	5	7
56	того что	14	7
57	в то	3	7
58	что и	3	7
59	вместе с	12	7
60	как и	15	7
61	и здесь	2	6
62	оно есть	5	6
63	не мог	2	6
64	и от	4	6
65	по себе	3	6
66	об этом	3	6
67	то в	2	6
68	во всем	3	6
69	в смысле	6	6
70	так и	3	6
71	с точки	21	6
72	но это	3	6
73	содержит в	3	5
74	с другой	4	5
75	для нас	2	5
76	но если	2	5
77	эти три	2	5
78	должно быть	2	5
79	отношения к	2	5
80	в отношении	2	5
81	все эти	6	5
82	только и	3	5
83	в ней	3	5
84	учении о	6	5
85	что он	8	5
86	у нас	2	5
87	мы уже	3	5
88	для себя	24	5
89	только на	3	5
90	можно было	2	5
91	в данном	5	5
92	тем что	9	5
93	ничего не	2	5
94	тому что	9	4
95	точно так	2	4
96	вопрос о	6	4
97	на то	4	4
98	такой же	3	4
99	что если	2	4
100	до конца	5	4
101	мог бы	3	4
102	в самом	9	4
103	в котором	4	4
104	не имеет	2	4
105	мы должны	6	4
106	как это	5	4
107	чем в	4	4
108	но не	3	4
109	то время	2	4
110	еще не	4	4
111	было бы	6	4
112	и о	3	4
113	никак не	5	4
114	в основном	3	4
115	даже в	2	4
116	то же	8	4
117	если мы	5	4
118	учения о	4	4
119	все же	6	4
120	но в	4	4
121	перед нами	2	3
122	уже в	2	3
123	я не	3	3
124	же как	8	3
125	в качестве	5	3
126	это не	3	3
127	само собой	2	3
128	из этих	3	3
129	только о	2	3
130	подобного рода	2	3
131	мы знаем	2	3
132	является не	2	3
133	одной стороны	5	3
134	но для	2	3
135	как бы	6	3
136	в виду	5	3
137	и тем	6	3
138	в нем	2	3
139	к нему	3	3
140	мы видели	3	3
141	и против	2	3
142	то как	2	3
143	отличается от	3	3
144	и только	4	3
145	с одной	5	3
146	именно в	6	3
147	на первом	2	3
148	как на	6	3
149	же самое	5	3
150	если бы	5	3
151	по этому	4	3
152	ее в	8	3
153	в отличие	2	3
154	на самом	3	3
155	находится в	2	3
156	того чтобы	19	3
157	не в	4	3
158	и для	5	3
159	что этот	5	3
160	во всяком	2	3
161	в чем	3	3
162	отличие от	2	3
163	не могут	4	2
164	она должна	2	2
165	можно ли	2	2
166	в нашем	4	2
167	в этих	2	2
168	в какой	6	2
169	с этой	5	2
170	декарта и	2	2
171	и вместе	2	2
172	что на	2	2
173	что его	2	2
174	мы и	2	2
175	больше и	2	2
176	не можем	4	2
177	и наконец	4	2
178	не иначе	2	2
179	чем это	5	2
180	не является	3	2
181	в целом	5	2
182	что она	8	2
183	в их	2	2
184	то и	4	2
185	которых мы	2	2
186	мы находим	3	2
187	но только	3	2
188	и по	3	2
189	друг друга	4	2
190	время как	2	2
191	этом отношении	3	2
192	к его	2	2
193	себе в	5	2
194	в начале	5	2
195	по своей	10	2
196	что мы	9	2
197	его в	2	2
198	бы в	5	2
199	к этой	2	2
200	с этим	2	2
201	к этому	2	2
202	стороны и	4	2
203	но мы	3	2
204	есть не	3	2
205	и к	7	2
206	остановиться на	2	2
207	о которых	2	2
208	в силу	5	2
209	одно и	3	2
210	она не	5	2
211	одной из	4	2
212	совершенно не	2	2
213	наряду с	2	2
214	в сущности	9	2
215	в этот	3	2
216	только к	2	2
217	как говорит	5	2
218	данном случае	5	2
219	из этого	2	2
220	и речи	19	2
221	оказывается что	2	2
222	только что	5	2
223	но с	2	2
224	тем самым	8	2
225	для того	18	2
226	эта речь	8	2
227	мы не	7	2
228	является в	5	2
229	связи с	4	2
230	что эта	6	2
231	в которой	11	2
